Symbol,SymbolID,SymbolValue,Exchange,ShortName,PrimarySymbol,CompanyId,StandardName,LastPrice,LastVolume,MarketCap,StockType,StyleBox,StyleScore,SizeScore,FinancialHealthGrade,GrowthGrade,GrowthScore,EconomySphereCode,ProfitabilityGrade,ValueScore,IsShortable,ListingDate,SectorName,IndustryGroupName,IndustryName,SectorETF,IndustryGroupETF,IndustryETF,DollarVolume,QCSymbol,QCSymbolID,NewsSourceSymbol
PM U1EP4KZP5ROL,PM U1EP4KZP5ROL,PM,NYS,Philip Morris Intl,PM,0C00000ZNN,Philip Morris International Inc,94.67,7586293,1.47E+11,7,1,72.01372,267.0321,A,C,37.20669,2,A,66.85899,Yes,2008-03-31,ConsumerDefensive,TobaccoProducts,Tobacco,XLP,TOKE,TOKE,7.18E+08,PM,PM U1EP4KZP5ROL,PM.BenzingaNews U1EP4KZP5ROK
HI U1FOKOCV8IUD,HI U1FOKOCV8IUD,HI,NYS,Hillenbrand,HI,0C00000ZPJ,Hillenbrand Inc,43.73,913568,3.11E+09,3,8,139.42537,35.60533,C,C,56.19736,3,B,59.09133,Yes,2008-04-01,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,4.00E+07,HI,HI U1FOKOCV8IUD,HI.BenzingaNews U1FOKOCV8IUC
GTE U1MKPBX1RSYT,GTE U1MKPBX1RSYT,GTE,TSE,Gran Tierra Energy,GTE,0C00000YQK,Gran Tierra Energy Inc,5.88,363263,1.92E+08,5,7,-53.13257,-53.63771,C,C,46.13431,3,F,86.96374,Yes,2008-04-08,Energy,OilAndGas,OilAndGasEAndP,XLE,XLE,XOP,2.14E+06,GTE,GTE U1MKPBX1RSYT,GTE.BenzingaNews U1MKPBX1RSYS
IPI U20CYN1EUD7P,IPI U20CYN1EUD7P,IPI,NYS,Intrepid Potash,IPI,0C00000Y2F,Intrepid Potash Inc,23.17,611075,3.07E+08,3,7,95.65617,-99.35272,C,C,40.56938,1,B,53.12901,Yes,2008-04-22,BasicMaterials,A,AgriculturalInputs,XLB,NaN,MOO,1.42E+07,IPI,IPI U20CYN1EUD7P,IPI.BenzingaNews U20CYN1EUD7O
AWK U21CEQEKX4DH,AWK U21CEQEKX4DH,AWK,NYS,American Water Works,AWK,0C00000QR4,American Water Works Co Inc,134.49,1232672,2.57E+10,2,5,172.9299,166.22366,B,C,48.5705,2,C,42.82461,Yes,2008-04-23,Utilities,UtilitiesRegulated,UtilitiesRegulatedWater,XLU,XLU,PHO,1.66E+08,AWK,AWK U21CEQEKX4DH,AWK.BenzingaNews U21CEQEKX4DG
NX U22BUTRQZVJ9,NX U22BUTRQZVJ9,NX,NYS,Quanex Building Prods,NX,0C000008O6,Quanex Building Products Corp,34.619999,352222,1.02E+09,1,8,138.78529,-21.22947,B,C,51.51331,3,B,54.54862,Yes,2008-04-24,Industrials,Construction,BuildingProductsAndEquipment,XLI,PKB,XHB,1.22E+07,NX,NX U22BUTRQZVJ9,NX.BenzingaNews U22BUTRQZVJ8
DPS U2F4O1IXZOMD,DPS U2F4O1IXZOMD,KDP,NAS,Keurig Dr Pepper,KDP,0C000013NW,Keurig Dr Pepper Inc,32.21,10228131,4.47E+10,2,5,127.63069,198.22351,A,C,45.40353,2,C,50.89608,Yes,2008-05-07,ConsumerDefensive,BeveragesNonAlcoholic,BeveragesNonAlcoholic,XLP,PBJ,PBJ,3.29E+08,DPS,DPS U2F4O1IXZOMD,DPS.BenzingaNews U2F4O1IXZOMC
CFX U2G444W42FS5,CFX U2G444W42FS5,ENOV,NYS,Enovis,ENOV,0C00000Y2N,Enovis Corp,53.7,769435,2.93E+09,3,7,86.6672,36.05069,B,D,31.91316,3,F,46.45786,Yes,2008-05-08,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,4.13E+07,CFX,CFX U2G444W42FS5,CFX.BenzingaNews U2G444W42FS4
AGNC U2N08SGALPWL,AGNC U2N08SGALPWL,AGNC,NAS,AGNC Investment,AGNC,0C00000Y49,AGNC Investment Corp,9.88,27568619,6.52E+09,3,7,-105.2446,82.28563,D,C,24.36303,1,F,81.28812,Yes,2008-05-15,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,2.72E+08,AGNC,AGNC U2N08SGALPWL,AGNC.BenzingaNews U2N08SGALPWK
BDGE U3BMF4LIIKX1,BDGE U3BMF4LIIKX1,DCOM,NAS,Dime Community Bancshares,DCOM,0C00000AYV,Dime Community Bancshares Inc,26.31,259936,1.00E+09,3,7,52.27122,-34.95399,C,B,47.87348,1,C,70.01394,Yes,2008-06-09,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,6.84E+06,BDGE,BDGE U3BMF4LIIKX1,BDGE.BenzingaNews U3BMF4LIIKX0
FSC U3EKREP0QUED,FSC U3EKREP0QUED,OCSL,NAS,Oaktree Specialty Lending,OCSL,0C0000186U,Oaktree Specialty Lending Corp,20.11,1142220,1.56E+09,6,8,133.81918,3.2552,C,D,66.76911,1,D,70.90111,Yes,2008-06-12,FinancialServices,CreditServices,CreditServices,XLF,XLF,XLF,2.30E+07,FSC,FSC U3EKREP0QUED,FSC.BenzingaNews U3EKREP0QUEC
ERII U3Y9PA0E9XLX,ERII U3Y9PA0E9XLX,ERII,NAS,Energy Recovery,ERII,0C000013NU,Energy Recovery Inc,19.3,566294,1.05E+09,7,9,215.06255,-16.4684,A,B,44.90963,3,D,31.10044,Yes,2008-07-02,Industrials,IndustrialProducts,PollutionAndTreatmentControls,XLI,XLI,PHO,1.09E+07,ERII,ERII U3Y9PA0E9XLX,ERII.BenzingaNews U3Y9PA0E9XLW
JBT U4RT42ZGKKF9,JBT U4RT42ZGKKF9,JBT,NYS,John Bean Techs,JBT,0C0000184F,John Bean Technologies Corp,108.129995,319863,3.37E+09,3,8,187.55986,47.72652,B,C,51.1796,3,D,43.4439,Yes,2008-08-01,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,3.46E+07,JBT,JBT U4RT42ZGKKF9,JBT.BenzingaNews U4RT42ZGKKF8
HOLI U4RT42ZGKKF9,HOLI U4RT42ZGKKF9,HOLI,NAS,Hollysys Automation Tech,HOLI,0C00000Z4P,Hollysys Automation Technologies Ltd,26,2425059,1.61E+09,8,5,112.85767,145.24241,B,C,49.36028,3,D,58.25632,Yes,2008-08-01,Industrials,IndustrialProducts,ElectricalEquipmentAndParts,XLI,XLI,XLI,6.31E+07,HOLI,HOLI U4RT42ZGKKF9,HOLI.BenzingaNews U4RT42ZGKKF8
PRIM U4URGD2YSTWL,PRIM U4URGD2YSTWL,PRIM,NYS,Primoris Services,PRIM,0C00000L4W,Primoris Services Corp,33.59,350364,1.76E+09,3,8,105.48471,4.11427,B,C,56.7131,3,C,67.10227,Yes,2008-08-04,Industrials,Construction,EngineeringAndConstruction,XLI,PKB,PKB,1.18E+07,PRIM,PRIM U4URGD2YSTWL,PRIM.BenzingaNews U4URGD2YSTWK
TREE U5BI1YAU3NMT,TREE U5BI1YAU3NMT,TREE,NAS,LendingTree,TREE,0C000017DT,LendingTree Inc,28.7,827303,3.86E+08,7,7,-98.45861,-107.18834,C,C,14.43355,1,F,69.86007,Yes,2008-08-21,FinancialServices,DiversifiedFinancialServices,FinancialConglomerates,XLF,IYF,IYF,2.37E+07,TREE,TREE U5BI1YAU3NMT,TREE.BenzingaNews U5BI1YAU3NMS
MYRG U5U7JQ91JZOL,MYRG U5U7JQ91JZOL,MYRG,NAS,MYR Group,MYRG,0C00000SFO,MYR Group Inc,146.88,108063,2.49E+09,3,8,190.74298,20.7849,B,B,57.14141,3,C,48.70277,Yes,2008-09-09,Industrials,Construction,EngineeringAndConstruction,XLI,PKB,PKB,1.59E+07,MYRG,MYRG U5U7JQ91JZOL,MYRG.BenzingaNews U5U7JQ91JZOK
HCII U6048AG20IN9,HCII U6048AG20IN9,HCI,NYS,HCI Group,HCI,0C000014GW,HCI Group Inc,88.38,116072,8.34E+08,8,9,209.64484,-40.73467,C,B,62.92906,1,D,50.31627,Yes,2008-09-15,FinancialServices,Insurance,InsurancePropertyAndCasualty,XLF,KIE,KIE,1.03E+07,HCII,HCII U6048AG20IN9,HCII.BenzingaNews U6048AG20IN8
HBCP U6HU9Z13E3J9,HBCP U6HU9Z13E3J9,HBCP,NAS,Home Bancorp,HBCP,0C000014JI,Home Bancorp Inc,40.75,27023,3.50E+08,3,8,101.32868,-90.55282,C,C,51.25438,1,C,62.56134,Yes,2008-10-03,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,1.10E+06,HBCP,HBCP U6HU9Z13E3J9,HBCP.BenzingaNews U6HU9Z13E3J8
DMRC U6VMJA5GGNS5,DMRC U6VMJA5GGNS5,DMRC,NAS,Digimarc,DMRC,0C00001851,Digimarc Corp,36.38,147261,7.50E+08,4,8,127.73427,-44.14229,B,D,27.40782,3,F,32.88356,Yes,2008-10-17,Technology,Software,InformationTechnologyServices,XLK,IGV,VGT,5.36E+06,DMRC,DMRC U6VMJA5GGNS5,DMRC.BenzingaNews U6VMJA5GGNS4
LOPE U7T3QGL72B8L,LOPE U7T3QGL72B8L,LOPE,NAS,Grand Canyon Education,LOPE,0C000014JX,Grand Canyon Education Inc,139.02,258171,4.12E+09,7,8,194.15909,59.98686,A,B,49.55605,2,C,40.36302,Yes,2008-11-20,ConsumerDefensive,Education,EducationAndTrainingServices,XLP,EDUT,EDUT,3.59E+07,LOPE,LOPE U7T3QGL72B8L,LOPE.BenzingaNews U7T3QGL72B8K
CLW U8JOSZGR4OKL,CLW U8JOSZGR4OKL,CLW,NYS,Clearwater Paper,CLW,0C000018H2,Clearwater Paper Corp,36.01,78416,5.90E+08,3,7,46.89439,-53.3997,C,C,55.94264,1,F,79.27047,Yes,2008-12-17,BasicMaterials,ForestProducts,PaperAndPaperProducts,XLB,WOOD,WOOD,2.82E+06,CLW,CLW U8JOSZGR4OKL,CLW.BenzingaNews U8JOSZGR4OKK
VRTS U8ZFYHBGCR51,VRTS U8ZFYHBGCR51,VRTS,NAS,Virtus Inv,VRTS,0C000011UP,Virtus Investment Partners Inc,225.65,59863,1.58E+09,3,7,69.61099,-2.09013,C,B,45.04005,1,C,63.35131,Yes,2009-01-02,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,1.35E+07,VRTS,VRTS U8ZFYHBGCR51,VRTS.BenzingaNews U8ZFYHBGCR50
AGI UA4SQEOJKFVP,AGI UA4SQEOJKFVP,AGI,TSE,Alamos Gold,AGI,0C00000IBH,Alamos Gold Inc,13.88,3869277,5.39E+09,0,6,241.29587,150.015,A,C,53.88038,1,D,35.37826,Yes,2009-02-13,BasicMaterials,MetalsAndMining,Gold,XLB,XME,GLD,5.37E+07,AGI,AGI UA4SQEOJKFVP,AGI.BenzingaNews UA4SQEOJKFVO
ORRF UC5NTBR189R9,ORRF UC5NTBR189R9,ORRF,NAS,Orrstown Finl Servs,ORRF,0C00000C1K,Orrstown Financial Services Inc,28.85,118627,3.00E+08,3,7,71.20522,-101.57339,C,B,48.24847,1,C,66.20768,Yes,2009-04-28,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,3.42E+06,ORRF,ORRF UC5NTBR189R9,ORRF.BenzingaNews UC5NTBR189R8
GOV UD53WOX3ZFJ9,GOV UD53WOX3ZFJ9,OPI,NAS,Office Props IT,OPI,0C000018Y6,Office Properties Income Trust,6.79,1653303,3.25E+08,4,7,-114.8754,-96.40535,D,D,41.18409,1,F,100.23598,Yes,2009-06-03,RealEstate,REITs,REITOffice,XLRE,VNQ,IYR,1.12E+07,GOV,GOV UD53WOX3ZFJ9,GOV.BenzingaNews UD53WOX3ZFJ8
IVR UDRR6UBZQS85,IVR UDRR6UBZQS85,IVR,NYS,Invesco Mortgage Capital,IVR,0C000014KR,Invesco Mortgage Capital Inc,9.07,2189344,4.41E+08,3,7,-123.22433,-76.52149,D,D,25.33736,1,F,86.23297,Yes,2009-06-26,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,1.99E+07,IVR,IVR UDRR6UBZQS85,IVR.BenzingaNews UDRR6UBZQS84
GSM UEP8E0RQCFOL,GSM UEP8E0RQCFOL,GSM,NAS,Ferroglobe,GSM,0C0000B1QG,Ferroglobe PLC,6.57,1398742,1.21E+09,0,8,138.80483,-21.17253,C,C,71.96071,1,F,74.99171,Yes,2009-07-30,BasicMaterials,MetalsAndMining,OtherIndustrialMetalsAndMining,XLB,XME,XME,9.19E+06,GSM,GSM UEP8E0RQCFOL,GSM.BenzingaNews UEP8E0RQCFOK
PMT UEP8E0RQCFOL,PMT UEP8E0RQCFOL,PMT,NYS,PennyMac Mortgage,PMT,0C000035U3,PennyMac Mortgage Investment Trust,15.46,979765,1.31E+09,3,8,161.3891,-10.8484,D,F,73.95003,1,D,71.99368,Yes,2009-07-30,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,1.51E+07,PMT,PMT UEP8E0RQCFOL,PMT.BenzingaNews UEP8E0RQCFOK
AVGO UEW4IOBWVPT1,AVGO UEW4IOBWVPT1,AVGO,NAS,Broadcom,AVGO,0C000017Q5,Broadcom Inc,1100.338248,6391745,5.29E+11,3,2,199.14941,337.55741,A,C,52.84715,3,A,48.21704,Yes,2009-08-06,Technology,Semiconductors,Semiconductors,XLK,SOXX,XSD,7.03E+09,AVGO,AVGO UEW4IOBWVPT1,AVGO.BenzingaNews UEW4IOBWVPT0
STWD UF2178IXC8RP,STWD UF2178IXC8RP,STWD,NYS,Starwood Prop Trust,STWD,0C00003GK3,Starwood Property Trust Inc,21.72,5089222,6.77E+09,3,7,-4.21974,84.37622,D,C,25.54193,1,C,60.15743,Yes,2009-08-12,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,1.11E+08,STWD,STWD UF2178IXC8RP,STWD.BenzingaNews UF2178IXC8RO
ARI UG8DF996MOO5,ARI UG8DF996MOO5,ARI,NYS,Apollo Comml Real Est,ARI,0C00003GI3,Apollo Commercial Real Estate Finance Inc,12.33,1422433,1.71E+09,3,7,-33.43677,2.65736,C,C,29.79615,1,C,70.86372,Yes,2009-09-24,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,1.75E+07,ARI,ARI UG8DF996MOO5,ARI.BenzingaNews UG8DF996MOO4
SEM UG9CVCMCPFTX,SEM UG9CVCMCPFTX,SEM,NYS,Select Medical Hldgs,SEM,0C0000156N,Select Medical Holdings Corp,24.94,718221,3.04E+09,7,8,109.46437,40.58588,C,C,56.81419,2,C,66.32452,Yes,2009-09-25,Healthcare,HealthcareProvidersAndServices,MedicalCareFacilities,XLV,IHF,IHF,1.79E+07,SEM,SEM UG9CVCMCPFTX,SEM.BenzingaNews UG9CVCMCPFTW
VRSK UGL68H0DMHR9,VRSK UGL68H0DMHR9,VRSK,NAS,Verisk Analytics,VRSK,0C00003JBA,Verisk Analytics Inc,235.43,1754086,3.41E+10,7,5,185.09694,183.71201,A,C,40.98326,3,A,32.2188,Yes,2009-10-07,Industrials,BusinessServices,ConsultingServices,XLI,IYC,IYC,4.13E+08,VRSK,VRSK UGL68H0DMHR9,VRSK.BenzingaNews UGL68H0DMHR8
ADUS UH5UMFOX8C4L,ADUS UH5UMFOX8C4L,ADUS,NAS,Addus HomeCare,ADUS,0C00003GMJ,Addus HomeCare Corp,95.98,94333,1.50E+09,1,8,192.64666,-1.2444,B,C,53.29395,2,C,44.43491,Yes,2009-10-28,Healthcare,HealthcareProvidersAndServices,MedicalCareFacilities,XLV,IHF,IHF,9.05E+06,ADUS,ADUS UH5UMFOX8C4L,ADUS.BenzingaNews UH5UMFOX8C4K
TWO UH6U2J23B3AD,TWO UH6U2J23B3AD,TWO,NYS,Two Harbors Inv,TWO,0C00000WIM,Two Harbors Investment Corp,14.37,1750697,1.38E+09,3,7,-117.6415,-4.94366,C,F,12.62246,1,F,72.28519,Yes,2009-10-29,RealEstate,REITs,REITMortgage,XLRE,VNQ,MORT,2.52E+07,TWO,TWO UH6U2J23B3AD,TWO.BenzingaNews UH6U2J23B3AC
H UHDQ76M9UDET,H UHDQ76M9UDET,H,NYS,Hyatt Hotels,H,0C00003GSX,Hyatt Hotels Corp,130.37,1123616,1.35E+10,3,5,120.53468,121.13181,B,C,31.34295,1,D,38.59596,Yes,2009-11-05,ConsumerCyclical,TravelAndLeisure,Lodging,XLY,PEJ,PEJ,1.46E+08,H,H UHDQ76M9UDET,H.BenzingaNews UHDQ76M9UDES
DG UHLLRXJMGEP1,DG UHLLRXJMGEP1,DG,NYS,Dollar Gen,DG,0C00000AZR,Dollar General Corp,131.02,4356806,2.85E+10,2,4,63.06153,172.12375,C,B,34.40218,2,A,55.91391,Yes,2009-11-13,ConsumerDefensive,RetailDefensive,DiscountStores,XLP,XLP,XRT,5.71E+08,DG,DG UHLLRXJMGEP1,DG.BenzingaNews UHLLRXJMGEP0
FTNT UHQJ0EDGU6HX,FTNT UHQJ0EDGU6HX,FTNT,NAS,Fortinet,FTNT,0C00003GZS,Fortinet Inc,57.05,8926173,4.44E+10,1,6,253.99836,193.8706,B,B,59.89729,3,A,34.03884,Yes,2009-11-18,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,5.09E+08,FTNT,FTNT UHQJ0EDGU6HX,FTNT.BenzingaNews UHQJ0EDGU6HW
LEA UHSHWL3SZOTH,LEA UHSHWL3SZOTH,LEA,NYS,Lear,LEA,0C0000082B,Lear Corp,138.49,923633,8.00E+09,3,8,124.34158,97.83504,B,C,64.67696,1,D,70.90192,Yes,2009-11-20,ConsumerCyclical,VehiclesAndParts,AutoParts,XLY,CARZ,CARZ,1.28E+08,LEA,LEA UHSHWL3SZOTH,LEA.BenzingaNews UHSHWL3SZOTG
STK UHXF51XNDGMD,STK UHXF51XNDGMD,STK,NYS,Columbia Seligman,STK,0C000091NZ,Columbia Seligman Premium Technology Growth Fund Inc,31.1331,32446,5.15E+08,3,0,NaN,NaN,None,None,NaN,1,D,NaN,Yes,2009-11-25,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,1.01E+06,STK,STK UHXF51XNDGMD,STK.BenzingaNews UHXF51XNDGMC
CVE UIB7ED20G0V9,CVE UIB7ED20G0V9,CVE,TSE,Cenovus Energy,CVE,0C000049QY,Cenovus Energy Inc,16.72,19433892,3.05E+10,5,2,128.63466,236.82323,B,B,75.61382,3,B,76.80451,Yes,2009-12-09,Energy,OilAndGas,OilAndGasIntegrated,XLE,XLE,XLE,3.25E+08,CVE,CVE UIB7ED20G0V9,CVE.BenzingaNews UIB7ED20G0V8
PEB UIB7ED20G0V9,PEB UIB7ED20G0V9,PEB,NYS,Pebblebrook Hotel,PEB,0C000049X3,Pebblebrook Hotel Trust,14.73,3049765,1.74E+09,5,7,93.87862,3.14965,C,D,52.41909,1,F,65.37127,Yes,2009-12-09,RealEstate,REITs,REITHotelAndMotel,XLRE,VNQ,IYR,4.49E+07,PEB,PEB UIB7ED20G0V9,PEB.BenzingaNews UIB7ED20G0V8
KAR UID6AJSCLJ6T,KAR UID6AJSCLJ6T,KAR,NYS,Openlane,KAR,0C000026QZ,Openlane Inc,14.98,1380927,1.58E+09,3,9,235.97279,5.8568,C,D,73.761,1,D,55.33414,Yes,2009-12-11,ConsumerCyclical,VehiclesAndParts,AutoAndTruckDealerships,XLY,CARZ,CARZ,2.07E+07,KAR,KAR UID6AJSCLJ6T,KAR.BenzingaNews UID6AJSCLJ6S
PPC UIUWC8DDZ42T,PPC UIUWC8DDZ42T,PPC,NAS,Pilgrims Pride,PPC,0C00000C8T,Pilgrims Pride Corp,26.42,910600,6.15E+09,1,7,22.74492,82.34061,B,B,32.19046,2,C,60.85129,Yes,2009-12-29,ConsumerDefensive,ConsumerPackagedGoods,PackagedFoods,XLP,KXI,PBJ,2.41E+07,PPC,PPC UIUWC8DDZ42T,PPC.BenzingaNews UIUWC8DDZ42S
IRWD UJUCFLJGQ9UT,IRWD UJUCFLJGQ9UT,IRWD,NAS,Ironwood Pharmaceuticals,IRWD,0C00004ACN,Ironwood Pharmaceuticals Inc,11.45,4994392,1.74E+09,7,9,200.33292,3.23731,B,D,60.77518,2,F,50.21877,Yes,2010-02-03,Healthcare,DrugManufacturers,DrugManufacturersSpecialtyAndGeneric,XLV,PJP,PJP,5.72E+07,IRWD,IRWD UJUCFLJGQ9UT,IRWD.BenzingaNews UJUCFLJGQ9US
SLRC UK0945QH6STH,SLRC UK0945QH6STH,SLRC,NAS,SLR Inv,SLRC,0C000021DO,SLR Investment Corp,15.12,569116,8.23E+08,6,8,165.87626,-33.2816,B,D,73.90601,1,D,70.95876,Yes,2010-02-09,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,8.61E+06,SLRC,SLRC UK0945QH6STH,SLRC.BenzingaNews UK0945QH6STG
PDM UK18K93N9JZ9,PDM UK18K93N9JZ9,PDM,NYS,Piedmont Office Realty,PDM,0C000035EA,Piedmont Office Realty Trust Inc,7.5,1638298,9.06E+08,5,7,-19.99843,-36.66195,C,C,39.97892,1,D,78.07888,Yes,2010-02-10,RealEstate,REITs,REITOffice,XLRE,VNQ,IYR,1.23E+07,PDM,PDM UK18K93N9JZ9,PDM.BenzingaNews UK18K93N9JZ8
TRNO UK18K93N9JZ9,TRNO UK18K93N9JZ9,TRNO,NYS,Terreno Realty,TRNO,0C00004A2S,Terreno Realty Corp,61.75,2165838,5.33E+09,5,9,205.51585,69.75364,A,C,50.93664,1,C,39.23566,Yes,2010-02-10,RealEstate,REITs,REITIndustrial,XLRE,VNQ,IYR,1.34E+08,TRNO,TRNO UK18K93N9JZ9,TRNO.BenzingaNews UK18K93N9JZ8
GNRC UK280CGTCB51,GNRC UK280CGTCB51,GNRC,NYS,Generac Hldgs,GNRC,0C000049WR,Generac Holdings Inc,129.06,2140212,7.88E+09,3,8,157.04739,91.9956,C,B,45.22744,3,D,44.22989,Yes,2010-02-11,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,2.76E+08,GNRC,GNRC UK280CGTCB51,GNRC.BenzingaNews UK280CGTCB50
QNST UK280CGTCB51,QNST UK280CGTCB51,QNST,NAS,QuinStreet,QNST,0C00004ACP,QuinStreet Inc,12.99,531320,7.07E+08,4,7,84.67618,-48.76127,B,C,19.8021,3,D,34.78647,Yes,2010-02-11,CommunicationServices,MediaDiversified,AdvertisingAgencies,XLC,XLC,XLC,6.90E+06,QNST,QNST UK280CGTCB51,QNST.BenzingaNews UK280CGTCB50
ST UKTSIYPJHFMT,ST UKTSIYPJHFMT,ST,NYS,Sensata Technologies,ST,0C00004AHY,Sensata Technologies Holding PLC,36.59,2609381,5.46E+09,0,7,83.95247,70.47453,B,C,49.58301,3,D,64.72721,Yes,2010-03-11,Technology,Hardware,ScientificAndTechnicalInstruments,XLK,VGT,XSD,9.55E+07,ST,ST UKTSIYPJHFMT,ST.BenzingaNews UKTSIYPJHFMS
SPB UL0ONM9Q0PR9,SPB UL0ONM9Q0PR9,SPB,NYS,Spectrum Brands Holdings,SPB,0C000009S3,Spectrum Brands Holdings Inc,78.92,1191717,2.80E+09,2,8,187.28895,29.46288,C,C,66.80303,2,A,59.12716,Yes,2010-03-18,ConsumerDefensive,ConsumerPackagedGoods,HouseholdAndPersonalProducts,XLP,KXI,XLP,9.41E+07,SPB,SPB UL0ONM9Q0PR9,SPB.BenzingaNews UL0ONM9Q0PR8
CALX UL6LC6GQH8PX,CALX UL6LC6GQH8PX,CALX,NYS,Calix,CALX,0C00003MC2,Calix Inc,43.39,828150,2.83E+09,8,9,272.35361,32.56339,B,C,66.276,3,B,39.81506,Yes,2010-03-24,Technology,Software,SoftwareApplication,XLK,IGV,IGV,3.59E+07,CALX,CALX UL6LC6GQH8PX,CALX.BenzingaNews UL6LC6GQH8PW
FIBK UL6LC6GQH8PX,FIBK UL6LC6GQH8PX,FIBK,NAS,First Interstate BancSys,FIBK,0C00003PQI,First Interstate BancSystem Inc,32.14,1316544,3.33E+09,6,7,27.35214,36.94604,C,C,37.74724,1,D,65.39064,Yes,2010-03-24,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,4.23E+07,FIBK,FIBK UL6LC6GQH8PX,FIBK.BenzingaNews UL6LC6GQH8PW
MXL UL6LC6GQH8PX,MXL UL6LC6GQH8PX,MXL,NAS,MaxLinear,MXL,0C00004A10,MaxLinear Inc,22.01,1320779,1.77E+09,3,7,99.67887,2.78495,C,B,31.32566,3,F,42.99695,Yes,2010-03-24,Technology,Semiconductors,Semiconductors,XLK,SOXX,XSD,2.91E+07,MXL,MXL UL6LC6GQH8PX,MXL.BenzingaNews UL6LC6GQH8PW
STNG ULDHGU0X0IUD,STNG ULDHGU0X0IUD,STNG,NYS,Scorpio Tankers,STNG,0C00004HM2,Scorpio Tankers Inc,55.97,757462,3.12E+09,0,5,152.87487,109.47855,C,C,83.49822,3,B,82.86997,Yes,2010-03-31,Energy,OilAndGas,OilAndGasMidstream,XLE,XLE,AMLP,4.24E+07,STNG,STNG ULDHGU0X0IUD,STNG.BenzingaNews ULDHGU0X0IUC
SSNC ULDHGU0X0IUD,SSNC ULDHGU0X0IUD,SSNC,NAS,SS&C Techs Hldgs,SSNC,0C000014KS,SS&C Technologies Holdings Inc,60.62,1978669,1.49E+10,2,4,80.91172,130.76866,B,C,41.37788,3,C,58.46109,Yes,2010-03-31,Technology,Software,SoftwareApplication,XLK,IGV,IGV,1.20E+08,SSNC,SSNC ULDHGU0X0IUD,SSNC.BenzingaNews ULDHGU0X0IUC
PRI ULEGWXE33A05,PRI ULEGWXE33A05,PRI,NYS,Primerica,PRI,0C00004A1X,Primerica Inc,208.67,181770,7.24E+09,7,8,174.85539,93.39914,B,B,54.9778,1,C,50.04766,Yes,2010-04-01,FinancialServices,Insurance,InsuranceLife,XLF,KIE,KIE,3.79E+07,PRI,PRI ULEGWXE33A05,PRI.BenzingaNews ULEGWXE33A04
GBDC ULS968IG5U91,GBDC ULS968IG5U91,GBDC,NAS,Golub Capital BDC,GBDC,0C00004IM9,Golub Capital BDC Inc,15,1375487,2.55E+09,6,7,59.28816,32.04975,A,B,51.20611,1,B,71.797,Yes,2010-04-15,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,2.06E+07,GBDC,GBDC ULS968IG5U91,GBDC.BenzingaNews ULS968IG5U90
CLDT ULT8MBVM8LET,CLDT ULT8MBVM8LET,CLDT,NYS,Chatham Lodging,CLDT,0C000049Z6,Chatham Lodging Trust,10.98,370073,5.17E+08,5,9,227.47314,-63.99954,C,D,69.15252,1,F,52.60266,Yes,2010-04-16,RealEstate,REITs,REITHotelAndMotel,XLRE,VNQ,IYR,4.06E+06,CLDT,CLDT ULT8MBVM8LET,CLDT.BenzingaNews ULT8MBVM8LES
SPSC ULZ5AW2MP4DH,SPSC ULZ5AW2MP4DH,SPSC,NAS,SPS Commerce,SPSC,0C00004APQ,SPS Commerce Inc,183.22,176090,6.77E+09,1,9,277.68186,84.99061,A,B,58.57422,3,C,30.93663,Yes,2010-04-22,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,3.23E+07,SPSC,SPSC ULZ5AW2MP4DH,SPSC.BenzingaNews ULZ5AW2MP4DG
AOSL UM61FJMT8EHX,AOSL UM61FJMT8EHX,AOSL,NAS,Alpha & Omega,AOSL,0C00004IAI,Alpha & Omega Semiconductor Ltd,25.42,187330,6.91E+08,0,8,126.46268,87.39815,C,C,49.21623,3,B,54.217,Yes,2010-04-29,Technology,Semiconductors,Semiconductors,XLK,SOXX,XSD,4.76E+06,AOSL,AOSL UM61FJMT8EHX,AOSL.BenzingaNews UM61FJMT8EHW
