accession_8k,ticker,oracle_source,oracle_fy,oracle_q,warm_start,latest_per_ticker,outcome,fy,q,source,correct
0000950170-23-025324,NTAP,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-23-044130,NTAP,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-23-066400,NTAP,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-24-023060,NTAP,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-24-066567,NTAP,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-24-101383,NTAP,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-24-129714,NTAP,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-25-029022,NTAP,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,rule_f_advance_xbrl,true
0000950170-25-078936,NTAP,GT,2025,Q4,true,false,AUTO_OK,2025,Q4,rule_f_advance_xbrl,true
0001193125-26-076545,NTAP,GT,2026,Q3,true,true,FAIL_CLOSED,,,rule_f_fail_closed_fy_disagreement,false
0000950170-23-000179,NTLA,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000950170-23-003940,NTLA,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000950170-23-017472,NTLA,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-23-037597,NTLA,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-23-061539,NTLA,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-24-002438,NTLA,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-24-018436,NTLA,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-24-056286,NTLA,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-24-093339,NTLA,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-24-122810,NTLA,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-25-004080,NTLA,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-25-028373,NTLA,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-25-066403,NTLA,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-25-104574,NTLA,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001193125-25-269479,NTLA,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-26-073456,NTLA,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001157523-23-000398,NTNX,GT,2023,Q2,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001157523-23-000905,NTNX,GT,2023,Q3,true,false,AUTO_OK,2023,Q2,rule_g_strict_direct_recent_prior_calendar,false
0001157523-23-001386,NTNX,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001157523-23-001783,NTNX,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-24-022061,NTNX,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-24-065921,NTNX,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-24-101375,NTNX,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001171843-25-001089,NTNX,GT,2025,Q2,true,false,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,false
0001171843-25-003493,NTNX,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001171843-25-005613,NTNX,GT,2025,Q4,true,false,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001171843-26-001101,NTNX,GT,2026,Q2,true,true,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,false
0001104659-23-026715,NTRA,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001104659-23-057710,NTRA,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001104659-23-087265,NTRA,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0001104659-23-115735,NTRA,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001104659-24-002451,NTRA,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001104659-24-028724,NTRA,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001104659-24-059333,NTRA,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001104659-24-087273,NTRA,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001104659-24-116777,NTRA,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001104659-25-002846,NTRA,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001104659-25-018223,NTRA,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001104659-25-046121,NTRA,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001104659-25-075189,NTRA,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001104659-25-107727,NTRA,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001104659-26-002861,NTRA,GT,2025,Q4,true,false,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001104659-26-020482,NTRA,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000073124-23-000018,NTRS,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000073124-23-000099,NTRS,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000073124-23-000155,NTRS,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000073124-23-000181,NTRS,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000073124-24-000017,NTRS,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000073124-24-000122,NTRS,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000073124-24-000203,NTRS,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000073124-24-000251,NTRS,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000073124-25-000023,NTRS,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000073124-25-000156,NTRS,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000073124-25-000229,NTRS,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0000073124-25-000244,NTRS,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0000073124-26-000005,NTRS,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001193125-23-015947,NUE,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001193125-23-107856,NUE,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001193125-23-260894,NUE,GT,2023,Q3,true,false,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,false
0001193125-24-018332,NUE,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001193125-24-105065,NUE,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001193125-24-182285,NUE,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001193125-24-240514,NUE,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-25-013459,NUE,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001193125-25-100774,NUE,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001193125-25-166550,NUE,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001193125-25-251721,NUE,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-26-022733,NUE,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001645113-23-000006,NVCR,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001645113-23-000022,NVCR,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001645113-24-000003,NVCR,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001645113-24-000014,NVCR,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001645113-24-000018,NVCR,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001645113-25-000001,NVCR,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001645113-25-000043,NVCR,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001645113-26-000003,NVCR,GT,2025,Q4,true,false,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001645113-26-000018,NVCR,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001045810-23-000014,NVDA,GT,2023,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001045810-23-000087,NVDA,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001045810-23-000171,NVDA,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001045810-23-000225,NVDA,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001045810-24-000028,NVDA,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001045810-24-000113,NVDA,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001045810-24-000262,NVDA,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001045810-24-000315,NVDA,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001045810-25-000021,NVDA,GT,2025,Q4,true,false,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001045810-25-000115,NVDA,GT,2026,Q1,true,false,AUTO_OK,2026,Q1,prior_periodic_projection_q4_to_q1,true
0001045810-25-000207,NVDA,GT,2026,Q2,true,false,AUTO_OK,2026,Q2,prior_periodic_projection_q1_to_q2,true
0001045810-25-000228,NVDA,GT,2026,Q3,true,false,AUTO_OK,2026,Q3,prior_periodic_projection_q2_to_q3,true
0001045810-26-000019,NVDA,GT,2026,Q4,true,true,AUTO_OK,2026,Q4,prior_periodic_projection_q3_to_q4,true
0001628280-23-004845,NVEE,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001628280-23-015740,NVEE,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001628280-23-028616,NVEE,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0001628280-23-036413,NVEE,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001628280-24-006348,NVEE,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001628280-24-021684,NVEE,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001628280-24-046312,NVEE,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001628280-25-006749,NVEE,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001628280-25-021530,NVEE,GT,2025,Q1,true,true,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001720635-23-000004,NVT,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001720635-23-000019,NVT,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001720635-23-000027,NVT,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001720635-23-000042,NVT,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0001720635-23-000055,NVT,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001720635-24-000006,NVT,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001720635-24-000019,NVT,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001720635-24-000046,NVT,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001720635-24-000057,NVT,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001720635-25-000012,NVT,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001720635-25-000029,NVT,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001628280-25-037127,NVT,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001628280-25-047661,NVT,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001628280-26-005930,NVT,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000814453-23-000016,NWL,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000814453-23-000018,NWL,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000814453-23-000066,NWL,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000814453-23-000135,NWL,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000814453-23-000143,NWL,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000814453-24-000013,NWL,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000814453-24-000053,NWL,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000814453-24-000102,NWL,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000814453-24-000111,NWL,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000814453-25-000003,NWL,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000814453-25-000047,NWL,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000814453-25-000095,NWL,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0000814453-25-000104,NWL,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0000814453-26-000004,NWL,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001413447-23-000002,NXPI,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001413447-23-000057,NXPI,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0001413447-23-000105,NXPI,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001413447-24-000008,NXPI,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001413447-24-000087,NXPI,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001413447-25-000009,NXPI,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001413447-25-000027,NXPI,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001413447-25-000103,NXPI,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001413447-25-000118,NXPI,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001413447-26-000003,NXPI,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-23-004859,NXST,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000950170-23-019124,NXST,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-23-039342,NXST,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-23-060670,NXST,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-24-021647,NXST,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001193125-24-134753,NXST,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001193125-24-196469,NXST,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-24-122781,NXST,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-25-028342,NXST,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-25-066362,NXST,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001142417-25-000004,NXST,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001193125-25-268039,NXST,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-26-073384,NXST,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000071691-23-000003,NYT,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000071691-23-000014,NYT,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000071691-23-000020,NYT,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000071691-23-000032,NYT,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000071691-24-000027,NYT,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000071691-24-000103,NYT,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000071691-24-000130,NYT,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000071691-24-000158,NYT,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000071691-25-000021,NYT,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000071691-25-000098,NYT,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000071691-25-000117,NYT,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0000071691-25-000124,NYT,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0000071691-26-000008,NYT,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000726728-23-000038,O,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000726728-23-000064,O,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000726728-23-000103,O,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000726728-23-000111,O,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000726728-24-000040,O,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000726728-24-000072,O,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000726728-24-000114,O,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000726728-24-000127,O,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000726728-25-000049,O,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000726728-25-000093,O,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000726728-25-000129,O,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0000726728-25-000146,O,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0000726728-26-000009,O,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0001370946-23-000008,OC,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001370946-23-000021,OC,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001370946-23-000031,OC,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0001370946-23-000047,OC,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001370946-24-000044,OC,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001370946-24-000127,OC,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0001370946-24-000181,OC,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0001370946-24-000237,OC,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0001370946-25-000076,OC,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001370946-25-000171,OC,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0001370946-25-000203,OC,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001370946-25-000239,OC,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001370946-26-000066,OC,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-23-001533,ODFL,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0000950170-23-014592,ODFL,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-23-034576,ODFL,GT,2023,Q2,true,false,AUTO_OK,2023,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-23-055015,ODFL,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-24-009181,ODFL,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-24-047274,ODFL,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-24-085869,ODFL,GT,2024,Q2,true,false,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,true
0000950170-24-116488,ODFL,GT,2024,Q3,true,false,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,true
0000950170-25-014174,ODFL,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-25-056982,ODFL,GT,2025,Q1,true,false,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,true
0000950170-25-099899,ODFL,GT,2025,Q2,true,false,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,true
0001193125-25-255040,ODFL,GT,2025,Q3,true,false,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,true
0001193125-26-036791,ODFL,GT,2025,Q4,true,true,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,true
0000950170-23-017339,OGE,GT,2023,Q1,true,false,FAIL_CLOSED,,,rule_g_fail_closed_no_prev_short_gap_calendar,false
0000950170-25-022563,OGE,GT,2024,Q4,true,false,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,true
0001587732-23-000003,OGS,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001587732-23-000012,OGS,GT,2022,Q4,false,false,FAIL_CLOSED,,,prior_periodic_projection_no_prior,false
0001587732-23-000027,OGS,GT,2023,Q1,true,false,AUTO_OK,2023,Q1,prior_periodic_projection_q4_to_q1,true
0001587732-23-000052,OGS,GT,2023,Q3,true,false,AUTO_OK,2023,Q3,prior_periodic_projection_q2_to_q3,true
0001587732-24-000003,OGS,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001587732-24-000010,OGS,GT,2023,Q4,true,false,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,true
0001587732-24-000032,OGS,GT,2024,Q1,true,false,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,true
