accession_8k,ticker,filed_8k,period_of_report,fye_month,fy_xbrl,q_xbrl,fy_math,q_math,agreement,matched_accession_periodic,periodic_created,form_type_periodic,reason
0001104659-23-057516,QURE,2023-05-09T09:03:32-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-086393,QURE,2023-08-01T16:30:32-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-24-028484,QURE,2024-02-28T08:00:33-05:00,,12,,,,,,,,,not_same_event_periodic
0001558370-24-006916,QURE,2024-05-07T08:03:45-04:00,,12,,,,,,,,,not_same_event_periodic
0001558370-24-010529,QURE,2024-08-01T07:51:41-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-26-040661,REGN,2026-04-08T07:05:58-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-221406,RGEN,2024-09-18T16:21:31-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-25-268101,RGNX,2025-11-06T07:38:27-05:00,,12,,,,,,,,,not_same_event_periodic
0001558370-23-010460,RH,2023-05-25T16:07:51-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0001558370-23-010531,2023-05-26T16:06:24-04:00,10-Q,xbrl_math_disagree
0001558370-23-015550,RH,2023-09-07T16:10:23-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0001558370-23-015560,2023-09-07T17:17:23-04:00,10-Q,xbrl_math_disagree
0001558370-23-019626,RH,2023-12-07T16:12:23-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0001558370-23-019631,2023-12-07T17:00:51-05:00,10-Q,xbrl_math_disagree
0001558370-24-009144,RH,2024-06-13T16:51:12-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0001558370-24-009145,2024-06-13T17:05:53-04:00,10-Q,xbrl_math_disagree
0001558370-24-012764,RH,2024-09-12T16:11:10-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0001558370-24-012768,2024-09-12T17:00:39-04:00,10-Q,xbrl_math_disagree
0001558370-24-016181,RH,2024-12-12T16:09:19-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0001558370-24-016185,2024-12-12T16:51:55-05:00,10-Q,xbrl_math_disagree
0001558370-25-004324,RH,2025-04-02T16:22:00-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0001558370-25-004329,2025-04-02T16:59:08-04:00,10-K,denylist
0001558370-25-008566,RH,2025-06-12T16:19:55-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0001558370-25-008578,2025-06-12T17:20:34-04:00,10-Q,xbrl_math_disagree
0001558370-25-012006,RH,2025-09-11T16:18:57-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0001558370-25-012015,2025-09-11T17:15:35-04:00,10-Q,xbrl_math_disagree
0001104659-25-120343,RH,2025-12-11T16:46:42-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0001104659-25-120354,2025-12-11T17:20:34-05:00,10-Q,xbrl_math_disagree
0001104659-26-037775,RH,2026-03-31T16:20:45-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001104659-26-037992,2026-03-31T18:58:16-04:00,10-K,xbrl_math_disagree
0001874178-23-000059,RIVN,2023-11-07T16:03:59-05:00,,12,,,,,,,,,not_same_event_periodic
0000720005-26-000046,RJF,2026-04-22T16:17:24-04:00,,9,,,,,,,,,not_same_event_periodic
0000882835-26-000015,ROP,2026-04-23T07:02:07-04:00,,12,,,,,,,,,not_same_event_periodic
0000745732-23-000004,ROST,2023-02-28T16:06:50-05:00,2023-01-28,1,2022,Q4,2023,Q4,false,0000745732-23-000013,2023-03-27T17:46:00-04:00,10-K,xbrl_math_disagree
0000745732-23-000031,ROST,2023-05-18T16:02:41-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0000745732-23-000040,2023-06-06T17:39:33-04:00,10-Q,xbrl_math_disagree
0000745732-23-000048,ROST,2023-08-17T16:02:48-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0000745732-23-000059,2023-09-05T17:38:15-04:00,10-Q,xbrl_math_disagree
0000745732-23-000068,ROST,2023-11-16T16:02:31-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0000745732-23-000072,2023-12-05T17:39:39-05:00,10-Q,xbrl_math_disagree
0000745732-24-000006,ROST,2024-03-05T16:03:03-05:00,2024-02-03,1,2023,Q4,2024,Q4,false,0000745732-24-000009,2024-04-01T17:40:06-04:00,10-K,xbrl_math_disagree
0000745732-24-000022,ROST,2024-05-23T16:04:06-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0000745732-24-000035,2024-06-11T17:44:19-04:00,10-Q,xbrl_math_disagree
0000745732-24-000041,ROST,2024-08-22T16:02:21-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0000745732-24-000050,2024-09-10T17:40:54-04:00,10-Q,xbrl_math_disagree
0000745732-24-000059,ROST,2024-11-21T16:04:02-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0000745732-24-000062,2024-12-10T17:44:14-05:00,10-Q,xbrl_math_disagree
0000745732-25-000007,ROST,2025-03-04T16:04:11-05:00,2025-02-01,1,2024,Q4,2025,Q4,false,0000745732-25-000010,2025-03-31T17:41:13-04:00,10-K,xbrl_math_disagree
0000745732-25-000022,ROST,2025-05-22T16:02:34-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0000745732-25-000031,2025-06-10T17:36:17-04:00,10-Q,xbrl_math_disagree
0000745732-25-000047,ROST,2025-08-21T16:03:30-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0000745732-25-000052,2025-09-09T17:39:29-04:00,10-Q,xbrl_math_disagree
0000745732-25-000055,ROST,2025-11-20T16:03:03-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0000745732-25-000061,2025-12-09T17:38:50-05:00,10-Q,xbrl_math_disagree
0000745732-26-000003,ROST,2026-03-03T16:03:09-05:00,2026-01-31,1,2025,Q4,2026,Q4,false,0000745732-26-000006,2026-03-30T18:02:45-04:00,10-K,xbrl_math_disagree
0001583708-24-000076,S,2024-08-27T16:16:08-04:00,,1,,,,,,,,,not_same_event_periodic
0001193125-26-174940,SLB,2026-04-24T07:15:29-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-26-025419,SLG,2026-04-16T13:43:26-04:00,,12,,,,,,,,,not_same_event_periodic
0000825542-26-000015,SMG,2026-02-20T16:08:31-05:00,,9,,,,,,,,,not_same_event_periodic
0000950103-23-015115,SMTC,2023-10-19T07:10:22-04:00,,1,,,,,,,,,not_same_event_periodic
0001193125-26-155861,SNAP,2026-04-15T06:01:34-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-24-044480,SSTK,2024-10-29T07:30:17-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-201709,STAA,2023-08-02T16:06:13-04:00,2023-06-30,12,2023,Q1,2023,Q2,false,0000950170-23-037163,2023-08-02T16:11:49-04:00,10-Q,xbrl_math_disagree
0000718937-26-000005,STAA,2026-03-03T16:05:29-05:00,,12,,,,,,,,,not_same_event_periodic
0000093751-26-000184,STT,2026-04-17T07:30:36-04:00,,12,,,,,,,,,not_same_event_periodic
0001137789-25-000148,STX,2025-07-29T16:14:34-04:00,2025-06-27,6,2027,Q4,2025,Q4,false,0001137789-25-000157,2025-08-01T16:14:38-04:00,10-K,proximity_rejected
0001137789-25-000150,STX,2025-07-29T20:48:39-04:00,2025-06-27,6,2027,Q4,2025,Q4,false,0001137789-25-000157,2025-08-01T16:14:38-04:00,10-K,proximity_rejected
0000950170-23-001707,SYNA,2023-02-02T16:17:51-05:00,2022-12-24,6,2022,Q2,2023,Q2,false,0000950170-23-001725,2023-02-02T17:05:20-05:00,10-Q,xbrl_math_disagree
0000950170-23-062067,SYNA,2023-11-09T16:13:59-05:00,2023-09-30,6,2023,Q1,2024,Q1,false,0000950170-23-062199,2023-11-09T16:56:44-05:00,10-Q,xbrl_math_disagree
0000950142-26-000899,SYY,2026-03-30T06:38:55-04:00,,6,,,,,,,,,not_same_event_periodic
0001260221-26-000033,TDG,2026-04-14T08:22:54-04:00,,9,,,,,,,,,not_same_event_periodic
0001094285-26-000024,TDY,2026-04-22T07:04:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001558370-24-016324,TEL,2024-12-17T14:30:10-05:00,,9,,,,,,,,,not_same_event_periodic
0000097216-23-000014,TEX,2023-02-13T15:28:15-05:00,,12,,,,,,,,,not_same_event_periodic
0000097216-23-000138,TEX,2023-05-03T09:57:04-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-23-000181,TEX,2023-08-04T11:44:45-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-23-000203,TEX,2023-10-31T10:17:55-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-24-000015,TEX,2024-02-13T11:53:08-05:00,,12,,,,,,,,,not_same_event_periodic
0000097216-24-000101,TEX,2024-04-29T16:56:04-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-24-000135,TEX,2024-08-02T14:56:07-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-24-000156,TEX,2024-11-01T14:39:11-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-25-000013,TEX,2025-02-07T16:41:25-05:00,,12,,,,,,,,,not_same_event_periodic
0000097216-25-000097,TEX,2025-05-05T17:07:20-04:00,,12,,,,,,,,,not_same_event_periodic
0000097216-25-000139,TEX,2025-08-04T13:08:34-04:00,,12,,,,,,,,,not_same_event_periodic
0000097745-26-000086,TMO,2026-04-23T06:03:39-04:00,,12,,,,,,,,,not_same_event_periodic
0001438133-23-000032,TNDM,2023-02-22T16:20:57-05:00,,12,,,,,,,,,not_same_event_periodic
0000794170-26-000050,TOL,2026-02-17T16:49:49-05:00,,10,,,,,,,,,not_same_event_periodic
0000950170-23-003561,TRGP,2023-02-22T06:15:59-05:00,2022-12-31,12,2021,Q4,2022,Q4,false,0000950170-23-003797,2023-02-22T16:49:32-05:00,10-K,xbrl_math_disagree
0001552033-23-000024,TRU,2023-04-24T21:32:33-04:00,,12,,,,,,,,,not_same_event_periodic
0000916365-26-000020,TSCO,2026-04-21T06:59:07-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-23-004690,UHS,2023-02-27T16:51:21-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-021193,UHS,2024-02-27T16:20:33-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-25-028406,UHS,2025-02-27T08:45:09-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-073545,UHS,2026-02-26T08:15:25-05:00,,12,,,,,,,,,not_same_event_periodic
0001558370-23-003308,ULTA,2023-03-09T16:05:21-05:00,2023-01-28,1,2022,Q4,2023,Q4,false,0001558370-23-004581,2023-03-24T16:46:46-04:00,10-K,xbrl_math_disagree
0001558370-23-010462,ULTA,2023-05-25T16:10:19-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0001558370-23-010464,2023-05-25T16:13:31-04:00,10-Q,xbrl_math_disagree
0001558370-23-015251,ULTA,2023-08-24T16:08:32-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0001558370-23-015253,2023-08-24T16:11:23-04:00,10-Q,xbrl_math_disagree
0001558370-23-019391,ULTA,2023-11-30T16:08:15-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0001558370-23-019393,2023-11-30T16:10:30-05:00,10-Q,xbrl_math_disagree
0001558370-24-003233,ULTA,2024-03-14T16:07:13-04:00,2024-02-03,1,2023,Q4,2024,Q4,false,0001558370-24-003941,2024-03-26T16:02:48-04:00,10-K,xbrl_math_disagree
0001558370-24-008776,ULTA,2024-05-30T16:06:38-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0001558370-24-008777,2024-05-30T16:09:32-04:00,10-Q,xbrl_math_disagree
0001558370-24-012541,ULTA,2024-08-29T16:06:28-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0001558370-24-012542,2024-08-29T16:08:25-04:00,10-Q,xbrl_math_disagree
0001558370-24-016047,ULTA,2024-12-05T16:06:40-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0001558370-24-016048,2024-12-05T16:09:36-05:00,10-Q,xbrl_math_disagree
0001558370-25-002905,ULTA,2025-03-13T16:07:15-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0001558370-25-003810,2025-03-27T16:05:28-04:00,10-K,xbrl_math_disagree
0001558370-25-008242,ULTA,2025-05-29T16:07:11-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0001558370-25-008243,2025-05-29T16:08:34-04:00,10-Q,xbrl_math_disagree
0001558370-25-011803,ULTA,2025-08-28T16:07:22-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0001558370-25-011804,2025-08-28T16:09:10-04:00,10-Q,xbrl_math_disagree
0001104659-25-118457,ULTA,2025-12-04T16:07:38-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0001104659-25-118458,2025-12-04T16:09:51-05:00,10-Q,xbrl_math_disagree
0001104659-26-027061,ULTA,2026-03-12T16:07:33-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001104659-26-035243,2026-03-26T16:33:00-04:00,10-K,xbrl_math_disagree
0000731766-26-000121,UNH,2026-04-21T06:02:24-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-23-000012,URI,2023-01-25T16:27:52-05:00,,12,,,,,,,,,not_same_event_periodic
0001067701-23-000022,URI,2023-04-26T16:28:34-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-23-000034,URI,2023-07-26T16:43:15-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-23-000043,URI,2023-10-25T16:35:45-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-24-000009,URI,2024-01-24T16:29:18-05:00,,12,,,,,,,,,not_same_event_periodic
0001067701-24-000018,URI,2024-04-24T16:29:15-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-24-000030,URI,2024-07-24T16:26:44-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-24-000039,URI,2024-10-23T16:28:13-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-25-000009,URI,2025-01-29T16:25:19-05:00,,12,,,,,,,,,not_same_event_periodic
0001067701-25-000019,URI,2025-04-23T16:45:44-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-25-035758,URI,2025-07-23T16:43:56-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-25-000041,URI,2025-10-22T16:33:55-04:00,,12,,,,,,,,,not_same_event_periodic
0001067701-26-000009,URI,2026-01-28T16:37:22-05:00,,12,,,,,,,,,not_same_event_periodic
0001067701-26-000018,URI,2026-04-22T16:24:56-04:00,,12,,,,,,,,,not_same_event_periodic
0001665918-25-000138,USFD,2025-09-10T06:48:40-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-23-000007,UTHR,2023-02-22T06:06:32-05:00,,12,,,,,,,,,not_same_event_periodic
0001082554-23-000014,UTHR,2023-05-03T06:06:36-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-23-000024,UTHR,2023-08-02T06:05:07-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-23-000033,UTHR,2023-11-01T06:05:10-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-24-000007,UTHR,2024-02-21T06:05:40-05:00,,12,,,,,,,,,not_same_event_periodic
0001082554-24-000027,UTHR,2024-05-01T06:34:25-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-24-000037,UTHR,2024-07-31T06:33:24-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-24-000049,UTHR,2024-10-30T06:34:28-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-25-000007,UTHR,2025-02-26T06:35:26-05:00,,12,,,,,,,,,not_same_event_periodic
0001082554-25-000024,UTHR,2025-04-30T06:33:10-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-25-036543,UTHR,2025-07-30T06:36:26-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-25-000036,UTHR,2025-10-29T06:34:11-04:00,,12,,,,,,,,,not_same_event_periodic
0001082554-26-000007,UTHR,2026-02-25T06:32:35-05:00,,12,,,,,,,,,not_same_event_periodic
0001628280-25-047292,UTZ,2025-10-30T06:43:50-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-23-000014,VNO,2023-02-13T16:57:46-05:00,,12,,,,,,,,,not_same_event_periodic
0000899689-23-000028,VNO,2023-05-01T16:43:37-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-23-000050,VNO,2023-07-31T16:44:17-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-23-000061,VNO,2023-10-30T16:36:29-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-24-000007,VNO,2024-02-12T16:32:05-05:00,,12,,,,,,,,,not_same_event_periodic
0000899689-24-000023,VNO,2024-05-06T16:37:10-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-24-000035,VNO,2024-08-05T16:38:35-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-24-000041,VNO,2024-11-04T16:38:24-05:00,,12,,,,,,,,,not_same_event_periodic
0000899689-25-000006,VNO,2025-02-10T16:47:16-05:00,,12,,,,,,,,,not_same_event_periodic
0000899689-25-000021,VNO,2025-05-05T16:20:44-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-25-000034,VNO,2025-08-04T16:37:10-04:00,,12,,,,,,,,,not_same_event_periodic
0000899689-25-000042,VNO,2025-11-03T16:42:13-05:00,,12,,,,,,,,,not_same_event_periodic
0000899689-26-000011,VNO,2026-02-09T16:49:00-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-207367,VSAT,2023-08-09T16:14:17-04:00,2023-06-30,3,2023,Q1,2024,Q1,false,0000950170-23-040747,2023-08-09T17:19:44-04:00,10-Q,xbrl_math_disagree
0001327811-25-000105,WDAY,2025-05-22T16:04:39-04:00,2025-04-30,1,2025,Q1,2026,Q1,false,0001327811-25-000107,2025-05-23T16:03:31-04:00,10-Q,xbrl_math_disagree
0001327811-25-000181,WDAY,2025-08-21T16:05:21-04:00,2025-07-31,1,2025,Q2,2026,Q2,false,0001327811-25-000184,2025-08-22T16:02:42-04:00,10-Q,xbrl_math_disagree
0001327811-25-000196,WDAY,2025-11-25T16:03:30-05:00,2025-10-31,1,2025,Q3,2026,Q3,false,0001327811-25-000198,2025-11-26T16:03:42-05:00,10-Q,xbrl_math_disagree
0001604028-23-000033,WMS,2023-08-03T07:07:11-04:00,2023-06-30,3,2023,Q3,2024,Q1,false,0001604028-23-000038,2023-08-03T16:14:40-04:00,10-Q,proximity_rejected
0001604028-23-000047,WMS,2023-11-02T07:06:39-04:00,2023-09-30,3,2023,Q3,2024,Q2,false,0001604028-23-000050,2023-11-02T16:05:41-04:00,10-Q,denylist
0001604028-24-000003,WMS,2024-02-08T06:57:55-05:00,2023-12-31,3,2023,Q3,2024,Q3,false,0001604028-24-000005,2024-02-08T16:08:48-05:00,10-Q,denylist
0001604028-24-000029,WMS,2024-08-08T06:52:22-04:00,2024-06-30,3,2024,Q1,2025,Q1,false,0001604028-24-000032,2024-08-08T16:05:11-04:00,10-Q,xbrl_math_disagree
0001604028-25-000027,WMS,2025-08-07T06:58:25-04:00,2025-06-30,3,2025,Q1,2026,Q1,false,0001604028-25-000030,2025-08-07T16:06:29-04:00,10-Q,denylist
0001604028-25-000041,WMS,2025-11-06T06:45:10-05:00,2025-09-30,3,2025,Q2,2026,Q2,false,0001604028-25-000043,2025-11-06T16:02:08-05:00,10-Q,xbrl_math_disagree
0001604028-26-000004,WMS,2026-02-05T06:46:18-05:00,2025-12-31,3,2025,Q3,2026,Q3,false,0001604028-26-000007,2026-02-05T16:11:20-05:00,10-Q,xbrl_math_disagree
0001628280-26-011956,WWW,2026-02-26T06:32:10-05:00,2026-01-03,12,2024,Q4,2025,Q4,false,0001628280-26-012614,2026-02-27T09:53:02-05:00,10-K,xbrl_math_disagree
0001802156-26-000039,XPOF,2026-03-10T16:26:48-04:00,,12,,,,,,,,,not_same_event_periodic
0000818479-24-000070,XRAY,2024-07-31T08:22:32-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-039137,YMAB,2023-03-30T16:08:06-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-057154,YMAB,2023-05-08T16:10:10-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-089831,YMAB,2023-08-10T16:30:18-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-117300,YMAB,2023-11-13T16:47:42-05:00,,12,,,,,,,,,not_same_event_periodic
0001713683-23-000156,ZS,2023-11-27T16:07:09-05:00,2023-10-31,7,2023,Q1,2024,Q1,false,0001713683-23-000171,2023-12-06T16:11:13-05:00,10-Q,xbrl_math_disagree
0001937653-23-000020,ZYME,2023-05-08T16:13:34-04:00,,12,,,,,,,,,not_same_event_periodic
