ticker,cik,accession,formType,filingDate,in_neo4j
LYFT,0001759509,0001759509-24-000033,8-K,2024-02-21,YES
LYFT,0001759509,0001759509-24-000019,10-K,2024-02-20,YES
LYFT,0001759509,0001759509-24-000015,8-K/A,2024-02-14,YES
LYFT,0001759509,0001759509-24-000011,8-K,2024-02-13,YES
LYFT,0001759509,0001759509-24-000006,8-K,2024-01-03,YES
LYFT,0001759509,0001759509-23-000123,8-K,2023-12-14,YES
LYFT,0001759509,0001759509-23-000120,8-K,2023-11-16,YES
LYFT,0001759509,0001759509-23-000115,10-Q,2023-11-09,YES
LYFT,0001759509,0001759509-23-000108,8-K,2023-11-08,YES
LYFT,0001759509,0001759509-23-000099,8-K,2023-10-13,YES
LYFT,0001759509,0001759509-23-000096,10-Q,2023-08-09,YES
LYFT,0001759509,0001759509-23-000091,8-K,2023-08-08,YES
LYFT,0001759509,0001759509-23-000086,8-K,2023-07-28,YES
LYFT,0001759509,0001759509-23-000082,8-K,2023-06-21,YES
LYFT,0001759509,0001759509-23-000073,8-K/A,2023-06-14,YES
LYFT,0001759509,0001759509-23-000067,8-K,2023-05-16,YES
LYFT,0001759509,0001759509-23-000063,10-Q,2023-05-08,YES
LYFT,0001759509,0001759509-23-000056,8-K,2023-05-04,YES
LYFT,0001759509,0001759509-23-000040,8-K,2023-04-27,YES
LYFT,0001759509,0001759509-23-000036,8-K,2023-04-27,YES
LYFT,0001759509,0001193125-23-080628,8-K,2023-03-27,YES
LYFT,0001759509,0001759509-23-000028,10-K,2023-02-27,YES
LYFT,0001759509,0001759509-23-000018,8-K,2023-02-09,YES
LYFT,0001759509,0001759509-23-000016,8-K/A,2023-02-09,YES
LYFT,0001759509,0001759509-23-000008,8-K,2023-02-03,YES
LYV,0001335258,0001335258-26-000009,10-K,2026-02-19,NO
LYV,0001335258,0001335258-26-000007,8-K,2026-02-19,NO
LYV,0001335258,0001335258-25-000151,10-Q,2025-11-04,NO
LYV,0001335258,0001335258-25-000150,8-K,2025-11-04,NO
LYV,0001335258,0001335258-25-000140,8-K,2025-10-24,YES
LYV,0001335258,0001335258-25-000137,8-K,2025-10-10,YES
LYV,0001335258,0001335258-25-000132,8-K,2025-08-29,YES
LYV,0001335258,0001335258-25-000129,10-Q,2025-08-07,YES
LYV,0001335258,0001335258-25-000127,8-K,2025-08-07,YES
LYV,0001335258,0001335258-25-000103,8-K,2025-06-13,YES
LYV,0001335258,0001335258-25-000075,8-K,2025-05-20,YES
LYV,0001335258,0001335258-25-000055,10-Q,2025-05-01,YES
LYV,0001335258,0001335258-25-000053,8-K,2025-05-01,YES
LYV,0001335258,0001335258-25-000028,10-K,2025-02-21,YES
LYV,0001335258,0001335258-25-000027,8-K,2025-02-20,YES
LYV,0001335258,0001335258-24-000181,8-K,2024-12-06,YES
LYV,0001335258,0001335258-24-000156,10-Q,2024-11-12,NO
LYV,0001335258,0001335258-24-000155,8-K,2024-11-12,NO
LYV,0001335258,0001335258-24-000125,10-Q,2024-07-30,YES
LYV,0001335258,0001335258-24-000123,8-K,2024-07-30,YES
LYV,0001335258,0001335258-24-000107,8-K,2024-06-14,YES
LYV,0001335258,0001335258-24-000081,8-K,2024-05-31,YES
LYV,0001335258,0001335258-24-000074,8-K,2024-05-23,YES
LYV,0001335258,0001335258-24-000071,10-Q,2024-05-02,YES
LYV,0001335258,0001335258-24-000069,8-K,2024-05-02,YES
LYV,0001335258,0001335258-24-000017,10-K,2024-02-22,YES
LYV,0001335258,0001335258-24-000015,8-K,2024-02-22,YES
LYV,0001335258,0001335258-23-000105,8-K,2023-11-17,YES
LYV,0001335258,0001335258-23-000102,10-Q,2023-11-02,YES
LYV,0001335258,0001335258-23-000101,8-K,2023-11-02,YES
LYV,0001335258,0001335258-23-000093,8-K,2023-10-13,YES
LYV,0001335258,0001335258-23-000089,8-K/A,2023-10-02,YES
LYV,0001335258,0001335258-23-000085,10-Q,2023-07-27,YES
LYV,0001335258,0001335258-23-000083,8-K,2023-07-27,YES
LYV,0001335258,0001335258-23-000079,8-K,2023-06-15,YES
LYV,0001335258,0001335258-23-000055,10-Q,2023-05-04,YES
LYV,0001335258,0001335258-23-000054,8-K,2023-05-04,YES
LYV,0001335258,0001335258-23-000037,8-K,2023-04-13,YES
LYV,0001335258,0001335258-23-000014,10-K,2023-02-23,YES
LYV,0001335258,0001335258-23-000013,8-K,2023-02-23,YES
LYV,0001335258,0001335258-23-000008,8-K,2023-02-10,YES
LYV,0001335258,0001335258-23-000006,8-K,2023-01-13,YES
MAA,0000912595,0001193125-26-082682,8-K,2026-02-27,NO
MAA,0000912595,0001193125-26-082680,8-K,2026-02-27,NO
MAA,0000912595,0001193125-26-072186,8-K,2026-02-25,NO
MAA,0000912595,0001193125-26-051407,8-K,2026-02-13,NO
MAA,0000912595,0001193125-26-041208,10-K,2026-02-06,NO
MAA,0000912595,0001193125-26-037610,8-K,2026-02-04,NO
MAA,0000912595,0001193125-26-027241,8-K,2026-01-28,NO
MAA,0000912595,0001193125-26-016804,8-K,2026-01-20,NO
MAA,0000912595,0001193125-25-311240,8-K,2025-12-08,YES
MAA,0000912595,0001193125-25-274961,8-K,2025-11-12,YES
MAA,0000912595,0001193125-25-274276,8-K,2025-11-10,YES
MAA,0000912595,0001193125-25-262830,8-K,2025-11-03,NO
MAA,0000912595,0001193125-25-258570,10-Q,2025-10-30,YES
MAA,0000912595,0001193125-25-256342,8-K,2025-10-29,YES
MAA,0000912595,0001193125-25-248770,8-K,2025-10-23,YES
MAA,0000912595,0000950170-25-112888,8-K,2025-09-04,YES
MAA,0000912595,0000950170-25-100919,10-Q,2025-07-31,YES
MAA,0000912595,0000950170-25-100254,8-K,2025-07-30,YES
MAA,0000912595,0000950170-25-080275,8-K,2025-06-02,YES
MAA,0000912595,0000950170-25-075777,8-K,2025-05-21,YES
MAA,0000912595,0000950170-25-063555,8-K,2025-05-05,YES
MAA,0000912595,0000950170-25-061849,10-Q,2025-05-01,YES
MAA,0000912595,0000950170-25-061071,8-K,2025-04-30,YES
MAA,0000912595,0000950170-25-047730,8-K,2025-03-31,YES
MAA,0000912595,0000950170-25-030169,8-K,2025-02-28,YES
MAA,0000912595,0000950170-25-021215,8-K,2025-02-14,YES
MAA,0000912595,0000950170-25-016287,10-K,2025-02-07,YES
MAA,0000912595,0000950170-25-014487,8-K,2025-02-05,YES
MAA,0000912595,0000950170-25-007225,8-K,2025-01-21,YES
MAA,0000912595,0000950170-25-006984,8-K,2025-01-21,YES
MAA,0000912595,0001193125-24-281273,8-K,2024-12-18,YES
MAA,0000912595,0001193125-24-277047,8-K,2024-12-12,YES
MAA,0000912595,0000950170-24-135004,8-K,2024-12-10,YES
MAA,0000912595,0000950170-24-127974,8-K,2024-11-18,NO
MAA,0000912595,0000950170-24-119555,10-Q,2024-10-31,YES
MAA,0000912595,0000950170-24-119008,8-K,2024-10-30,YES
MAA,0000912595,0000950170-24-109343,8-K,2024-09-25,YES
MAA,0000912595,0000950170-24-102831,8-K,2024-09-03,YES
MAA,0000912595,0000950170-24-090768,8-K,2024-08-05,NO
MAA,0000912595,0001193125-24-191644,8-K,2024-08-01,YES
MAA,0000912595,0000950170-24-089308,10-Q,2024-08-01,YES
MAA,0000912595,0000950170-24-088601,8-K,2024-07-31,YES
MAA,0000912595,0000950170-24-067995,8-K,2024-06-03,YES
MAA,0000912595,0000950170-24-063619,8-K,2024-05-22,YES
MAA,0000912595,0001193125-24-144944,8-K,2024-05-22,YES
MAA,0000912595,0001193125-24-138209,8-K,2024-05-14,NO
MAA,0000912595,0000950170-24-054544,8-K,2024-05-07,YES
MAA,0000912595,0000950170-24-052131,10-Q,2024-05-02,YES
MAA,0000912595,0000950170-24-051311,8-K,2024-05-01,YES
MAA,0000912595,0000950170-24-024018,8-K,2024-03-01,YES
MAA,0000912595,0000950170-24-013832,8-K,2024-02-12,YES
MAA,0000912595,0000950170-24-013275,10-K,2024-02-09,YES
MAA,0000912595,0000950170-24-012216,8-K,2024-02-07,YES
MAA,0000912595,0000950170-24-004644,8-K,2024-01-16,YES
MAA,0000912595,0001193125-24-005931,8-K,2024-01-10,YES
MAA,0000912595,0000950170-23-070045,8-K,2023-12-13,YES
MAA,0000912595,0000950170-23-063009,8-K,2023-11-13,YES
MAA,0000912595,0000950170-23-055620,10-Q,2023-10-26,YES
MAA,0000912595,0000950170-23-055196,8-K,2023-10-25,YES
MAA,0000912595,0000950170-23-047734,8-K,2023-09-12,YES
MAA,0000912595,0000950170-23-046743,8-K,2023-09-06,YES
MAA,0000912595,0000950170-23-035158,10-Q,2023-07-27,YES
MAA,0000912595,0000950170-23-034730,8-K,2023-07-26,YES
MAA,0000912595,0000950170-23-026364,8-K,2023-06-05,YES
MAA,0000912595,0000950170-23-022722,8-K,2023-05-17,YES
MAA,0000912595,0000950170-23-015283,10-Q,2023-04-27,YES
MAA,0000912595,0000950170-23-014824,8-K,2023-04-26,YES
MAA,0000912595,0000950170-23-008946,8-K,2023-03-21,YES
MAA,0000912595,0000950170-23-006716,8-K,2023-03-08,YES
MAA,0000912595,0000950170-23-006006,8-K,2023-03-03,YES
MAA,0000912595,0000950170-23-002778,10-K,2023-02-14,YES
MAA,0000912595,0000950170-23-001608,8-K,2023-02-01,YES
MAA,0000912595,0000950170-23-000814,8-K,2023-01-17,YES
MAN,0000871763,0001193125-26-064113,10-K,2026-02-23,NO
MAN,0000871763,0001193125-26-059576,8-K,2026-02-19,NO
MAN,0000871763,0001193125-26-028187,8-K,2026-01-29,NO
MAN,0000871763,0001193125-25-321814,8-K,2025-12-17,YES
MAN,0000871763,0001193125-25-285348,8-K,2025-11-18,YES
MAN,0000871763,0001193125-25-274339,8-K,2025-11-10,YES
MAN,0000871763,0001193125-25-260851,10-Q,2025-10-31,YES
MAN,0000871763,0001193125-25-240850,8-K,2025-10-16,YES
MAN,0000871763,0000950170-25-103114,10-Q,2025-08-05,YES
MAN,0000871763,0000950170-25-096439,8-K,2025-07-17,YES
MAN,0000871763,0000950170-25-076312,8-K,2025-05-22,YES
MAN,0000871763,0000950170-25-062835,10-Q,2025-05-02,YES
MAN,0000871763,0000950170-25-062812,8-K,2025-05-02,YES
MAN,0000871763,0000950170-25-054999,8-K,2025-04-17,YES
MAN,0000871763,0000950170-25-023186,10-K,2025-02-19,YES
MAN,0000871763,0000950170-25-021192,8-K,2025-02-14,YES
MAN,0000871763,0000950170-25-016289,8-K,2025-02-07,YES
MAN,0000871763,0000950170-25-010803,8-K,2025-01-30,YES
MAN,0000871763,0000950170-24-137883,8-K,2024-12-18,YES
MAN,0000871763,0000950170-24-124196,10-Q,2024-11-08,YES
MAN,0000871763,0000950170-24-124116,8-K,2024-11-08,YES
MAN,0000871763,0000950170-24-115160,8-K,2024-10-17,YES
MAN,0000871763,0000950170-24-090022,10-Q,2024-08-02,YES
MAN,0000871763,0000950170-24-084438,8-K,2024-07-18,YES
MAN,0000871763,0000950170-24-052961,10-Q,2024-05-03,YES
MAN,0000871763,0000950170-24-052940,8-K,2024-05-03,YES
MAN,0000871763,0000950170-24-045306,8-K,2024-04-18,YES
MAN,0000871763,0000950170-24-033541,8-K,2024-03-19,YES
MAN,0000871763,0000950170-24-017125,8-K,2024-02-20,YES
MAN,0000871763,0000950170-24-016399,10-K,2024-02-16,YES
MAN,0000871763,0000950170-24-013302,8-K,2024-02-09,YES
MAN,0000871763,0000950170-24-008534,8-K,2024-01-30,YES
MAN,0000871763,0000950170-23-062446,8-K,2023-11-13,YES
MAN,0000871763,0000950170-23-058839,10-Q,2023-11-03,YES
MAN,0000871763,0000950170-23-054032,8-K,2023-10-19,YES
MAN,0000871763,0000950170-23-038599,10-Q,2023-08-04,YES
MAN,0000871763,0000950170-23-038589,8-K,2023-08-04,YES
MAN,0000871763,0000950170-23-033590,8-K,2023-07-20,YES
MAN,0000871763,0000950170-23-018384,10-Q,2023-05-05,YES
MAN,0000871763,0000950170-23-018378,8-K,2023-05-05,YES
MAN,0000871763,0000950170-23-013572,8-K,2023-04-20,YES
MAN,0000871763,0000950170-23-003214,10-K,2023-02-17,YES
MAN,0000871763,0000950170-23-001426,8-K,2023-01-31,YES
MAR,0001048286,0001193125-26-061350,8-K,2026-02-20,NO
MAR,0001048286,0001048286-26-000007,10-K,2026-02-10,NO
MAR,0001048286,0001048286-26-000005,8-K,2026-02-10,NO
MAR,0001048286,0001193125-26-041097,8-K,2026-02-06,NO
MAR,0001048286,0001193125-26-008335,8-K,2026-01-09,NO
MAR,0001048286,0001048286-25-000013,10-Q,2025-11-04,NO
MAR,0001048286,0001048286-25-000011,8-K,2025-11-04,NO
MAR,0001048286,0001193125-25-184082,8-K,2025-08-20,YES
MAR,0001048286,0001048286-25-000006,10-Q,2025-08-05,YES
MAR,0001048286,0001628280-25-037592,8-K,2025-08-05,YES
MAR,0001048286,0001193125-25-158742,8-K,2025-07-14,YES
MAR,0001048286,0001193125-25-118861,8-K/A,2025-05-13,YES
MAR,0001048286,0001193125-25-118853,8-K,2025-05-13,YES
MAR,0001048286,0001628280-25-022485,10-Q,2025-05-06,YES
MAR,0001048286,0001628280-25-022390,8-K,2025-05-06,YES
MAR,0001048286,0001193125-25-036732,8-K,2025-02-26,YES
MAR,0001048286,0001628280-25-004818,10-K,2025-02-11,YES
MAR,0001048286,0001628280-25-004772,8-K,2025-02-11,YES
MAR,0001048286,0001193125-25-009110,8-K,2025-01-21,YES
MAR,0001048286,0001628280-24-044884,10-Q,2024-11-04,YES
MAR,0001048286,0001628280-24-044831,8-K,2024-11-04,YES
MAR,0001048286,0001628280-24-037852,8-K,2024-08-20,YES
MAR,0001048286,0001193125-24-198910,8-K,2024-08-12,YES
MAR,0001048286,0001628280-24-033679,10-Q,2024-07-31,YES
MAR,0001048286,0001628280-24-033622,8-K,2024-07-31,YES
MAR,0001048286,0001193125-24-139064,8-K,2024-05-15,NO
MAR,0001048286,0001628280-24-019494,10-Q,2024-05-01,YES
MAR,0001048286,0001628280-24-019458,8-K,2024-05-01,YES
MAR,0001048286,0001193125-24-042833,8-K,2024-02-22,YES
MAR,0001048286,0001628280-24-004372,10-K,2024-02-13,YES
MAR,0001048286,0001628280-24-004335,8-K,2024-02-13,YES
MAR,0001048286,0001628280-23-036256,10-Q,2023-11-02,YES
MAR,0001048286,0001628280-23-036166,8-K,2023-11-02,YES
MAR,0001048286,0001628280-23-033068,8-K,2023-09-27,YES
MAR,0001048286,0001193125-23-236173,8-K,2023-09-15,YES
MAR,0001048286,0001193125-23-203849,8-K,2023-08-04,YES
MAR,0001048286,0001628280-23-026380,10-Q,2023-08-01,YES
MAR,0001048286,0001628280-23-026343,8-K,2023-08-01,YES
MAR,0001048286,0001193125-23-145683,8-K/A,2023-05-16,YES
MAR,0001048286,0001193125-23-145681,8-K,2023-05-16,YES
MAR,0001048286,0001628280-23-014793,10-Q,2023-05-02,YES
MAR,0001048286,0001628280-23-014748,8-K,2023-05-02,YES
MAR,0001048286,0001193125-23-080530,8-K,2023-03-27,YES
MAR,0001048286,0001193125-23-070726,8-K,2023-03-15,YES
MAR,0001048286,0001628280-23-003485,10-K,2023-02-14,YES
MAR,0001048286,0001628280-23-003441,8-K,2023-02-14,YES
MAR,0001048286,0001193125-23-032570,8-K,2023-02-10,YES
MARA,0001507605,0000950142-26-000873,8-K,2026-03-26,NO
MARA,0001507605,0001507605-26-000007,10-K,2026-03-02,NO
MARA,0001507605,0001507605-26-000004,8-K,2026-02-26,NO
MARA,0001507605,0000950142-26-000532,8-K,2026-02-26,NO
MARA,0001507605,0001493152-26-008063,8-K,2026-02-25,NO
MARA,0001507605,0001507605-25-000028,10-Q,2025-11-04,NO
MARA,0001507605,0001507605-25-000026,8-K,2025-11-04,NO
MARA,0001507605,0001641172-25-023015,8-K,2025-08-11,YES
MARA,0001507605,0001507605-25-000018,10-Q,2025-07-29,YES
MARA,0001507605,0001507605-25-000016,8-K,2025-07-29,YES
MARA,0001507605,0000950142-25-002027,8-K,2025-07-28,YES
MARA,0001507605,0000950142-25-001993,8-K,2025-07-24,YES
MARA,0001507605,0000950142-25-001988,8-K,2025-07-23,YES
MARA,0001507605,0001641172-25-016953,8-K,2025-06-27,YES
MARA,0001507605,0001641172-25-009348,8-K,2025-05-09,YES
MARA,0001507605,0001507605-25-000009,10-Q,2025-05-08,YES
MARA,0001507605,0001641172-25-001327,8-K,2025-03-28,YES
MARA,0001507605,0001493152-25-009706,8-K,2025-03-10,YES
MARA,0001507605,0001507605-25-000003,10-K,2025-03-03,YES
MARA,0001507605,0001493152-25-008760,8-K,2025-02-28,YES
MARA,0001507605,0001493152-25-008402,8-K,2025-02-26,YES
MARA,0001507605,0001493152-25-007932,8-K,2025-02-21,YES
MARA,0001507605,0001493152-25-007090,8-K,2025-02-18,YES
MARA,0001507605,0001493152-25-005682,8-K,2025-02-10,YES
MARA,0001507605,0001493152-25-001560,8-K,2025-01-10,YES
MARA,0001507605,0001493152-24-050693,8-K,2024-12-19,YES
MARA,0001507605,0001493152-24-049365,8-K,2024-12-10,YES
MARA,0001507605,0001493152-24-048704,8-K,2024-12-04,YES
MARA,0001507605,0001493152-24-048393,8-K,2024-12-03,YES
MARA,0001507605,0001493152-24-048222,8-K,2024-12-02,YES
MARA,0001507605,0001493152-24-047078,8-K,2024-11-21,YES
MARA,0001507605,0001493152-24-046663,8-K,2024-11-19,YES
MARA,0001507605,0001493152-24-044817,8-K,2024-11-12,NO
MARA,0001507605,0001628280-24-047148,10-Q,2024-11-12,NO
MARA,0001507605,0001493152-24-041170,8-K,2024-10-15,YES
MARA,0001507605,0001493152-24-035633,8-K,2024-09-10,YES
MARA,0001507605,0001493152-24-035093,8-K,2024-09-05,YES
MARA,0001507605,0001493152-24-032433,8-K,2024-08-14,YES
MARA,0001507605,0001493152-24-031450,8-K,2024-08-13,YES
MARA,0001507605,0001628280-24-034196,10-Q,2024-08-01,YES
MARA,0001507605,0001493152-24-029930,8-K,2024-08-01,YES
MARA,0001507605,0001493152-24-025612,8-K,2024-06-28,YES
MARA,0001507605,0001628280-24-025261,10-K/A,2024-05-24,YES
MARA,0001507605,0001493152-24-018490,8-K,2024-05-09,YES
MARA,0001507605,0001628280-24-022243,10-Q,2024-05-09,YES
MARA,0001507605,0001493152-24-017855,8-K,2024-05-06,YES
MARA,0001507605,0001493152-24-013308,8-K,2024-04-05,YES
MARA,0001507605,0001493152-24-013186,8-K,2024-04-04,YES
MARA,0001507605,0001493152-24-010652,8-K/A,2024-03-20,YES
MARA,0001507605,0001493152-24-010628,8-K,2024-03-20,YES
MARA,0001507605,0001493152-24-010217,8-K,2024-03-18,YES
MARA,0001507605,0001493152-24-008232,8-K,2024-02-28,YES
MARA,0001507605,0001628280-24-007680,10-K,2024-02-28,YES
MARA,0001507605,0001493152-24-004798,8-K,2024-02-02,YES
MARA,0001507605,0001493152-24-002830,8-K,2024-01-18,YES
MARA,0001507605,0001493152-24-002346,8-K,2024-01-16,YES
MARA,0001507605,0001493152-23-045354,8-K,2023-12-19,YES
MARA,0001507605,0001493152-23-041595,8-K,2023-11-16,YES
MARA,0001507605,0001493152-23-040579,8-K,2023-11-13,YES
MARA,0001507605,0001493152-23-040005,8-K,2023-11-09,YES
MARA,0001507605,0001493152-23-039927,10-Q,2023-11-08,YES
MARA,0001507605,0001493152-23-037624,8-K,2023-10-18,YES
MARA,0001507605,0001493152-23-035668,8-K,2023-10-04,YES
MARA,0001507605,0001493152-23-034959,8-K,2023-10-02,YES
MARA,0001507605,0001493152-23-034619,8-K,2023-09-28,YES
MARA,0001507605,0001493152-23-033280,8-K,2023-09-21,YES
MARA,0001507605,0001493152-23-032366,8-K,2023-09-12,YES
MARA,0001507605,0001493152-23-032039,8-K,2023-09-08,YES
MARA,0001507605,0001493152-23-027174,10-Q,2023-08-08,YES
MARA,0001507605,0001493152-23-027172,8-K,2023-08-08,YES
MARA,0001507605,0001493152-23-026652,8-K,2023-08-03,YES
MARA,0001507605,0001493152-23-026013,8-K,2023-07-31,YES
MARA,0001507605,0001493152-23-025248,8-K,2023-07-21,YES
MARA,0001507605,0001493152-23-025115,8-K,2023-07-20,YES
MARA,0001507605,0001493152-23-021175,8-K,2023-06-14,YES
MARA,0001507605,0001493152-23-020772,8-K,2023-06-09,YES
MARA,0001507605,0001493152-23-020303,8-K,2023-06-06,YES
MARA,0001507605,0001493152-23-016184,10-Q,2023-05-10,YES
MARA,0001507605,0001493152-23-015800,8-K,2023-05-08,YES
MARA,0001507605,0001493152-23-014714,10-K/A,2023-04-28,YES
MARA,0001507605,0001493152-23-010355,8-K,2023-03-31,YES
MARA,0001507605,0001493152-23-007879,10-K,2023-03-16,YES
MARA,0001507605,0001493152-23-007015,8-K,2023-03-08,YES
MARA,0001507605,0001493152-23-006169,8-K,2023-02-28,YES
MARA,0001507605,0001493152-23-002672,8-K,2023-01-27,YES
MAS,0000062996,0000062996-26-000008,8-K,2026-03-26,NO
MAS,0000062996,0001213900-26-015557,8-K,2026-02-12,NO
MAS,0000062996,0000062996-26-000005,10-K,2026-02-10,NO
MAS,0000062996,0000062996-26-000004,8-K,2026-02-10,NO
MAS,0000062996,0001213900-26-003396,8-K,2026-01-12,NO
MAS,0000062996,0001213900-25-122251,8-K,2025-12-16,YES
MAS,0000062996,0001213900-25-119223,8-K,2025-12-08,YES
MAS,0000062996,0000062996-25-000035,10-Q,2025-10-29,YES
MAS,0000062996,0000062996-25-000034,8-K,2025-10-29,YES
MAS,0000062996,0000062996-25-000029,10-Q,2025-07-31,YES
MAS,0000062996,0000062996-25-000028,8-K,2025-07-31,YES
MAS,0000062996,0000062996-25-000021,8-K,2025-07-09,YES
MAS,0000062996,0000062996-25-000013,8-K,2025-05-15,YES
MAS,0000062996,0000062996-25-000010,10-Q,2025-04-23,YES
MAS,0000062996,0000062996-25-000009,8-K,2025-04-23,YES
MAS,0000062996,0001213900-25-020929,8-K,2025-03-06,YES
MAS,0000062996,0001213900-25-018040,8-K,2025-02-27,YES
MAS,0000062996,0000062996-25-000004,10-K,2025-02-11,YES
MAS,0000062996,0000062996-25-000003,8-K,2025-02-11,YES
MAS,0000062996,0001213900-25-010940,8-K,2025-02-06,YES
MAS,0000062996,0000062996-24-000033,10-Q,2024-10-29,YES
MAS,0000062996,0000062996-24-000032,8-K,2024-10-29,YES
MAS,0000062996,0000062996-24-000027,10-Q,2024-07-25,YES
MAS,0000062996,0000062996-24-000026,8-K,2024-07-25,YES
MAS,0000062996,0000062996-24-000021,8-K,2024-06-10,YES
MAS,0000062996,0000062996-24-000014,8-K,2024-05-15,NO
MAS,0000062996,0000062996-24-000012,10-Q,2024-04-24,YES
MAS,0000062996,0000062996-24-000011,8-K,2024-04-24,YES
MAS,0000062996,0000062996-24-000006,10-K,2024-02-08,YES
MAS,0000062996,0000062996-24-000004,8-K,2024-02-08,YES
MAS,0000062996,0000062996-23-000042,10-Q,2023-10-26,YES
MAS,0000062996,0000062996-23-000039,8-K,2023-10-26,YES
MAS,0000062996,0000062996-23-000036,8-K,2023-10-06,YES
MAS,0000062996,0000950103-23-013853,8-K,2023-09-21,YES
MAS,0000062996,0000062996-23-000033,10-Q,2023-07-27,YES
MAS,0000062996,0000062996-23-000031,8-K,2023-07-27,YES
MAS,0000062996,0000062996-23-000028,8-K,2023-07-12,YES
MAS,0000062996,0000062996-23-000025,8-K,2023-06-16,YES
MAS,0000062996,0000062996-23-000020,8-K,2023-06-01,YES
MAS,0000062996,0000062996-23-000016,8-K,2023-05-17,YES
MAS,0000062996,0000062996-23-000014,10-Q,2023-04-26,YES
MAS,0000062996,0000062996-23-000012,8-K,2023-04-26,YES
MAS,0000062996,0000062996-23-000008,10-K,2023-02-09,YES
MAS,0000062996,0000062996-23-000006,8-K,2023-02-09,YES
MAS,0000062996,0000062996-23-000002,8-K,2023-01-27,YES
MASI,0000937556,0000937556-26-000017,10-K,2026-02-27,NO
MASI,0000937556,0001104659-26-015904,8-K,2026-02-17,NO
MASI,0000937556,0000937556-26-000005,8-K,2026-01-12,NO
MASI,0000937556,0000937556-25-000175,8-K,2025-12-03,YES
MASI,0000937556,0000937556-25-000171,8-K,2025-12-01,YES
MASI,0000937556,0000937556-25-000161,10-Q,2025-11-04,NO
MASI,0000937556,0000937556-25-000160,8-K,2025-11-04,NO
MASI,0000937556,0000937556-25-000151,8-K,2025-09-29,YES
MASI,0000937556,0000937556-25-000138,8-K,2025-09-23,YES
MASI,0000937556,0000937556-25-000127,8-K,2025-08-19,YES
MASI,0000937556,0000937556-25-000108,10-Q,2025-08-05,YES
MASI,0000937556,0000937556-25-000106,8-K,2025-08-05,YES
MASI,0000937556,0000937556-25-000091,8-K,2025-06-12,YES
MASI,0000937556,0000937556-25-000086,8-K,2025-05-27,YES
MASI,0000937556,0001104659-25-045340,8-K/A,2025-05-07,YES
MASI,0000937556,0000937556-25-000082,10-Q,2025-05-06,YES
MASI,0000937556,0000937556-25-000079,8-K,2025-05-06,YES
MASI,0000937556,0001104659-25-045039,8-K,2025-05-06,YES
MASI,0000937556,0001104659-25-045035,8-K,2025-05-06,YES
MASI,0000937556,0001104659-25-042485,8-K,2025-04-30,YES
MASI,0000937556,0000937556-25-000032,10-K,2025-02-25,YES
MASI,0000937556,0000937556-25-000029,8-K,2025-02-25,YES
MASI,0000937556,0000937556-25-000022,8-K,2025-02-19,YES
MASI,0000937556,0000937556-25-000012,8-K,2025-02-07,YES
MASI,0000937556,0000937556-25-000009,8-K,2025-01-31,YES
MASI,0000937556,0000937556-25-000007,8-K,2025-01-21,YES
MASI,0000937556,0000937556-25-000003,8-K,2025-01-16,YES
MASI,0000937556,0000937556-24-000118,8-K,2024-11-18,NO
MASI,0000937556,0000937556-24-000116,8-K,2024-11-18,NO
MASI,0000937556,0000937556-24-000109,10-Q,2024-11-06,YES
MASI,0000937556,0000937556-24-000106,8-K,2024-11-05,YES
MASI,0000937556,0000937556-24-000102,8-K,2024-10-29,YES
MASI,0000937556,0000937556-24-000092,8-K,2024-10-18,YES
MASI,0000937556,0000937556-24-000085,8-K,2024-09-25,YES
MASI,0000937556,0001213900-24-069960,8-K,2024-08-16,YES
MASI,0000937556,0000937556-24-000064,10-Q,2024-08-07,NO
MASI,0000937556,0000937556-24-000062,8-K,2024-08-06,NO
MASI,0000937556,0001213900-24-061521,8-K,2024-07-16,YES
MASI,0000937556,0000937556-24-000056,8-K,2024-07-09,YES
MASI,0000937556,0001213900-24-059677,8-K,2024-07-08,YES
MASI,0000937556,0001213900-24-057427,8-K,2024-07-01,YES
MASI,0000937556,0001213900-24-054263,8-K,2024-06-20,YES
MASI,0000937556,0001213900-24-050527,8-K,2024-06-07,YES
MASI,0000937556,0001213900-24-040915,8-K,2024-05-08,YES
MASI,0000937556,0000937556-24-000042,10-Q,2024-05-07,YES
MASI,0000937556,0000937556-24-000040,8-K,2024-05-07,YES
MASI,0000937556,0000937556-24-000027,10-K/A,2024-04-29,YES
MASI,0000937556,0001104659-24-037851,8-K,2024-03-22,YES
MASI,0000937556,0000937556-24-000018,10-K,2024-02-28,YES
MASI,0000937556,0000937556-24-000015,8-K,2024-02-27,YES
MASI,0000937556,0000937556-24-000012,8-K,2024-02-15,YES
MASI,0000937556,0000937556-24-000006,8-K,2024-01-16,YES
MASI,0000937556,0000937556-24-000004,8-K,2024-01-10,YES
MASI,0000937556,0001104659-23-120492,8-K,2023-11-22,YES
MASI,0000937556,0000937556-23-000222,10-Q,2023-11-08,YES
MASI,0000937556,0000937556-23-000217,8-K,2023-11-07,YES
MASI,0000937556,0000937556-23-000215,8-K,2023-11-07,YES
MASI,0000937556,0000937556-23-000205,8-K,2023-10-27,YES
MASI,0000937556,0000937556-23-000195,10-Q,2023-08-08,YES
MASI,0000937556,0000937556-23-000193,8-K,2023-08-08,YES
