ticker,accession,formType,filedAt,in_neo4j,in_edgar
MAA,0001193125-26-041208,10-K,2026-02-06,YES,YES
MAN,0001193125-26-028187,8-K,2026-01-29,YES,YES
MAN,0001193125-25-321814,8-K,2025-12-17,YES,YES
MAR,0001048286-26-000005,8-K,2026-02-10,YES,YES
MAR,0001193125-26-041097,8-K,2026-02-06,YES,YES
MAR,0001193125-26-008335,8-K,2026-01-09,YES,YES
MAR,0001048286-26-000007,10-K,2026-02-10,YES,YES
MAS,0001213900-26-015557,8-K,2026-02-12,YES,YES
MAS,0000062996-26-000004,8-K,2026-02-10,YES,YES
MAS,0001213900-26-003396,8-K,2026-01-12,YES,YES
MAS,0001213900-25-122251,8-K,2025-12-16,YES,YES
MAS,0000062996-26-000005,10-K,2026-02-10,YES,YES
MASI,0000937556-26-000005,8-K,2026-01-12,YES,YES
MAT,0001628280-26-006840,8-K,2026-02-10,YES,YES
MBUU,0001590976-26-000005,8-K,2026-02-05,YES,YES
MBUU,0001590976-26-000007,10-Q,2026-02-05,YES,YES
MC,0001193125-26-037612,8-K,2026-02-04,YES,YES
MCD,0000063908-26-000032,8-K,2026-02-11,YES,YES
MCD,0000063908-26-000028,8-K,2026-02-10,YES,YES
MCHP,0001193125-26-046713,8-K,2026-02-11,YES,YES
MCHP,0000827054-26-000008,8-K,2026-02-05,YES,YES
MCHP,0000827054-26-000002,8-K,2026-01-05,YES,YES
MCHP,0000827054-26-000009,10-Q,2026-02-05,YES,YES
MCK,0000927653-26-000015,8-K,2026-02-04,YES,YES
MCK,0000927653-26-000017,10-Q,2026-02-04,YES,YES
MDGL,0001104659-26-008698,8-K,2026-01-30,YES,YES
MET,0001099219-26-000008,8-K,2026-02-04,YES,YES
MET,0001099219-26-000005,8-K,2026-01-09,YES,YES
MET,0001099219-25-000241,8-K,2025-12-30,YES,YES
MET,0001099219-25-000239,8-K,2025-12-22,YES,YES
MHK,0000851968-26-000005,8-K,2026-02-12,YES,YES
MHK,0000851968-26-000002,8-K,2026-02-06,YES,YES
MIDD,0001193125-26-037682,8-K,2026-02-04,YES,YES
MIDD,0001193125-26-033775,8-K,2026-02-02,YES,YES
MIDD,0001193125-26-004740,8-K,2026-01-06,YES,YES
MIRM,0001193125-26-022582,8-K,2026-01-26,YES,YES
MIRM,0001759425-26-000004,8-K,2026-01-12,YES,YES
MIRM,0001193125-25-326822,8-K,2025-12-19,YES,YES
MIRM,0001193125-25-325825,8-K,2025-12-19,YES,YES
MKSI,0001193125-26-038565,8-K,2026-02-05,YES,YES
MKSI,0001193125-26-027243,8-K,2026-01-28,YES,YES
MKSI,0001193125-26-017468,8-K,2026-01-21,YES,YES
MKTX,0001193125-26-040253,8-K,2026-02-06,YES,YES
MKTX,0001193125-26-021629,8-K,2026-01-26,YES,YES
MLM,0001193125-26-051474,8-K,2026-02-13,YES,YES
MLM,0001193125-26-045530,8-K,2026-02-11,YES,YES
MLM,0000950157-25-001042,8-K,2025-12-31,YES,YES
MLM,0000950157-25-001013,8-K,2025-12-19,YES,YES
MMM,0000066740-26-000037,8-K,2026-02-05,YES,YES
MMM,0000066740-26-000003,8-K,2026-01-20,YES,YES
MMM,0000066740-26-000014,10-K,2026-02-03,YES,YES
MOH,0001437749-26-003384,8-K,2026-02-06,YES,YES
MOH,0001179929-26-000002,8-K,2026-02-05,YES,YES
MOH,0001179929-26-000005,10-K,2026-02-10,YES,YES
MOS,0001285785-26-000007,8-K,2026-01-16,YES,YES
MPC,0001510295-26-000003,8-K,2026-02-03,YES,YES
MPC,0001510295-25-000070,8-K,2025-12-18,YES,YES
MPWR,0001437749-26-003191,8-K,2026-02-05,YES,YES
MQ,0001522540-26-000004,8-K,2026-01-07,YES,YES
MRCY,0001049521-26-000004,8-K,2026-02-03,YES,YES
MRCY,0001049521-26-000006,10-Q,2026-02-03,YES,YES
MRNA,0001682852-26-000015,8-K,2026-02-13,YES,YES
MRNA,0001682852-26-000012,8-K,2026-02-10,YES,YES
MRNA,0001682852-26-000007,8-K,2026-01-12,YES,YES
MRNA,0001682852-26-000003,8-K,2026-01-05,YES,YES
MRUS,0001193125-25-335951,8-K,2025-12-30,YES,YES
MRVL,0001193125-26-040202,8-K,2026-02-06,YES,YES
MRVL,0001193125-26-032861,8-K/A,2026-02-02,YES,YES
MRVL,0001193125-26-032861,8-K/A,2026-02-02,YES,YES
MSM,0001003078-26-000017,8-K,2026-01-21,YES,YES
MSM,0001003078-26-000010,8-K,2026-01-07,YES,YES
MSM,0001003078-26-000006,8-K,2026-01-05,YES,YES
MSM,0001003078-26-000004,8-K/A,2026-01-05,YES,YES
MSM,0001003078-25-000187,8-K,2025-12-18,YES,YES
MSM,0001003078-26-000012,10-Q,2026-01-07,YES,YES
MSM,0001003078-26-000004,8-K/A,2026-01-05,YES,YES
MSTR,0001193125-26-041944,8-K,2026-02-09,YES,YES
MSTR,0001050446-26-000012,8-K,2026-02-05,YES,YES
MSTR,0001193125-26-033573,8-K,2026-02-02,YES,YES
MSTR,0001193125-26-032731,8-K,2026-02-02,YES,YES
MSTR,0001193125-26-021726,8-K,2026-01-26,YES,YES
MSTR,0001193125-26-016002,8-K,2026-01-20,YES,YES
MSTR,0001193125-26-009811,8-K,2026-01-12,YES,YES
MSTR,0001193125-26-001550,8-K,2026-01-05,YES,YES
MSTR,0001193125-26-000264,8-K,2026-01-02,YES,YES
MSTR,0001193125-25-332296,8-K,2025-12-29,YES,YES
MSTR,0001193125-25-327598,8-K,2025-12-22,YES,YES
MTCH,0000891103-26-000020,8-K,2026-02-03,YES,YES
MTD,0001037646-26-000008,8-K,2026-02-05,YES,YES
MTD,0001037646-26-000005,8-K,2026-01-20,YES,YES
MTD,0001037646-26-000011,10-K,2026-02-06,YES,YES
MTDR,0001628280-26-003190,8-K,2026-01-23,YES,YES
MTH,0000833079-26-000006,8-K,2026-01-28,YES,YES
MTH,0000833079-26-000010,10-K,2026-02-13,YES,YES
MTW,0001193125-26-044669,8-K,2026-02-10,YES,YES
MTW,0001193125-26-042769,8-K,2026-02-09,YES,YES
MTW,0001193125-26-017317,8-K,2026-01-21,YES,YES
MU,0001104659-26-005366,8-K,2026-01-21,YES,YES
MU,0000723125-25-000044,8-K,2025-12-17,YES,YES
MU,0000723125-25-000046,10-Q,2025-12-17,YES,YES
MUR,0001628280-26-003863,8-K,2026-01-28,YES,YES
MUR,0000950103-26-000906,8-K,2026-01-23,YES,YES
MUR,0000950103-26-000244,8-K,2026-01-08,YES,YES
MUR,0000950103-26-000187,8-K,2026-01-06,YES,YES
MXL,0001288469-26-000009,8-K,2026-01-29,YES,YES
MXL,0001288469-26-000011,10-K,2026-01-29,YES,YES
MYGN,0000899923-26-000003,8-K,2026-01-12,YES,YES
NBIX,0000914475-26-000006,8-K,2026-02-11,YES,YES
NBIX,0000914475-26-000007,10-K,2026-02-11,YES,YES
NBR,0001104659-26-013392,8-K,2026-02-11,YES,YES
NBR,0001104659-26-004104,8-K,2026-01-15,YES,YES
NBR,0001104659-26-014997,10-K,2026-02-13,YES,YES
NCLH,0001171843-26-000788,8-K,2026-02-12,YES,YES
NDAQ,0001193125-26-028185,8-K,2026-01-29,YES,YES
NDAQ,0001193125-26-015293,8-K,2026-01-16,YES,YES
NDAQ,0001628280-26-007703,10-K,2026-02-12,YES,YES
NDSN,0000072331-26-000005,8-K,2026-02-02,YES,YES
NDSN,0000072331-25-000144,10-K,2025-12-17,YES,YES
NEO,0001628280-26-001746,8-K,2026-01-12,YES,YES
NEO,0001628280-25-059067,8-K,2025-12-30,YES,YES
NET,0001477333-26-000009,8-K,2026-02-10,YES,YES
NET,0001477333-26-000008,8-K,2026-02-10,YES,YES
NFE,0001749723-25-000156,8-K,2025-12-19,YES,YES
NFE,0001749723-25-000153,8-K,2025-12-17,YES,YES
NFLX,0001065280-26-000033,8-K,2026-01-20,YES,YES
NFLX,0001193125-26-015951,8-K,2026-01-20,YES,YES
NFLX,0001193125-25-327462,8-K,2025-12-22,YES,YES
NFLX,0001065280-26-000034,10-K,2026-01-23,YES,YES
NKE,0000320187-25-000138,8-K,2025-12-18,YES,YES
NKE,0000320187-25-000151,10-Q,2025-12-30,YES,YES
NMRK,0001213900-25-126585,8-K,2025-12-30,YES,YES
NOC,0001628280-26-008140,8-K,2026-02-13,YES,YES
NOC,0001133421-26-000002,8-K,2026-01-27,YES,YES
NOC,0001133421-26-000003,10-K,2026-01-27,YES,YES
NOG,0001104485-26-000002,8-K,2026-02-10,YES,YES
NOW,0001373715-26-000012,8-K,2026-02-11,YES,YES
NOW,0001373715-26-000005,8-K,2026-01-28,YES,YES
NOW,0001373715-25-000335,8-K,2025-12-23,YES,YES
NOW,0001373715-26-000007,10-K,2026-01-28,YES,YES
NRG,0001104659-26-010079,8-K,2026-02-04,YES,YES
NRG,0001104659-26-009194,8-K/A,2026-02-02,YES,YES
NRG,0001104659-26-008932,8-K,2026-02-02,YES,YES
NRG,0001104659-26-008567,8-K,2026-01-30,YES,YES
NRG,0001104659-26-001602,8-K,2026-01-07,YES,YES
NRG,0001104659-26-000204,8-K,2026-01-02,YES,YES
NRG,0001104659-26-009194,8-K/A,2026-02-02,YES,YES
NSC,0001193125-26-028244,8-K,2026-01-29,YES,YES
NSC,0001193125-25-327039,8-K,2025-12-19,YES,YES
NSC,0001628280-26-006268,10-K,2026-02-09,YES,YES
NSP,0001000753-26-000009,8-K,2026-02-10,YES,YES
NSP,0001000753-25-000121,8-K,2025-12-16,YES,YES
NSP,0001000753-26-000011,10-K,2026-02-10,YES,YES
NTAP,0001193125-26-010401,8-K,2026-01-12,YES,YES
NTLA,0001193125-26-023387,8-K,2026-01-27,YES,YES
NTLA,0001193125-26-008307,8-K,2026-01-09,YES,YES
NTNX,0001193125-25-328770,8-K,2025-12-22,YES,YES
NTNX,0001193125-25-321799,8-K,2025-12-17,YES,YES
NTRA,0001104659-26-002861,8-K,2026-01-12,YES,YES
NTRS,0000073124-26-000007,8-K,2026-02-10,YES,YES
NTRS,0000073124-26-000005,8-K,2026-01-22,YES,YES
NUE,0001193125-26-022733,8-K,2026-01-26,YES,YES
NVCR,0001645113-26-000010,8-K,2026-02-11,YES,YES
NVCR,0001645113-26-000007,8-K,2026-02-05,YES,YES
NVCR,0001645113-26-000003,8-K,2026-01-12,YES,YES
NVDA,0001045810-26-000003,8-K,2026-01-23,YES,YES
NVT,0001628280-26-005930,8-K,2026-02-06,YES,YES
NWL,0001193125-26-051284,8-K,2026-02-13,YES,YES
NWL,0000814453-26-000004,8-K,2026-02-06,YES,YES
NWL,0000814453-26-000008,10-K,2026-02-13,YES,YES
NXPI,0001413447-26-000005,8-K,2026-02-09,YES,YES
NXPI,0001193125-26-041255,8-K,2026-02-06,YES,YES
NXPI,0001413447-26-000003,8-K,2026-02-03,YES,YES
NXST,0001193125-26-034035,8-K,2026-02-02,YES,YES
NYT,0000071691-26-000008,8-K,2026-02-04,YES,YES
NYT,0000071691-26-000003,8-K,2026-01-21,YES,YES
O,0001104659-26-002136,8-K,2026-01-08,YES,YES
O,0001104659-26-001089,8-K,2026-01-06,YES,YES
O,0001104659-26-000642,8-K,2026-01-05,YES,YES
O,0000726728-25-000155,8-K,2025-12-29,YES,YES
OC,0001370946-26-000041,8-K,2026-02-06,YES,YES
ODFL,0001193125-26-036791,8-K,2026-02-04,YES,YES
OGS,0001587732-26-000004,8-K,2026-01-22,YES,YES
OGS,0001587732-26-000002,8-K,2026-01-20,YES,YES
OGS,0001193125-25-335291,8-K,2025-12-29,YES,YES
OGS,0001587732-25-000066,8-K,2025-12-19,YES,YES
OGS,0001587732-25-000064,8-K,2025-12-17,YES,YES
OHI,0000888491-26-000003,8-K,2026-02-04,YES,YES
OHI,0001104659-26-001774,8-K,2026-01-07,YES,YES
OHI,0000888491-26-000008,10-K,2026-02-09,YES,YES
OI,0001104659-26-012670,8-K,2026-02-10,YES,YES
OI,0001104659-26-014319,10-K,2026-02-12,YES,YES
OKE,0001039684-26-000002,8-K,2026-01-26,YES,YES
OKTA,0001660134-26-000003,8-K,2026-01-05,YES,YES
OKTA,0001660134-25-000173,8-K,2025-12-19,YES,YES
OLN,0000074303-26-000010,8-K,2026-02-12,YES,YES
OLN,0000074303-26-000005,8-K,2026-01-29,YES,YES
OLN,0000074303-26-000001,8-K,2026-01-08,YES,YES
OMC,0001213900-26-009522,8-K,2026-01-29,YES,YES
OMCL,0000926326-26-000003,8-K,2026-02-05,YES,YES
ON,0001140361-26-004405,8-K,2026-02-09,YES,YES
ON,0001097864-26-000006,10-K,2026-02-09,YES,YES
ORCL,0001193125-26-039344,8-K,2026-02-05,YES,YES
ORCL,0001193125-26-037840,8-K,2026-02-04,YES,YES
ORCL,0001193125-26-009002,8-K,2026-01-09,YES,YES
ORLY,0000898173-26-000006,8-K,2026-02-04,YES,YES
ORLY,0000898173-26-000003,8-K,2026-01-02,YES,YES
OVV,0001193125-26-034504,8-K,2026-02-03,YES,YES
OVV,0001193125-26-032051,8-K,2026-01-30,YES,YES
OVV,0001193125-26-029650,8-K,2026-01-29,YES,YES
OVV,0001193125-26-027435,8-K,2026-01-28,YES,YES
OVV,0001193125-26-021275,8-K,2026-01-23,YES,YES
OVV,0001193125-25-328926,8-K,2025-12-22,YES,YES
OXM,0001171843-26-000199,8-K,2026-01-12,YES,YES
OXY,0001628280-26-002483,8-K,2026-01-20,YES,YES
OXY,0001628280-26-000153,8-K,2026-01-02,YES,YES
PAA,0001070423-26-000011,8-K,2026-02-06,YES,YES
PAA,0001070423-26-000006,8-K/A,2026-01-15,YES,YES
PAA,0001070423-26-000006,8-K/A,2026-01-15,YES,YES
PACB,0001299130-26-000017,8-K,2026-02-12,YES,YES
PACB,0001299130-26-000012,8-K,2026-02-03,YES,YES
PACB,0001104659-26-009014,8-K,2026-02-02,YES,YES
PACB,0001299130-26-000005,8-K,2026-01-12,YES,YES
PAGP,0001581990-26-000009,8-K,2026-02-06,YES,YES
PAGP,0001581990-26-000004,8-K/A,2026-01-15,YES,YES
PAGP,0001581990-26-000004,8-K/A,2026-01-15,YES,YES
PANW,0001193125-26-045600,8-K,2026-02-11,YES,YES
PANW,0001193125-26-029489,8-K,2026-01-29,YES,YES
PAYC,0001193125-26-046562,8-K,2026-02-11,YES,YES
PAYC,0001193125-26-044917,8-K,2026-02-10,YES,YES
PAYC,0001193125-26-021302,8-K,2026-01-23,YES,YES
PAYX,0001193125-26-021794,8-K,2026-01-26,YES,YES
PAYX,0001193125-26-016044,8-K,2026-01-20,YES,YES
PAYX,0001193125-25-325838,8-K,2025-12-19,YES,YES
PAYX,0001193125-25-328698,10-Q,2025-12-22,YES,YES
PBF,0001534504-26-000008,8-K,2026-02-12,YES,YES
PBF,0001534504-26-000004,8-K,2026-01-02,YES,YES
PBF,0001534504-26-000010,10-K,2026-02-12,YES,YES
PCAR,0001193125-26-023374,8-K,2026-01-27,YES,YES
PCAR,0001193125-26-015349,8-K,2026-01-16,YES,YES
PCOR,0001628280-26-007662,8-K,2026-02-12,YES,YES
PCRX,0001628280-26-003717,8-K,2026-01-28,YES,YES
PCRX,0001628280-26-001335,8-K,2026-01-08,YES,YES
PCTY,0001591698-26-000005,8-K,2026-02-05,YES,YES
PCTY,0001591698-26-000007,10-Q,2026-02-06,YES,YES
PD,0001568100-26-000005,8-K,2026-02-04,YES,YES
PD,0001568100-26-000003,8-K,2026-01-20,YES,YES
PD,0001568100-25-000109,8-K,2025-12-31,YES,YES
PEG,0001193125-26-018045,8-K,2026-01-21,YES,YES
PEGA,0001013857-26-000019,8-K,2026-02-12,YES,YES
PEGA,0001013857-26-000015,8-K,2026-02-10,YES,YES
PEGA,0001013857-26-000009,8-K,2026-01-12,YES,YES
PEGA,0001013857-26-000004,8-K,2026-01-09,YES,YES
PEGA,0001013857-26-000017,10-K,2026-02-10,YES,YES
PEN,0000950103-26-000523,8-K,2026-01-15,YES,YES
PEP,0001104659-26-013379,8-K,2026-02-11,YES,YES
PEP,0000077476-26-000009,8-K,2026-02-02,YES,YES
PEP,0000077476-26-000007,10-K,2026-02-02,YES,YES
PFE,0000078003-26-000005,8-K,2026-02-03,YES,YES
PFE,0000078003-25-000167,8-K,2025-12-16,YES,YES
PFG,0001104659-26-012083,8-K,2026-02-09,YES,YES
PFG,0001104659-26-005778,8-K,2026-01-22,YES,YES
PFGC,0001193125-26-043019,8-K,2026-02-09,YES,YES
PFGC,0001193125-26-041923,8-K,2026-02-09,YES,YES
PFGC,0001193125-26-036704,8-K,2026-02-04,YES,YES
PFGC,0001193125-25-323612,8-K,2025-12-18,YES,YES
PFGC,0001193125-26-037614,10-Q,2026-02-04,YES,YES
PG,0000080424-26-000009,8-K,2026-01-22,YES,YES
PG,0000080424-26-000006,8-K,2026-01-22,YES,YES
PG,0000080424-26-000002,8-K,2026-01-13,YES,YES
PG,0000080424-26-000011,10-Q,2026-01-22,YES,YES
PGR,0000080661-26-000071,8-K,2026-01-28,YES,YES
PGR,0000080661-25-000142,8-K,2025-12-17,YES,YES
PH,0000076334-26-000005,8-K,2026-01-29,YES,YES
PH,0000076334-26-000008,10-Q,2026-01-30,YES,YES
PHM,0001104659-26-013404,8-K,2026-02-11,YES,YES
PHM,0001104659-26-011774,8-K,2026-02-09,YES,YES
PHM,0000822416-26-000003,8-K,2026-01-29,YES,YES
PHM,0000822416-26-000007,10-K,2026-02-04,YES,YES
PHR,0001412408-26-000042,8-K/A,2026-01-28,YES,YES
PHR,0001412408-26-000042,8-K/A,2026-01-28,YES,YES
PI,0001193125-26-039432,8-K,2026-02-05,YES,YES
PI,0001193125-26-011765,8-K,2026-01-13,YES,YES
PI,0001193125-25-328739,8-K,2025-12-22,YES,YES
PI,0001193125-26-042813,10-K,2026-02-09,YES,YES
PII,0001628280-26-003502,8-K,2026-01-26,YES,YES
PII,0001628280-26-001582,8-K,2026-01-09,YES,YES
PII,0001628280-26-008033,10-K,2026-02-13,YES,YES
PINS,0001506293-26-000019,8-K,2026-02-12,YES,YES
PINS,0001506293-26-000012,8-K,2026-02-09,YES,YES
PINS,0001506293-26-000009,8-K,2026-01-27,YES,YES
PINS,0001506293-26-000005,8-K,2026-01-20,YES,YES
PINS,0001506293-26-000021,10-K,2026-02-12,YES,YES
PKG,0001193125-26-025053,8-K,2026-01-27,YES,YES
PLCE,0001104659-26-014321,8-K,2026-02-12,YES,YES
PLCE,0001041859-25-000015,10-Q,2025-12-16,YES,YES
PLNT,0001637207-26-000006,8-K,2026-02-09,YES,YES
PLNT,0001637207-26-000002,8-K,2026-01-12,YES,YES
PLTK,0001828016-26-000003,8-K,2026-01-14,YES,YES
PLTR,0001321655-26-000004,8-K,2026-02-02,YES,YES
PNR,0000077360-26-000003,8-K,2026-02-03,YES,YES
PODD,0001145197-26-000007,8-K,2026-02-03,YES,YES
PODD,0001628280-25-058252,8-K,2025-12-19,YES,YES
PODD,0001145197-25-000077,8-K,2025-12-17,YES,YES
POR,0000784977-25-000181,8-K,2025-12-23,YES,YES
PPL,0000922224-26-000002,8-K,2026-01-30,YES,YES
PPL,0000922224-25-000062,8-K,2025-12-29,YES,YES
PRI,0001193125-26-046650,8-K,2026-02-11,YES,YES
PRI,0001193125-26-021183,8-K,2026-01-23,YES,YES
PRU,0001193125-26-045632,8-K,2026-02-11,YES,YES
PRU,0001193125-26-043795,8-K,2026-02-10,YES,YES
PRU,0001137774-26-000012,8-K,2026-02-03,YES,YES
PRU,0001193125-26-015991,8-K,2026-01-20,YES,YES
PRU,0001137774-26-000005,8-K,2026-01-15,YES,YES
PRU,0001193125-25-327631,8-K,2025-12-22,YES,YES
PRU,0001137774-26-000048,10-K,2026-02-12,YES,YES
PSA,0001628280-26-007684,8-K,2026-02-12,YES,YES
PSA,0001193125-26-048660,8-K,2026-02-12,YES,YES
PSA,0001628280-26-001156,8-K,2026-01-07,YES,YES
PSA,0001628280-26-007696,10-K,2026-02-12,YES,YES
PSN,0001193125-26-045483,8-K,2026-02-11,YES,YES
PSN,0001193125-26-014152,8-K,2026-01-15,YES,YES
PSN,0001193125-25-324802,8-K,2025-12-18,YES,YES
PSN,0001193125-26-045495,10-K,2026-02-11,YES,YES
PSX,0001534701-26-000003,8-K,2026-02-04,YES,YES
PTEN,0000889900-26-000010,8-K,2026-02-04,YES,YES
PTEN,0000889900-26-000002,8-K,2026-01-05,YES,YES
PTEN,0000889900-26-000013,10-K,2026-02-10,YES,YES
PTON,0001639825-26-000005,8-K,2026-02-05,YES,YES
PTON,0001639825-26-000008,10-Q,2026-02-05,YES,YES
PVH,0000078239-26-000005,8-K,2026-02-04,YES,YES
PZZA,0001628280-26-004194,8-K,2026-01-29,YES,YES
QCOM,0000804328-26-000016,8-K,2026-02-04,YES,YES
QCOM,0000804328-26-000008,8-K,2026-01-16,YES,YES
QCOM,0000804328-25-000098,8-K,2025-12-16,YES,YES
QCOM,0000804328-26-000017,10-Q,2026-02-04,YES,YES
QDEL,0001193125-26-051461,8-K,2026-02-13,YES,YES
QDEL,0001906324-26-000003,8-K,2026-02-11,YES,YES
QDEL,0001193125-26-039440,8-K,2026-02-05,YES,YES
QLYS,0001107843-26-000004,8-K,2026-02-05,YES,YES
QRVO,0000950103-26-001983,8-K,2026-02-11,YES,YES
QRVO,0000950103-26-001762,8-K,2026-02-06,YES,YES
QRVO,0000950103-26-001106,8-K,2026-01-28,YES,YES
QRVO,0001628280-26-003615,8-K,2026-01-27,YES,YES
QRVO,0001628280-26-003838,10-Q,2026-01-28,YES,YES
QSR,0001618756-26-000006,8-K,2026-02-12,YES,YES
QTWO,0001410384-26-000005,8-K,2026-02-11,YES,YES
QTWO,0001410384-26-000006,10-K,2026-02-11,YES,YES
QURE,0001104659-26-003075,8-K,2026-01-13,YES,YES
QURE,0001104659-26-002317,8-K,2026-01-09,YES,YES
R,0001628280-26-007107,8-K,2026-02-11,YES,YES
R,0001628280-26-003301,8-K,2026-01-23,YES,YES
R,0001628280-25-058084,8-K,2025-12-19,YES,YES
R,0000085961-26-000007,10-K,2026-02-11,YES,YES
RARE,0001193125-26-048738,8-K,2026-02-12,YES,YES
RARE,0001193125-26-034474,8-K,2026-02-03,YES,YES
RARE,0001193125-26-030590,8-K,2026-01-30,YES,YES
RARE,0001193125-26-009791,8-K,2026-01-12,YES,YES
RARE,0001193125-25-337099,8-K,2025-12-30,YES,YES
RARE,0001193125-25-332422,8-K,2025-12-29,YES,YES
RBLX,0001315098-26-000009,8-K,2026-02-05,YES,YES
RBLX,0001315098-26-000024,10-K,2026-02-11,YES,YES
RCL,0001104659-26-014730,8-K,2026-02-13,YES,YES
RCL,0000884887-26-000003,8-K,2026-01-29,YES,YES
RCL,0000884887-26-000007,10-K,2026-02-11,YES,YES
REGN,0000872589-26-000004,8-K,2026-01-30,YES,YES
REGN,0001104659-26-002691,8-K,2026-01-12,YES,YES
REGN,0000872589-26-000008,10-K,2026-02-04,YES,YES
REVG,0000950103-26-001130,8-K,2026-01-28,YES,YES
REVG,0000950103-26-000643,8-K,2026-01-20,YES,YES
RGA,0000898174-26-000003,8-K,2026-02-05,YES,YES
RGEN,0001193125-26-003467,8-K,2026-01-06,YES,YES
RGNX,0001193125-26-043342,8-K,2026-02-09,YES,YES
RGNX,0001193125-26-026139,8-K,2026-01-28,YES,YES
RH,0001104659-26-006620,8-K,2026-01-26,YES,YES
RIG,0001451505-26-000005,8-K,2026-02-11,YES,YES
RIG,0001104659-26-012387,8-K,2026-02-10,YES,YES
RIG,0001104659-26-011776,8-K,2026-02-09,YES,YES
RIG,0001451505-26-000003,8-K,2026-01-05,YES,YES
RIVN,0001874178-26-000007,8-K,2026-02-12,YES,YES
RIVN,0001874178-26-000002,8-K,2026-01-02,YES,YES
RIVN,0001874178-25-000060,8-K,2025-12-19,YES,YES
RIVN,0001874178-26-000008,10-K,2026-02-12,YES,YES
RJF,0000720005-26-000030,8-K,2026-01-28,YES,YES
RJF,0000720005-26-000028,8-K,2026-01-15,YES,YES
RJF,0000720005-25-000097,8-K,2025-12-17,YES,YES
RJF,0000720005-26-000035,10-Q,2026-02-06,YES,YES
RKLB,0001819994-26-000004,8-K,2026-01-21,YES,YES
RKLB,0001819994-25-000024,8-K,2025-12-19,YES,YES
RL,0001628280-26-005615,8-K,2026-02-05,YES,YES
RL,0000950142-26-000179,8-K,2026-01-15,YES,YES
RL,0001628280-26-005784,10-Q,2026-02-05,YES,YES
RNG,0001384905-26-000003,8-K,2026-01-05,YES,YES
RNR,0000913144-26-000003,8-K,2026-02-03,YES,YES
RNR,0000913144-25-000099,8-K,2025-12-22,YES,YES
RNR,0000913144-26-000012,10-K,2026-02-11,YES,YES
ROK,0001024478-26-000007,8-K,2026-02-13,YES,YES
ROK,0001024478-26-000003,8-K,2026-02-05,YES,YES
ROK,0001024478-26-000005,10-Q,2026-02-05,YES,YES
ROKU,0001628280-26-007670,8-K,2026-02-12,YES,YES
ROKU,0001628280-26-008114,10-K,2026-02-13,YES,YES
ROP,0000882835-26-000003,8-K,2026-01-27,YES,YES
RPD,0001560327-26-000004,8-K,2026-02-10,YES,YES
RSG,0001060391-26-000072,8-K,2026-02-13,YES,YES
RSG,0001060391-26-000066,8-K,2026-02-12,YES,YES
RUN,0001193125-26-003449,8-K,2026-01-06,YES,YES
RVLV,0001193125-26-037611,8-K,2026-02-04,YES,YES
RYTM,0001628280-26-001459,8-K,2026-01-09,YES,YES
RYTM,0001104659-25-123108,8-K,2025-12-19,YES,YES
S,0001583708-26-000006,8-K/A,2026-01-20,YES,YES
S,0001583708-26-000003,8-K,2026-01-14,YES,YES
S,0001583708-26-000006,8-K/A,2026-01-20,YES,YES
SAIC,0001571123-26-000008,8-K,2026-02-11,YES,YES
SBUX,0000829224-26-000010,8-K,2026-01-28,YES,YES
SBUX,0000829224-26-000011,10-Q,2026-01-28,YES,YES
SEE,0001193125-25-335531,8-K,2025-12-29,YES,YES
SEE,0001193125-25-321673,8-K,2025-12-17,YES,YES
SGRY,0001104659-25-121563,8-K,2025-12-16,YES,YES
SHAK,0001620533-26-000008,8-K,2026-01-12,YES,YES
SHOO,0001493152-26-001108,8-K,2026-01-09,YES,YES
SHOP,0001594805-26-000006,8-K,2026-02-11,YES,YES
SHOP,0001594805-26-000007,10-K,2026-02-11,YES,YES
SHW,0001193125-26-042049,8-K,2026-02-09,YES,YES
SHW,0000089800-26-000003,8-K,2026-01-29,YES,YES
SIBN,0001459839-26-000010,8-K,2026-01-12,YES,YES
SLAB,0001038074-26-000002,8-K,2026-02-04,YES,YES
SLAB,0001193125-26-036712,8-K,2026-02-04,YES,YES
SLAB,0001038074-26-000005,10-K,2026-02-10,YES,YES
SLB,0001193125-26-020133,8-K,2026-01-23,YES,YES
SLB,0001193125-26-021017,10-K,2026-01-23,YES,YES
SLG,0001628280-26-004077,8-K,2026-01-29,YES,YES
SLGN,0001628280-26-005470,8-K,2026-02-04,YES,YES
SMCI,0001375365-26-000006,8-K,2026-02-03,YES,YES
SMCI,0001375365-26-000005,8-K,2026-01-29,YES,YES
SMCI,0001375365-26-000004,8-K,2026-01-26,YES,YES
SMCI,0001375365-26-000002,8-K/A,2026-01-02,YES,YES
SMCI,0001375365-26-000001,8-K,2026-01-02,YES,YES
SMCI,0001375365-25-000031,8-K,2025-12-29,YES,YES
SMCI,0001375365-26-000007,10-Q,2026-02-06,YES,YES
SMCI,0001375365-26-000002,8-K/A,2026-01-02,YES,YES
SMG,0000825542-26-000005,8-K,2026-01-29,YES,YES
SMG,0000825542-26-000003,8-K,2026-01-28,YES,YES
SMG,0000825542-26-000008,10-Q,2026-02-04,YES,YES
SMPL,0001104659-26-009211,8-K,2026-02-02,YES,YES
SMPL,0001104659-26-005379,8-K,2026-01-21,YES,YES
SMPL,0001702744-26-000004,8-K,2026-01-08,YES,YES
