ticker,accession,formType,filedAt,category
PKG,0001193125-25-268514,10-Q,2025-11-06,NO_FETCH
PLNT,0001637207-25-000075,8-K,2025-11-06,NO_FETCH
PLTK,0001828016-25-000046,8-K,2025-11-06,NO_FETCH
PLTK,0001828016-25-000048,10-Q,2025-11-06,NO_FETCH
PODD,0001145197-25-000067,8-K,2025-11-06,NO_FETCH
PODD,0001145197-25-000069,10-Q,2025-11-06,NO_FETCH
PRI,0001193125-25-268668,10-Q,2025-11-06,NO_FETCH
PRTA,0001559053-25-000042,8-K,2025-11-06,NO_FETCH
PRTA,0001559053-25-000044,10-Q,2025-11-06,NO_FETCH
PTON,0001639825-25-000183,8-K,2025-11-06,NO_FETCH
PTON,0001639825-25-000185,10-Q,2025-11-06,NO_FETCH
PZZA,0001628280-25-049840,8-K,2025-11-06,NO_FETCH
PZZA,0001628280-25-049845,10-Q,2025-11-06,NO_FETCH
RGNX,0001193125-25-268101,8-K,2025-11-06,NO_FETCH
RGNX,0001193125-25-268095,10-Q,2025-11-06,NO_FETCH
RL,0001628280-25-049886,8-K,2025-11-06,NO_FETCH
RL,0001628280-25-049927,10-Q,2025-11-06,NO_FETCH
ROK,0001024478-25-000112,8-K,2025-11-06,NO_FETCH
RUN,0001628280-25-050170,8-K,2025-11-06,NO_FETCH
RUN,0001628280-25-050191,10-Q,2025-11-06,NO_FETCH
SBAC,0001034054-25-000010,10-Q,2025-11-06,NO_FETCH
SEDG,0001178913-25-003678,10-Q,2025-11-06,NO_FETCH
SHLS,0001831651-25-000095,8-K,2025-11-06,NO_FETCH
SLGN,0001628280-25-050232,8-K,2025-11-06,NO_FETCH
SPG,0001104659-25-107395,10-Q,2025-11-06,NO_FETCH
SPT,0001517375-25-000142,10-Q,2025-11-06,NO_FETCH
SSTK,0001549346-25-000047,8-K,2025-11-06,NO_FETCH
SYNA,0000817720-25-000113,8-K,2025-11-06,NO_FETCH
SYNA,0000817720-25-000115,10-Q,2025-11-06,NO_FETCH
TFX,0000096943-25-000136,8-K,2025-11-06,NO_FETCH
TFX,0000096943-25-000138,10-Q,2025-11-06,NO_FETCH
TNDM,0001438133-25-000186,8-K,2025-11-06,NO_FETCH
TNDM,0001438133-25-000187,10-Q,2025-11-06,NO_FETCH
TRIP,0001193125-25-268036,8-K,2025-11-06,NO_FETCH
TRIP,0001193125-25-268047,10-Q,2025-11-06,NO_FETCH
TROX,0001140361-25-040677,8-K,2025-11-06,NO_FETCH
TROX,0001530804-25-000019,10-Q,2025-11-06,NO_FETCH
TSCO,0000916365-25-000163,10-Q,2025-11-06,NO_FETCH
TSE,0001104659-25-107750,8-K,2025-11-06,NO_FETCH
TTD,0001671933-25-000143,8-K,2025-11-06,NO_FETCH
TTD,0001671933-25-000144,10-Q,2025-11-06,NO_FETCH
TTWO,0001628280-25-050182,8-K,2025-11-06,NO_FETCH
TTWO,0001628280-25-050326,10-Q,2025-11-06,NO_FETCH
TXG,0001770787-25-000058,8-K,2025-11-06,NO_FETCH
TXG,0001628280-25-050332,10-Q,2025-11-06,NO_FETCH
TXRH,0001104659-25-107724,8-K,2025-11-06,NO_FETCH
UNP,0001193125-25-270046,8-K,2025-11-06,NO_FETCH
USFD,0001665918-25-000144,8-K,2025-11-06,NO_FETCH
USFD,0001665918-25-000146,10-Q,2025-11-06,NO_FETCH
VCTR,0001193125-25-269768,8-K,2025-11-06,NO_FETCH
VOYA,0001535929-25-000115,10-Q,2025-11-06,NO_FETCH
VST,0001193125-25-268033,8-K,2025-11-06,NO_FETCH
VST,0001692819-25-000094,10-Q,2025-11-06,NO_FETCH
WEC,0001104659-25-107462,8-K,2025-11-06,NO_FETCH
WHR,0001193125-25-269476,8-K,2025-11-06,NO_FETCH
WMS,0001604028-25-000041,8-K,2025-11-06,NO_FETCH
WMS,0001604028-25-000043,10-Q,2025-11-06,NO_FETCH
WWW,0001628280-25-049956,10-Q,2025-11-06,NO_FETCH
XPOF,0001193125-25-269609,8-K,2025-11-06,NO_FETCH
XRAY,0000818479-25-000254,8-K,2025-11-06,NO_FETCH
XRAY,0000818479-25-000253,8-K,2025-11-06,NO_FETCH
XRAY,0000818479-25-000257,10-Q,2025-11-06,NO_FETCH
YELP,0001345016-25-000067,8-K,2025-11-06,NO_FETCH
YETI,0001670592-25-000046,8-K,2025-11-06,NO_FETCH
YETI,0001670592-25-000048,10-Q,2025-11-06,NO_FETCH
ZYME,0001937653-25-000076,8-K,2025-11-06,NO_FETCH
ZYME,0001937653-25-000077,10-Q,2025-11-06,NO_FETCH
AJG,0001628280-25-050734,10-Q,2025-11-07,NO_FETCH
AKAM,0001086222-25-000256,10-Q,2025-11-07,NO_FETCH
ALSN,0001193125-25-270819,8-K,2025-11-07,NO_FETCH
AMCX,0001514991-25-000052,8-K,2025-11-07,NO_FETCH
AMCX,0001514991-25-000055,10-Q,2025-11-07,NO_FETCH
AMT,0001053507-25-000153,8-K,2025-11-07,NO_FETCH
APO,0001193125-25-272452,8-K,2025-11-07,NO_FETCH
ATEC,0001193125-25-271197,8-K,2025-11-07,NO_FETCH
BEN,0000038777-25-000234,8-K,2025-11-07,NO_FETCH
BMBL,0001830043-25-000046,10-Q,2025-11-07,NO_FETCH
BXP,0001037540-25-000013,10-Q,2025-11-07,NO_FETCH
CBRE,0001193125-25-272474,8-K,2025-11-07,NO_FETCH
CEG,0001868275-25-000089,8-K,2025-11-07,NO_FETCH
CEG,0001868275-25-000092,10-Q,2025-11-07,NO_FETCH
CG,0001527166-25-000125,10-Q,2025-11-07,NO_FETCH
CHRW,0001043277-25-000058,8-K/A,2025-11-07,NO_FETCH
CHRW,0001043277-25-000058,8-K/A,2025-11-07,NO_FETCH
CPT,0001628280-25-050524,10-Q,2025-11-07,NO_FETCH
DBX,0001467623-25-000129,10-Q,2025-11-07,NO_FETCH
DDOG,0001561550-25-000313,10-Q,2025-11-07,NO_FETCH
DIS,0001744489-25-000147,8-K,2025-11-07,NO_FETCH
DK,0001628280-25-050409,8-K,2025-11-07,NO_FETCH
DK,0001628280-25-050541,10-Q,2025-11-07,NO_FETCH
DTE,0000936340-25-000231,8-K,2025-11-07,NO_FETCH
DUK,0001326160-25-000192,10-Q,2025-11-07,NO_FETCH
DV,0001104659-25-108132,8-K,2025-11-07,NO_FETCH
DV,0001104659-25-108136,10-Q,2025-11-07,NO_FETCH
EQH,0001333986-25-000068,10-Q,2025-11-07,NO_FETCH
ETR,0001193125-25-271448,8-K,2025-11-07,NO_FETCH
EXEL,0000939767-25-000133,8-K,2025-11-07,NO_FETCH
FLR,0001124198-25-000076,8-K,2025-11-07,NO_FETCH
FSLY,0001517413-25-000299,10-Q,2025-11-07,NO_FETCH
FUN,0001999001-25-000171,8-K,2025-11-07,NO_FETCH
FUN,0001999001-25-000175,10-Q,2025-11-07,NO_FETCH
G,0001398659-25-000109,10-Q,2025-11-07,NO_FETCH
GH,0001193125-25-272592,8-K,2025-11-07,NO_FETCH
GILD,0000882095-25-000047,10-Q,2025-11-07,NO_FETCH
H,0001104659-25-108510,8-K,2025-11-07,NO_FETCH
HAIN,0001193125-25-271009,8-K,2025-11-07,NO_FETCH
HAIN,0001193125-25-272288,10-Q,2025-11-07,NO_FETCH
HOLX,0001140361-25-041153,8-K,2025-11-07,NO_FETCH
HUN,0001437749-25-033805,10-Q,2025-11-07,NO_FETCH
INDI,0001193125-25-272468,10-Q,2025-11-07,NO_FETCH
JKHY,0000779152-25-000092,10-Q,2025-11-07,NO_FETCH
KKR,0001404912-25-000040,8-K,2025-11-07,NO_FETCH
KKR,0001404912-25-000042,10-Q,2025-11-07,NO_FETCH
KLAC,0001193125-25-272448,8-K,2025-11-07,NO_FETCH
KMB,0001628280-25-050635,8-K,2025-11-07,NO_FETCH
MKTX,0001193125-25-270945,8-K,2025-11-07,NO_FETCH
MKTX,0001193125-25-272335,10-Q,2025-11-07,NO_FETCH
MSTR,0001193125-25-271105,8-K,2025-11-07,NO_FETCH
MTD,0001037646-25-000058,10-Q,2025-11-07,NO_FETCH
NOG,0001104485-25-000159,10-Q,2025-11-07,NO_FETCH
O,0001104659-25-108174,8-K,2025-11-07,NO_FETCH
ORLY,0000898173-25-000057,10-Q,2025-11-07,NO_FETCH
OVV,0001193125-25-272570,8-K,2025-11-07,NO_FETCH
PAA,0001070423-25-000026,10-Q,2025-11-07,NO_FETCH
PAGP,0001581990-25-000028,10-Q,2025-11-07,NO_FETCH
PH,0000076334-25-000071,10-Q,2025-11-07,NO_FETCH
PLNT,0001637207-25-000077,10-Q,2025-11-07,NO_FETCH
PNW,0000764622-25-000090,8-K,2025-11-07,NO_FETCH
RIVN,0001874178-25-000056,8-K,2025-11-07,NO_FETCH
RYTM,0001104659-25-108154,8-K,2025-11-07,NO_FETCH
SBGI,0001971213-25-000073,10-Q,2025-11-07,NO_FETCH
SBGI,0001971213-25-000073,10-Q,2025-11-07,NO_FETCH
SMCI,0001375365-25-000030,10-Q,2025-11-07,NO_FETCH
STAA,0001193125-25-271708,8-K,2025-11-07,NO_FETCH
TMHC,0001193125-25-272287,8-K,2025-11-07,NO_FETCH
TRGP,0001193125-25-272333,8-K,2025-11-07,NO_FETCH
TSE,0001104659-25-108273,10-Q,2025-11-07,NO_FETCH
TSLA,0001104659-25-108507,8-K,2025-11-07,NO_FETCH
TXRH,0001104659-25-108178,10-Q,2025-11-07,NO_FETCH
UHS,0001193125-25-272385,10-Q,2025-11-07,NO_FETCH
UNH,0000731766-25-000308,8-K,2025-11-07,NO_FETCH
VCTR,0001193125-25-271198,10-Q,2025-11-07,NO_FETCH
VRNT,0001193125-25-272344,8-K,2025-11-07,NO_FETCH
VSAT,0001193125-25-272331,8-K,2025-11-07,NO_FETCH
VSAT,0001193125-25-272830,10-Q,2025-11-07,NO_FETCH
W,0001193125-25-272454,8-K,2025-11-07,NO_FETCH
WEC,0000783325-25-000063,8-K,2025-11-07,NO_FETCH
WERN,0000793074-25-000058,10-Q,2025-11-07,NO_FETCH
WMG,0001193125-25-271139,8-K,2025-11-07,NO_FETCH
WSO,0001193125-25-272272,10-Q,2025-11-07,NO_FETCH
XPOF,0001193125-25-272807,10-Q,2025-11-07,NO_FETCH
XRAY,0000818479-25-000267,8-K/A,2025-11-07,NO_FETCH
XRAY,0000818479-25-000267,8-K/A,2025-11-07,NO_FETCH
YELP,0001345016-25-000071,10-Q,2025-11-07,NO_FETCH
YUM,0001041061-25-000109,10-Q,2025-11-07,NO_FETCH
NFE,0001749723-25-000135,NT 10-Q,2025-11-12,FETCH_BUT_MISSING
QRVO,0000950103-25-015462,8-K,2025-11-28,NO_FETCH
WHR,0001193125-25-301150,8-K,2025-11-28,NO_FETCH
ALT,0001104659-25-117144,8-K,2025-12-01,NO_FETCH
BBY,0000764478-25-000052,8-K,2025-12-01,NO_FETCH
BDX,0001628280-25-054447,8-K/A,2025-12-01,NO_FETCH
BDX,0001628280-25-054447,8-K/A,2025-12-01,NO_FETCH
MSTR,0001193125-25-303157,8-K,2025-12-01,NO_FETCH
NDAQ,0001193125-25-303909,8-K,2025-12-01,NO_FETCH
NVCR,0001645113-25-000045,8-K,2025-12-01,NO_FETCH
NWL,0001193125-25-303185,8-K,2025-12-01,NO_FETCH
O,0001104659-25-117419,8-K,2025-12-01,NO_FETCH
OGS,0001587732-25-000060,8-K,2025-12-01,NO_FETCH
OMC,0001193125-25-304068,8-K,2025-12-01,NO_FETCH
ORLY,0000898173-25-000062,8-K,2025-12-01,NO_FETCH
OVV,0001193125-25-304036,8-K,2025-12-01,NO_FETCH
PLNT,0001637207-25-000081,8-K,2025-12-01,NO_FETCH
SNPS,0001193125-25-303209,8-K,2025-12-01,NO_FETCH
TMO,0001140361-25-043790,8-K,2025-12-01,NO_FETCH
TXRH,0001104659-25-117423,8-K,2025-12-01,NO_FETCH
URI,0001104659-25-117306,8-K,2025-12-01,NO_FETCH
WMB,0001193125-25-304001,8-K,2025-12-01,NO_FETCH
WMG,0001193125-25-303579,8-K,2025-12-01,NO_FETCH
XENE,0001193125-25-303862,8-K,2025-12-01,NO_FETCH
VNOM,0001104659-25-120446,8-K,2025-12-12,FETCH_BUT_MISSING
VNOM,0001104659-25-125257,8-K,2025-12-30,FETCH_BUT_MISSING
AFRM,0001628280-26-005772,8-K,2026-02-05,NO_FETCH
AFRM,0001628280-26-005855,10-Q,2026-02-05,NO_FETCH
AMZN,0001018724-26-000002,8-K,2026-02-05,NO_FETCH
AMZN,0001018724-26-000004,10-K,2026-02-05,NO_FETCH
APH,0001104659-26-010676,8-K,2026-02-05,NO_FETCH
ARWR,0000879407-26-000033,8-K,2026-02-05,NO_FETCH
ARWR,0000879407-26-000034,10-Q,2026-02-05,NO_FETCH
BDX,0001193125-26-039448,8-K,2026-02-05,NO_FETCH
BDX,0001628280-26-005793,8-K,2026-02-05,NO_FETCH
BE,0001628280-26-005798,8-K,2026-02-05,NO_FETCH
BEAM,0001193125-26-039365,8-K,2026-02-05,NO_FETCH
BEN,0000038777-26-000051,8-K,2026-02-05,NO_FETCH
BILL,0001628280-26-005753,8-K,2026-02-05,NO_FETCH
BILL,0001628280-26-005879,10-Q,2026-02-05,NO_FETCH
BMY,0000014272-26-000002,8-K,2026-02-05,NO_FETCH
BSX,0000885725-26-000008,8-K,2026-02-05,NO_FETCH
BWA,0000908255-26-000003,8-K,2026-02-05,NO_FETCH
CAH,0000721371-26-000004,8-K,2026-02-05,NO_FETCH
CAH,0000721371-26-000006,10-Q,2026-02-05,NO_FETCH
CG,0001527166-26-000002,8-K,2026-02-05,NO_FETCH
CI,0001140361-26-003768,8-K,2026-02-05,NO_FETCH
CLSK,0001193125-26-039382,8-K,2026-02-05,NO_FETCH
CLSK,0001193125-26-039538,10-Q,2026-02-05,NO_FETCH
COTY,0001024305-26-000013,8-K,2026-02-05,NO_FETCH
CPT,0001628280-26-005842,8-K,2026-02-05,NO_FETCH
DLR,0001104659-26-010887,8-K,2026-02-05,NO_FETCH
DOCS,0001516513-26-000004,8-K,2026-02-05,NO_FETCH
DOCS,0001516513-26-000006,10-Q,2026-02-05,NO_FETCH
EL,0001001250-26-000004,8-K,2026-02-05,NO_FETCH
EL,0001001250-26-000006,10-Q,2026-02-05,NO_FETCH
ELF,0001600033-26-000007,10-Q,2026-02-05,NO_FETCH
ENR,0001632790-26-000034,8-K,2026-02-05,NO_FETCH
ENR,0001632790-26-000038,10-Q,2026-02-05,NO_FETCH
EQR,0001193125-26-039455,8-K,2026-02-05,NO_FETCH
FAST,0000815556-26-000009,10-K,2026-02-05,NO_FETCH
FDX,0001104659-26-011069,8-K,2026-02-05,NO_FETCH
FFIV,0001048695-26-000023,10-Q,2026-02-05,NO_FETCH
FLR,0001124198-26-000005,8-K,2026-02-05,NO_FETCH
FLS,0001193125-26-039379,8-K,2026-02-05,NO_FETCH
G,0001398659-26-000002,8-K,2026-02-05,NO_FETCH
HAE,0000313143-26-000009,8-K,2026-02-05,NO_FETCH
HAE,0000313143-26-000010,10-Q,2026-02-05,NO_FETCH
HII,0001501585-26-000004,8-K,2026-02-05,NO_FETCH
HII,0001501585-26-000006,10-K,2026-02-05,NO_FETCH
HP,0000046765-26-000012,10-Q,2026-02-05,NO_FETCH
HSY,0001628280-26-005604,8-K,2026-02-05,NO_FETCH
HUBG,0001193125-26-039396,8-K,2026-02-05,NO_FETCH
ICE,0001104659-26-010646,8-K,2026-02-05,NO_FETCH
ICE,0001571949-26-000004,10-K,2026-02-05,NO_FETCH
ILMN,0001110803-26-000018,8-K,2026-02-05,NO_FETCH
KKR,0001404912-26-000002,8-K,2026-02-05,NO_FETCH
KKR,0001140361-26-003765,8-K,2026-02-05,NO_FETCH
LUV,0000092380-26-000004,10-K,2026-02-05,NO_FETCH
MBUU,0001590976-26-000005,8-K,2026-02-05,NO_FETCH
MBUU,0001590976-26-000007,10-Q,2026-02-05,NO_FETCH
MCHP,0000827054-26-000008,8-K,2026-02-05,NO_FETCH
MCHP,0000827054-26-000009,10-Q,2026-02-05,NO_FETCH
MKSI,0001193125-26-038565,8-K,2026-02-05,NO_FETCH
MMM,0000066740-26-000037,8-K,2026-02-05,NO_FETCH
MOH,0001179929-26-000002,8-K,2026-02-05,NO_FETCH
MPWR,0001437749-26-003191,8-K,2026-02-05,NO_FETCH
MSTR,0001050446-26-000012,8-K,2026-02-05,NO_FETCH
MTD,0001037646-26-000008,8-K,2026-02-05,NO_FETCH
NVCR,0001645113-26-000007,8-K,2026-02-05,NO_FETCH
OMCL,0000926326-26-000003,8-K,2026-02-05,NO_FETCH
ORCL,0001193125-26-039344,8-K,2026-02-05,NO_FETCH
PCTY,0001591698-26-000005,8-K,2026-02-05,NO_FETCH
PI,0001193125-26-039432,8-K,2026-02-05,NO_FETCH
PTON,0001639825-26-000005,8-K,2026-02-05,NO_FETCH
PTON,0001639825-26-000008,10-Q,2026-02-05,NO_FETCH
QDEL,0001193125-26-039440,8-K,2026-02-05,NO_FETCH
QLYS,0001107843-26-000004,8-K,2026-02-05,NO_FETCH
RBLX,0001315098-26-000009,8-K,2026-02-05,NO_FETCH
RGA,0000898174-26-000003,8-K,2026-02-05,NO_FETCH
RL,0001628280-26-005615,8-K,2026-02-05,NO_FETCH
RL,0001628280-26-005784,10-Q,2026-02-05,NO_FETCH
ROK,0001024478-26-000003,8-K,2026-02-05,NO_FETCH
ROK,0001024478-26-000005,10-Q,2026-02-05,NO_FETCH
SPB,0000109177-26-000007,8-K,2026-02-05,NO_FETCH
SPB,0000109177-26-000010,10-Q,2026-02-05,NO_FETCH
SPG,0001104659-26-010999,8-K,2026-02-05,NO_FETCH
SPG,0001104659-26-010904,8-K,2026-02-05,NO_FETCH
STAA,0001193125-26-038534,8-K,2026-02-05,NO_FETCH
SYNA,0000817720-26-000015,8-K,2026-02-05,NO_FETCH
SYNA,0000817720-26-000017,10-Q,2026-02-05,NO_FETCH
TEAM,0001650372-26-000008,8-K,2026-02-05,NO_FETCH
TOL,0000794170-26-000046,8-K,2026-02-05,NO_FETCH
TPG,0001880661-26-000003,8-K,2026-02-05,NO_FETCH
TW,0001758730-26-000014,8-K,2026-02-05,NO_FETCH
TW,0001758730-26-000015,10-K,2026-02-05,NO_FETCH
VSAT,0001193125-26-039528,8-K,2026-02-05,NO_FETCH
WEC,0000783325-26-000011,8-K,2026-02-05,NO_FETCH
WERN,0000793074-26-000009,8-K,2026-02-05,NO_FETCH
WGO,0000107687-26-000006,8-K,2026-02-05,NO_FETCH
WMG,0001319161-26-000007,8-K,2026-02-05,NO_FETCH
WMG,0001193125-26-038593,8-K,2026-02-05,NO_FETCH
WMS,0001604028-26-000004,8-K,2026-02-05,NO_FETCH
WMS,0001604028-26-000007,10-Q,2026-02-05,NO_FETCH
ZTS,0001555280-26-000003,8-K,2026-02-05,NO_FETCH
ACMR,0001680062-26-000020,8-K,2026-02-06,NO_FETCH
BAH,0001443646-26-000003,8-K,2026-02-06,NO_FETCH
BR,0001383312-26-000007,8-K,2026-02-06,NO_FETCH
CBOE,0001628280-26-005944,8-K,2026-02-06,NO_FETCH
DAN,0001193125-26-041304,8-K,2026-02-06,NO_FETCH
EMR,0000032604-26-000017,8-K,2026-02-06,NO_FETCH
EPC,0001628280-26-006076,8-K,2026-02-06,NO_FETCH
HAL,0000045012-26-000015,10-K,2026-02-06,NO_FETCH
HOLX,0001193125-26-040333,8-K,2026-02-06,NO_FETCH
HPE,0001645590-26-000010,8-K,2026-02-06,NO_FETCH
JKHY,0000779152-26-000009,10-Q,2026-02-06,NO_FETCH
LBRT,0001999371-26-002794,8-K,2026-02-06,NO_FETCH
LUV,0000092380-26-000006,10-K/A,2026-02-06,NO_FETCH
LUV,0000092380-26-000006,10-K/A,2026-02-06,NO_FETCH
MAA,0001193125-26-041208,10-K,2026-02-06,NO_FETCH
MAR,0001193125-26-041097,8-K,2026-02-06,NO_FETCH
MHK,0000851968-26-000002,8-K,2026-02-06,NO_FETCH
MKTX,0001193125-26-040253,8-K,2026-02-06,NO_FETCH
MOH,0001437749-26-003384,8-K,2026-02-06,NO_FETCH
MRVL,0001193125-26-040202,8-K,2026-02-06,NO_FETCH
MTD,0001037646-26-000011,10-K,2026-02-06,NO_FETCH
NVT,0001628280-26-005930,8-K,2026-02-06,NO_FETCH
NWL,0000814453-26-000004,8-K,2026-02-06,NO_FETCH
NXPI,0001193125-26-041255,8-K,2026-02-06,NO_FETCH
OC,0001370946-26-000041,8-K,2026-02-06,NO_FETCH
PAA,0001070423-26-000011,8-K,2026-02-06,NO_FETCH
PAGP,0001581990-26-000009,8-K,2026-02-06,NO_FETCH
PCTY,0001591698-26-000007,10-Q,2026-02-06,NO_FETCH
QRVO,0000950103-26-001762,8-K,2026-02-06,NO_FETCH
RJF,0000720005-26-000035,10-Q,2026-02-06,NO_FETCH
SMCI,0001375365-26-000007,10-Q,2026-02-06,NO_FETCH
TEAM,0001650372-26-000011,10-Q,2026-02-06,NO_FETCH
TWST,0001581280-26-000022,8-K,2026-02-06,NO_FETCH
TXN,0001193125-26-040312,8-K,2026-02-06,NO_FETCH
TXN,0000097476-26-000059,10-K,2026-02-06,NO_FETCH
UNP,0000100885-26-000037,10-K,2026-02-06,NO_FETCH
UPS,0001628280-26-006089,8-K,2026-02-06,NO_FETCH
VSAT,0001193125-26-041421,10-Q,2026-02-06,NO_FETCH
W,0001616707-26-000015,8-K,2026-02-06,NO_FETCH
WEC,0000783325-26-000014,8-K,2026-02-06,NO_FETCH
YELP,0001345016-26-000007,8-K,2026-02-06,NO_FETCH
ACM,0001104659-26-012069,8-K,2026-02-09,NO_FETCH
AEE,0001104659-26-012085,8-K,2026-02-09,NO_FETCH
AMC,0001104659-26-011781,8-K,2026-02-09,NO_FETCH
APO,0001858681-26-000007,8-K,2026-02-09,NO_FETCH
AR,0001104659-26-012158,8-K,2026-02-09,NO_FETCH
AVXL,0001731122-26-000193,8-K,2026-02-09,NO_FETCH
AVXL,0001731122-26-000200,10-Q,2026-02-09,NO_FETCH
BDX,0001193125-26-042827,8-K,2026-02-09,NO_FETCH
BDX,0001628280-26-006182,8-K,2026-02-09,NO_FETCH
BDX,0000010795-26-000005,10-Q,2026-02-09,NO_FETCH
BE,0001628280-26-006516,10-K,2026-02-09,NO_FETCH
BRX,0001581068-26-000006,8-K,2026-02-09,NO_FETCH
BRX,0001581068-26-000007,10-K,2026-02-09,NO_FETCH
CHGG,0001364954-26-000009,8-K,2026-02-09,NO_FETCH
CLF,0000764065-26-000022,8-K,2026-02-09,NO_FETCH
CLF,0000764065-26-000025,10-K,2026-02-09,NO_FETCH
DT,0001773383-26-000006,8-K,2026-02-09,NO_FETCH
DT,0001773383-26-000008,10-Q,2026-02-09,NO_FETCH
DTE,0000936340-26-000047,8-K,2026-02-09,NO_FETCH
DUK,0001326160-26-000007,8-K,2026-02-09,NO_FETCH
ENTA,0001193125-26-042812,8-K,2026-02-09,NO_FETCH
EPC,0001628280-26-006183,8-K,2026-02-09,NO_FETCH
EQT,0001104659-26-011726,8-K,2026-02-09,NO_FETCH
FDX,0001104659-26-012106,8-K,2026-02-09,NO_FETCH
FIVE,0001193125-26-042901,8-K,2026-02-09,NO_FETCH
GT,0001193125-26-042892,8-K,2026-02-09,NO_FETCH
HAIN,0001193125-26-041905,8-K,2026-02-09,NO_FETCH
HAIN,0001193125-26-041911,10-Q,2026-02-09,NO_FETCH
HLIT,0001193125-26-042914,8-K,2026-02-09,NO_FETCH
IEX,0001193125-26-042918,8-K,2026-02-09,NO_FETCH
KR,0001104659-26-012061,8-K,2026-02-09,NO_FETCH
KRC,0001628280-26-006492,8-K,2026-02-09,NO_FETCH
LH,0000920148-26-000019,8-K,2026-02-09,NO_FETCH
MSTR,0001193125-26-041944,8-K,2026-02-09,NO_FETCH
MTW,0001193125-26-042769,8-K,2026-02-09,NO_FETCH
NSC,0001628280-26-006268,10-K,2026-02-09,NO_FETCH
NXPI,0001413447-26-000005,8-K,2026-02-09,NO_FETCH
OHI,0000888491-26-000008,10-K,2026-02-09,NO_FETCH
ON,0001140361-26-004405,8-K,2026-02-09,NO_FETCH
ON,0001097864-26-000006,10-K,2026-02-09,NO_FETCH
PFG,0001104659-26-012083,8-K,2026-02-09,NO_FETCH
PFGC,0001193125-26-043019,8-K,2026-02-09,NO_FETCH
PFGC,0001193125-26-041923,8-K,2026-02-09,NO_FETCH
PHM,0001104659-26-011774,8-K,2026-02-09,NO_FETCH
PI,0001193125-26-042813,10-K,2026-02-09,NO_FETCH
PINS,0001506293-26-000012,8-K,2026-02-09,NO_FETCH
PLNT,0001637207-26-000006,8-K,2026-02-09,NO_FETCH
RGNX,0001193125-26-043342,8-K,2026-02-09,NO_FETCH
RIG,0001104659-26-011776,8-K,2026-02-09,NO_FETCH
SHW,0001193125-26-042049,8-K,2026-02-09,NO_FETCH
TDG,0001260221-26-000020,8-K,2026-02-09,NO_FETCH
TEL,0001104659-26-012079,8-K,2026-02-09,NO_FETCH
TSN,0000100493-26-000011,8-K,2026-02-09,NO_FETCH
UBER,0001552781-26-000043,8-K,2026-02-09,NO_FETCH
UDR,0000074208-26-000009,8-K,2026-02-09,NO_FETCH
UPWK,0001627475-26-000005,8-K,2026-02-09,NO_FETCH
VNO,0000899689-26-000011,8-K,2026-02-09,NO_FETCH
VNO,0000899689-26-000009,10-K,2026-02-09,NO_FETCH
WAT,0001193125-26-042819,8-K,2026-02-09,NO_FETCH
WAT,0001193125-26-041897,8-K,2026-02-09,NO_FETCH
WDAY,0001327811-26-000007,8-K,2026-02-09,NO_FETCH
WDC,0001193125-26-041896,8-K,2026-02-09,NO_FETCH
WMG,0001319161-26-000010,10-Q,2026-02-09,NO_FETCH
PBF,0001534504-26-000010,10-K,2026-02-12,FETCH_BUT_MISSING
ADM,0000007084-26-000011,10-K,2026-02-17,NO_FETCH
AEP,0000004904-26-000015,8-K,2026-02-17,NO_FETCH
AJG,0001628280-26-008662,10-K,2026-02-17,NO_FETCH
AKAM,0001086222-26-000004,8-K,2026-02-17,NO_FETCH
ALLE,0001579241-26-000006,8-K,2026-02-17,NO_FETCH
ALLE,0001579241-26-000007,10-K,2026-02-17,NO_FETCH
AMD,0000002488-26-000029,8-K,2026-02-17,NO_FETCH
AME,0001037868-26-000016,10-K,2026-02-17,NO_FETCH
AMG,0001628280-26-008665,10-K,2026-02-17,NO_FETCH
ATRC,0001323885-26-000005,8-K,2026-02-17,NO_FETCH
AXSM,0001193125-26-053009,8-K,2026-02-17,NO_FETCH
BLDR,0001193125-26-053039,8-K,2026-02-17,NO_FETCH
BLDR,0001193125-26-054643,10-K,2026-02-17,NO_FETCH
BSX,0000885725-26-000010,10-K,2026-02-17,NO_FETCH
CAG,0000023217-26-000002,8-K,2026-02-17,NO_FETCH
CE,0001306830-26-000017,8-K,2026-02-17,NO_FETCH
CE,0001306830-26-000016,8-K,2026-02-17,NO_FETCH
CGNX,0000851205-26-000018,8-K,2026-02-17,NO_FETCH
CSCO,0000858877-26-000021,10-Q,2026-02-17,NO_FETCH
DHR,0001193125-26-053124,8-K,2026-02-17,NO_FETCH
DLR,0001193125-26-053164,8-K,2026-02-17,NO_FETCH
DTE,0000936340-26-000051,8-K,2026-02-17,NO_FETCH
DTE,0000936340-26-000054,10-K,2026-02-17,NO_FETCH
DVN,0001193125-26-054657,8-K,2026-02-17,NO_FETCH
EQT,0000033213-26-000012,8-K,2026-02-17,NO_FETCH
FE,0001031296-26-000041,8-K,2026-02-17,NO_FETCH
FLR,0001124198-26-000006,8-K,2026-02-17,NO_FETCH
FLR,0001124198-26-000007,10-K,2026-02-17,NO_FETCH
FLS,0000030625-26-000003,10-K,2026-02-17,NO_FETCH
GKOS,0001104659-26-016410,8-K,2026-02-17,NO_FETCH
GPC,0001193125-26-053013,8-K,2026-02-17,NO_FETCH
