accession_8k,ticker,fy,q,oracle_source
0001628280-25-045690,MAT,2025,Q3,GT
0001628280-26-006840,MAT,2025,Q4,GT
0001590976-23-000042,MBUU,2023,Q3,GT
0001590976-23-000053,MBUU,2023,Q4,GT
0001590976-23-000064,MBUU,2023,Q4,GT
0001590976-23-000112,MBUU,2024,Q1,GT
0001590976-24-000009,MBUU,2024,Q2,GT
0001590976-24-000033,MBUU,2024,Q3,GT
0001590976-24-000070,MBUU,2024,Q4,GT
0001590976-24-000099,MBUU,2025,Q1,GT
0001590976-25-000014,MBUU,2025,Q2,GT
0001590976-25-000034,MBUU,2025,Q3,GT
0001590976-25-000076,MBUU,2025,Q4,GT
0001590976-25-000111,MBUU,2026,Q1,GT
0001590976-26-000005,MBUU,2026,Q2,GT
0000950170-23-014825,MC,2023,Q1,GT
0000950170-23-034731,MC,2023,Q2,GT
0000950170-23-058231,MC,2023,Q3,GT
0000950170-24-012213,MC,2023,Q4,GT
0000950170-24-047597,MC,2024,Q1,GT
0000950170-24-086055,MC,2024,Q2,GT
0000950170-24-116651,MC,2024,Q3,GT
0000950170-25-014488,MC,2024,Q4,GT
0000950170-25-057404,MC,2025,Q1,GT
0000950170-25-098348,MC,2025,Q2,GT
0001193125-25-256346,MC,2025,Q3,GT
0001193125-26-037612,MC,2025,Q4,GT
0000063908-23-000030,MCD,2023,Q1,GT
0000063908-23-000073,MCD,2023,Q2,GT
0000063908-23-000098,MCD,2023,Q3,GT
0000063908-24-000029,MCD,2023,Q4,GT
0000063908-24-000089,MCD,2024,Q1,GT
0000063908-24-000119,MCD,2024,Q2,GT
0000063908-24-000152,MCD,2024,Q3,GT
0000063908-25-000006,MCD,2024,Q4,GT
0000063908-25-000021,MCD,2025,Q1,GT
0000063908-25-000036,MCD,2025,Q2,GT
0000063908-25-000057,MCD,2025,Q3,GT
0000063908-26-000032,MCD,2025,Q4,GT
0000827054-23-000060,MCHP,2023,Q4,GT
0000827054-23-000131,MCHP,2024,Q1,GT
0000827054-23-000183,MCHP,2024,Q2,GT
0000827054-24-000010,MCHP,2024,Q3,GT
0000827054-24-000022,MCHP,2024,Q3,GT
0000827054-24-000078,MCHP,2024,Q4,GT
0000827054-24-000138,MCHP,2025,Q1,GT
0000827054-24-000205,MCHP,2025,Q2,GT
0000827054-25-000018,MCHP,2025,Q3,GT
0000827054-25-000061,MCHP,2025,Q4,GT
0000827054-25-000132,MCHP,2026,Q1,GT
0000827054-25-000182,MCHP,2026,Q2,GT
0000827054-26-000002,MCHP,2026,Q3,GT
0000827054-26-000008,MCHP,2026,Q3,GT
0000927653-23-000036,MCK,2023,Q4,GT
0000927653-23-000060,MCK,2024,Q1,GT
0000927653-23-000081,MCK,2024,Q2,GT
0000927653-24-000018,MCK,2024,Q3,GT
0000927653-24-000033,MCK,2024,Q4,GT
0000927653-24-000096,MCK,2025,Q1,GT
0000927653-24-000121,MCK,2025,Q2,GT
0000927653-25-000010,MCK,2025,Q3,GT
0000927653-25-000034,MCK,2025,Q4,GT
0000927653-25-000105,MCK,2026,Q1,GT
0000927653-25-000138,MCK,2026,Q2,GT
0000927653-26-000015,MCK,2026,Q3,GT
0001441816-23-000085,MDB,2024,Q1,GT
0001441816-23-000166,MDB,2024,Q2,GT
0001441816-23-000239,MDB,2024,Q3,GT
0001441816-24-000045,MDB,2024,Q4,GT
0001441816-24-000108,MDB,2025,Q1,GT
0001441816-24-000185,MDB,2025,Q2,GT
0001441816-24-000257,MDB,2025,Q3,GT
0001441816-25-000046,MDB,2025,Q4,GT
0001441816-25-000116,MDB,2026,Q1,GT
0001441816-25-000176,MDB,2026,Q2,GT
0001628280-25-047941,MDB,2026,Q3,GT
0001628280-25-054425,MDB,2026,Q3,GT
0001628280-26-013199,MDB,2026,Q4,GT
0001193125-24-132559,MDGL,2024,Q1,GT
0001193125-24-195400,MDGL,2024,Q2,GT
0001193125-24-248137,MDGL,2024,Q3,GT
0001193125-25-004939,MDGL,2024,Q4,GT
0001193125-25-035787,MDGL,2024,Q4,GT
0001628280-25-021314,MDGL,2025,Q1,GT
0001628280-25-037596,MDGL,2025,Q2,GT
0001628280-25-048525,MDGL,2025,Q3,GT
0001628280-26-009476,MDGL,2025,Q4,GT
0001613103-23-000032,MDT,2023,Q4,GT
0001613103-23-000117,MDT,2024,Q1,GT
0001613103-23-000144,MDT,2024,Q2,GT
0001613103-24-000006,MDT,2024,Q3,GT
0001613103-24-000058,MDT,2024,Q4,GT
0001613103-24-000140,MDT,2025,Q1,GT
0001613103-24-000162,MDT,2025,Q2,GT
0001613103-25-000019,MDT,2025,Q3,GT
0001613103-25-000078,MDT,2025,Q4,GT
0001613103-25-000141,MDT,2026,Q1,GT
0001628280-25-052771,MDT,2026,Q2,GT
0001628280-26-008300,MDT,2026,Q3,GT
0001099590-23-000010,MELI,2023,Q1,GT
0001099590-23-000017,MELI,2023,Q2,GT
0001099590-23-000029,MELI,2023,Q3,GT
0001099590-24-000005,MELI,2023,Q4,GT
0001099590-24-000015,MELI,2024,Q1,GT
0001099590-24-000023,MELI,2024,Q2,GT
0001099590-24-000039,MELI,2024,Q3,GT
0001099590-25-000004,MELI,2024,Q4,GT
0001099590-25-000025,MELI,2025,Q1,GT
0001099590-25-000041,MELI,2025,Q2,GT
0001099590-25-000048,MELI,2025,Q3,GT
0001099590-26-000003,MELI,2025,Q4,GT
0001099219-23-000156,MET,2023,Q1,GT
0001099219-23-000207,MET,2023,Q2,GT
0001099219-23-000266,MET,2023,Q3,GT
0001099219-24-000028,MET,2023,Q4,GT
0001099219-24-000139,MET,2024,Q1,GT
0001099219-24-000196,MET,2024,Q2,GT
0001099219-24-000255,MET,2024,Q3,GT
0001099219-25-000039,MET,2024,Q4,GT
0001099219-25-000133,MET,2025,Q1,GT
0001099219-25-000191,MET,2025,Q2,GT
0001099219-25-000227,MET,2025,Q3,GT
0001099219-26-000008,MET,2025,Q4,GT
0001125345-25-000100,MGNX,2025,Q2,GT
0000851968-23-000062,MHK,2023,Q1,GT
0000851968-23-000082,MHK,2023,Q2,GT
0000851968-23-000094,MHK,2023,Q3,GT
0000851968-24-000021,MHK,2023,Q4,GT
0000851968-24-000080,MHK,2024,Q1,GT
0000851968-24-000103,MHK,2024,Q2,GT
0000851968-24-000123,MHK,2024,Q3,GT
0000851968-25-000019,MHK,2024,Q4,GT
0000851968-25-000095,MHK,2025,Q1,GT
0000851968-25-000112,MHK,2025,Q2,GT
0000851968-25-000131,MHK,2025,Q3,GT
0000851968-26-000005,MHK,2025,Q4,GT
0001157523-23-000796,MIDD,2023,Q1,GT
0001157523-23-001241,MIDD,2023,Q2,GT
0001157523-23-001676,MIDD,2023,Q3,GT
0001193125-24-039322,MIDD,2023,Q4,GT
0000769520-24-000013,MIDD,2024,Q1,GT
0000769520-24-000031,MIDD,2024,Q2,GT
0000769520-24-000037,MIDD,2024,Q3,GT
0000769520-25-000004,MIDD,2024,Q4,GT
0000769520-25-000013,MIDD,2025,Q1,GT
0001628280-25-038082,MIDD,2025,Q2,GT
0000769520-25-000028,MIDD,2025,Q3,GT
0000769520-26-000006,MIDD,2025,Q4,GT
0001193125-23-098423,MIRM,2023,Q1,GT
0001157523-23-000741,MIRM,2023,Q1,GT
0001157523-23-001254,MIRM,2023,Q2,GT
0001157523-23-001631,MIRM,2023,Q3,GT
0001193125-24-003965,MIRM,2023,Q4,GT
0001759425-24-000005,MIRM,2023,Q4,GT
0001759425-24-000017,MIRM,2024,Q1,GT
0001759425-24-000029,MIRM,2024,Q2,GT
0001759425-24-000037,MIRM,2024,Q3,GT
0001759425-25-000003,MIRM,2024,Q4,GT
0001759425-25-000012,MIRM,2024,Q4,GT
0001759425-25-000030,MIRM,2025,Q1,GT
0001759425-25-000040,MIRM,2025,Q2,GT
0001759425-25-000053,MIRM,2025,Q3,GT
0001759425-26-000004,MIRM,2025,Q4,GT
0001759425-26-000010,MIRM,2025,Q4,GT
0000950170-23-017248,MKSI,2023,Q1,GT
0000950170-23-037239,MKSI,2023,Q2,GT
0000950170-23-057509,MKSI,2023,Q3,GT
0000950170-24-012251,MKSI,2023,Q4,GT
0000950170-24-055783,MKSI,2024,Q1,GT
0000950170-24-092873,MKSI,2024,Q2,GT
0000950170-24-122391,MKSI,2024,Q3,GT
0000950170-25-018919,MKSI,2024,Q4,GT
0000950170-25-065768,MKSI,2025,Q1,GT
0000950170-25-104141,MKSI,2025,Q2,GT
0001193125-25-267070,MKSI,2025,Q3,GT
0001193125-26-017468,MKSI,2025,Q4,GT
0001193125-26-054841,MKSI,2025,Q4,GT
0001193125-23-116553,MKTX,2023,Q1,GT
0001193125-23-190055,MKTX,2023,Q2,GT
0001193125-23-262231,MKTX,2023,Q3,GT
0001193125-24-020160,MKTX,2023,Q4,GT
0001193125-24-132524,MKTX,2024,Q1,GT
0001193125-24-194351,MKTX,2024,Q2,GT
0001193125-24-251660,MKTX,2024,Q3,GT
0001193125-25-021304,MKTX,2024,Q4,GT
0001193125-25-114350,MKTX,2025,Q1,GT
0001193125-25-173982,MKTX,2025,Q2,GT
0001193125-25-270945,MKTX,2025,Q3,GT
0001193125-26-040253,MKTX,2025,Q4,GT
0000950170-23-017447,MLM,2023,Q1,GT
0000950170-23-034945,MLM,2023,Q2,GT
0000950170-23-057122,MLM,2023,Q3,GT
0000950170-24-014932,MLM,2023,Q4,GT
0000950170-24-050196,MLM,2024,Q1,GT
0000950170-24-093300,MLM,2024,Q2,GT
0000950170-24-118583,MLM,2024,Q3,GT
0000950170-25-018398,MLM,2024,Q4,GT
0000950157-25-000310,MLM,2025,Q1,GT
0000950170-25-060549,MLM,2025,Q1,GT
0000950157-25-000609,MLM,2025,Q2,GT
0000950170-25-104539,MLM,2025,Q2,GT
0001193125-25-263528,MLM,2025,Q3,GT
0001193125-26-045530,MLM,2025,Q4,GT
0000062709-23-000033,MMC,2023,Q1,GT
0000062709-23-000072,MMC,2023,Q2,GT
0000062709-23-000093,MMC,2023,Q3,GT
0000062709-24-000005,MMC,2023,Q4,GT
0000062709-24-000032,MMC,2024,Q1,GT
0000062709-24-000068,MMC,2024,Q2,GT
0000062709-24-000089,MMC,2024,Q3,GT
0000062709-25-000006,MMC,2024,Q4,GT
0000062709-25-000024,MMC,2025,Q1,GT
0000062709-25-000067,MMC,2025,Q2,GT
0000066740-23-000023,MMM,2023,Q1,GT
0000066740-23-000056,MMM,2023,Q2,GT
0000066740-23-000088,MMM,2023,Q3,GT
0000066740-24-000005,MMM,2023,Q4,GT
0000066740-24-000051,MMM,2024,Q1,GT
0000066740-24-000077,MMM,2024,Q2,GT
0000066740-24-000098,MMM,2024,Q3,GT
0000066740-25-000002,MMM,2024,Q4,GT
0000066740-25-000036,MMM,2025,Q1,GT
0000066740-25-000061,MMM,2025,Q2,GT
0000066740-25-000086,MMM,2025,Q3,GT
0000066740-26-000003,MMM,2025,Q4,GT
0000066740-26-000171,MMM,2026,Q1,GT
0001179929-23-000066,MOH,2023,Q1,GT
0001179929-23-000095,MOH,2023,Q2,GT
0001179929-23-000129,MOH,2023,Q3,GT
0001179929-24-000029,MOH,2023,Q4,GT
0001179929-24-000086,MOH,2024,Q1,GT
0001179929-24-000120,MOH,2024,Q2,GT
0001179929-24-000148,MOH,2024,Q3,GT
0001179929-25-000020,MOH,2024,Q4,GT
0001179929-25-000067,MOH,2025,Q1,GT
0001437749-25-022210,MOH,2025,Q2,GT
0001179929-25-000116,MOH,2025,Q2,GT
0001179929-25-000125,MOH,2025,Q3,GT
0001179929-26-000002,MOH,2025,Q4,GT
0001179929-26-000020,MOH,2026,Q1,GT
0001243786-23-000066,MOS,2023,Q1,GT
0001243786-23-000127,MOS,2023,Q2,GT
0001243786-23-000152,MOS,2023,Q3,GT
0002004032-24-000003,MOS,2023,Q4,GT
0002004032-24-000008,MOS,2024,Q1,GT
0001243786-24-000045,MOS,2024,Q2,GT
0001628280-24-046819,MOS,2024,Q3,GT
0001628280-25-008617,MOS,2024,Q4,GT
0001628280-25-037916,MOS,2025,Q2,GT
0001628280-25-048961,MOS,2025,Q3,GT
0001285785-26-000013,MOS,2025,Q4,GT
0001510295-23-000045,MPC,2023,Q1,GT
0001510295-23-000067,MPC,2023,Q2,GT
0001510295-23-000076,MPC,2023,Q3,GT
0001510295-24-000005,MPC,2023,Q4,GT
0001510295-24-000045,MPC,2024,Q1,GT
0001510295-24-000065,MPC,2024,Q2,GT
0001510295-24-000078,MPC,2024,Q3,GT
0001510295-25-000005,MPC,2024,Q4,GT
0001510295-25-000038,MPC,2025,Q1,GT
0001510295-25-000052,MPC,2025,Q2,GT
0001510295-25-000059,MPC,2025,Q3,GT
0001510295-26-000003,MPC,2025,Q4,GT
0001193125-23-120216,MPW,2023,Q1,GT
0001193125-23-205633,MPW,2023,Q2,GT
0001193125-23-263599,MPW,2023,Q3,GT
0001193125-24-040842,MPW,2023,Q4,GT
0001193125-24-134847,MPW,2024,Q1,GT
0001193125-25-109039,MPW,2025,Q1,GT
0001193125-25-170123,MPW,2025,Q2,GT
0001437749-23-021166,MPWR,2023,Q2,GT
0001437749-23-029394,MPWR,2023,Q3,GT
0001437749-24-003353,MPWR,2023,Q4,GT
0001437749-24-014156,MPWR,2024,Q1,GT
0001437749-24-024285,MPWR,2024,Q2,GT
0001437749-24-032609,MPWR,2024,Q3,GT
0001437749-25-003024,MPWR,2024,Q4,GT
0001437749-25-014082,MPWR,2025,Q1,GT
0001437749-25-024185,MPWR,2025,Q2,GT
0001437749-25-032411,MPWR,2025,Q3,GT
0001437749-26-003191,MPWR,2025,Q4,GT
0001522540-23-000023,MQ,2023,Q1,GT
0001628280-23-028190,MQ,2023,Q2,GT
0001628280-23-037363,MQ,2023,Q3,GT
0001628280-24-007593,MQ,2023,Q4,GT
0001628280-24-021086,MQ,2024,Q1,GT
0001628280-24-035613,MQ,2024,Q2,GT
0001628280-24-044997,MQ,2024,Q3,GT
0001628280-25-008133,MQ,2024,Q4,GT
0001628280-25-023149,MQ,2025,Q1,GT
0001522540-25-000020,MQ,2025,Q2,GT
0001522540-25-000033,MQ,2025,Q3,GT
0001522540-26-000015,MQ,2025,Q4,GT
0001049521-23-000007,MRCY,2023,Q3,GT
0001049521-23-000029,MRCY,2023,Q4,GT
0001049521-23-000045,MRCY,2024,Q1,GT
0001049521-24-000006,MRCY,2024,Q2,GT
0001049521-24-000015,MRCY,2024,Q3,GT
0001049521-24-000027,MRCY,2024,Q4,GT
0001049521-24-000042,MRCY,2025,Q1,GT
0001049521-25-000007,MRCY,2025,Q2,GT
0001049521-25-000011,MRCY,2025,Q3,GT
0001049521-25-000014,MRCY,2025,Q3,GT
0001049521-25-000022,MRCY,2025,Q4,GT
0001049521-25-000060,MRCY,2026,Q1,GT
0001049521-26-000004,MRCY,2026,Q2,GT
0001682852-23-000018,MRNA,2023,Q1,GT
0001682852-23-000025,MRNA,2023,Q2,GT
0001682852-23-000038,MRNA,2023,Q3,GT
0001682852-24-000004,MRNA,2023,Q4,GT
0001682852-24-000010,MRNA,2023,Q4,GT
0001682852-24-000023,MRNA,2024,Q1,GT
0001682852-24-000043,MRNA,2024,Q2,GT
0001682852-24-000057,MRNA,2024,Q3,GT
0001682852-25-000002,MRNA,2024,Q4,GT
0001682852-25-000006,MRNA,2024,Q4,GT
0001682852-25-000031,MRNA,2025,Q1,GT
0001682852-25-000041,MRNA,2025,Q2,GT
0001682852-25-000073,MRNA,2025,Q3,GT
0001682852-26-000007,MRNA,2025,Q4,GT
0001682852-26-000015,MRNA,2025,Q4,GT
0001835632-23-000022,MRVL,2024,Q1,GT
0001835632-23-000036,MRVL,2024,Q2,GT
0001835632-23-000044,MRVL,2024,Q3,GT
0001835632-24-000004,MRVL,2024,Q4,GT
0001835632-24-000060,MRVL,2025,Q1,GT
0001835632-24-000140,MRVL,2025,Q2,GT
0001835632-24-000197,MRVL,2025,Q3,GT
0001835632-25-000051,MRVL,2025,Q4,GT
0001193125-25-113881,MRVL,2026,Q1,GT
0001835632-25-000115,MRVL,2026,Q1,GT
0001835632-25-000187,MRVL,2026,Q2,GT
0001835632-25-000193,MRVL,2026,Q3,GT
0001835632-26-000006,MRVL,2026,Q4,GT
0001003078-23-000048,MSM,2023,Q2,GT
0001003078-23-000070,MSM,2023,Q3,GT
0001003078-23-000099,MSM,2023,Q4,GT
0001003078-24-000005,MSM,2024,Q1,GT
0001003078-24-000046,MSM,2024,Q2,GT
0001003078-24-000073,MSM,2024,Q3,GT
0001003078-24-000103,MSM,2024,Q4,GT
0001003078-25-000004,MSM,2025,Q1,GT
0001003078-25-000044,MSM,2025,Q2,GT
0001003078-25-000072,MSM,2025,Q3,GT
0001003078-25-000121,MSM,2025,Q4,GT
0001003078-26-000010,MSM,2026,Q1,GT
0001003078-26-000059,MSM,2026,Q2,GT
0000950170-24-011709,MSTR,2023,Q4,GT
0001193125-25-001854,MSTR,2024,Q4,GT
0000950170-25-014455,MSTR,2024,Q4,GT
0001050446-26-000012,MSTR,2025,Q4,GT
0000891103-23-000096,MTCH,2023,Q2,GT
0000891103-23-000109,MTCH,2023,Q3,GT
0000891103-24-000005,MTCH,2023,Q4,GT
0000891103-24-000054,MTCH,2024,Q1,GT
0000891103-24-000093,MTCH,2024,Q2,GT
0000891103-24-000111,MTCH,2024,Q3,GT
0000891103-25-000018,MTCH,2024,Q4,GT
0000891103-25-000074,MTCH,2025,Q1,GT
0000891103-25-000122,MTCH,2025,Q2,GT
0000891103-25-000179,MTCH,2025,Q3,GT
0000891103-26-000020,MTCH,2025,Q4,GT
0001037646-23-000034,MTD,2023,Q3,GT
0001037646-24-000002,MTD,2023,Q4,GT
0001037646-24-000004,MTD,2023,Q4,GT
0001037646-24-000005,MTD,2023,Q4,GT
0001037646-24-000011,MTD,2024,Q1,GT
0001037646-24-000025,MTD,2024,Q2,GT
0001037646-24-000032,MTD,2024,Q3,GT
0001037646-25-000056,MTD,2025,Q3,GT
0001037646-26-000008,MTD,2025,Q4,GT
0001520006-23-000098,MTDR,2023,Q1,GT
0001520006-23-000172,MTDR,2023,Q2,GT
0001520006-23-000192,MTDR,2023,Q3,GT
0001520006-24-000057,MTDR,2023,Q4,GT
0001520006-24-000095,MTDR,2024,Q1,GT
0001520006-24-000153,MTDR,2024,Q2,GT
0001520006-24-000160,MTDR,2024,Q2,GT
0001520006-24-000206,MTDR,2024,Q3,GT
0001520006-25-000032,MTDR,2024,Q4,GT
0001520006-25-000104,MTDR,2025,Q1,GT
0001520006-25-000112,MTDR,2025,Q1,GT
0001520006-25-000188,MTDR,2025,Q2,GT
0001520006-25-000215,MTDR,2025,Q3,GT
0001628280-26-011137,MTDR,2025,Q4,GT
0000833079-23-000092,MTH,2023,Q1,GT
0000833079-23-000127,MTH,2023,Q2,GT
0000833079-23-000146,MTH,2023,Q3,GT
0000833079-24-000006,MTH,2023,Q4,GT
0000833079-24-000077,MTH,2024,Q1,GT
0000833079-24-000090,MTH,2024,Q2,GT
0000833079-24-000118,MTH,2024,Q3,GT
0000833079-25-000009,MTH,2024,Q4,GT
0000833079-25-000087,MTH,2025,Q1,GT
0000833079-25-000117,MTH,2025,Q2,GT
0000833079-25-000135,MTH,2025,Q3,GT
0000833079-26-000006,MTH,2025,Q4,GT
0000833079-26-000103,MTH,2026,Q1,GT
0000950170-23-016721,MTW,2023,Q1,GT
0000950170-23-039107,MTW,2023,Q2,GT
0000950170-23-057505,MTW,2023,Q3,GT
0000950170-24-015504,MTW,2023,Q4,GT
0000950170-24-054535,MTW,2024,Q1,GT
0000950170-24-092935,MTW,2024,Q2,GT
0000950170-24-119095,MTW,2024,Q3,GT
0000950170-25-018868,MTW,2024,Q4,GT
0000950170-25-064472,MTW,2025,Q1,GT
0000950170-25-105092,MTW,2025,Q2,GT
0001193125-25-267016,MTW,2025,Q3,GT
0001193125-26-042769,MTW,2025,Q4,GT
0001193125-23-267468,MTZ,2023,Q3,GT
0001193125-24-054015,MTZ,2023,Q4,GT
0001193125-25-040255,MTZ,2024,Q4,GT
0000015615-26-000018,MTZ,2025,Q4,GT
0000723125-23-000038,MU,2023,Q3,GT
0000723125-23-000051,MU,2023,Q4,GT
0000723125-23-000071,MU,2024,Q1,GT
0000723125-24-000004,MU,2024,Q2,GT
0000723125-24-000016,MU,2024,Q3,GT
0000723125-24-000023,MU,2024,Q4,GT
0000723125-24-000046,MU,2025,Q1,GT
0000723125-25-000006,MU,2025,Q2,GT
0000723125-25-000019,MU,2025,Q3,GT
0000723125-25-000024,MU,2025,Q4,GT
0000723125-25-000044,MU,2026,Q1,GT
0000723125-26-000004,MU,2026,Q2,GT
0000717423-23-000032,MUR,2023,Q1,GT
0000717423-23-000048,MUR,2023,Q2,GT
0000717423-23-000059,MUR,2023,Q3,GT
0000950103-24-000180,MUR,2023,Q4,GT
0000717423-24-000004,MUR,2023,Q4,GT
0000717423-24-000024,MUR,2024,Q2,GT
0000717423-24-000036,MUR,2024,Q3,GT
0000717423-25-000003,MUR,2024,Q4,GT
0000717423-25-000013,MUR,2025,Q1,GT
0000717423-25-000029,MUR,2025,Q2,GT
0001628280-25-049668,MUR,2025,Q3,GT
0000950103-26-000187,MUR,2025,Q4,GT
0001628280-26-003863,MUR,2025,Q4,GT
0001288469-23-000092,MXL,2023,Q1,GT
0001288469-23-000149,MXL,2023,Q2,GT
0001288469-23-000164,MXL,2023,Q3,GT
0001288469-24-000014,MXL,2023,Q4,GT
0001288469-24-000063,MXL,2024,Q1,GT
0001288469-24-000111,MXL,2024,Q2,GT
0001288469-24-000127,MXL,2024,Q3,GT
0001288469-25-000007,MXL,2024,Q4,GT
0001288469-25-000028,MXL,2025,Q1,GT
0001288469-25-000078,MXL,2025,Q2,GT
0001288469-25-000095,MXL,2025,Q3,GT
0001288469-26-000009,MXL,2025,Q4,GT
0000899923-23-000031,MYGN,2023,Q1,GT
0000899923-23-000052,MYGN,2023,Q2,GT
0000899923-23-000083,MYGN,2023,Q3,GT
0000899923-24-000005,MYGN,2023,Q4,GT
0000899923-24-000014,MYGN,2023,Q4,GT
0000899923-24-000025,MYGN,2024,Q1,GT
0000899923-24-000036,MYGN,2024,Q2,GT
0000899923-24-000048,MYGN,2024,Q3,GT
0000899923-24-000054,MYGN,2024,Q3,GT
0000899923-25-000002,MYGN,2024,Q4,GT
0000899923-25-000010,MYGN,2024,Q4,GT
0000899923-25-000045,MYGN,2025,Q1,GT
0000899923-25-000084,MYGN,2025,Q2,GT
0000899923-25-000103,MYGN,2025,Q3,GT
0000899923-26-000003,MYGN,2025,Q4,GT
0000899923-26-000012,MYGN,2025,Q4,GT
0000914475-23-000043,NBIX,2023,Q1,GT
0000914475-23-000056,NBIX,2023,Q2,GT
0000914475-23-000072,NBIX,2023,Q3,GT
0000914475-24-000033,NBIX,2023,Q4,GT
0000914475-24-000116,NBIX,2024,Q1,GT
0000914475-24-000180,NBIX,2024,Q2,GT
0000914475-24-000210,NBIX,2024,Q3,GT
0000914475-25-000034,NBIX,2024,Q4,GT
0000914475-25-000099,NBIX,2025,Q1,GT
0000914475-25-000157,NBIX,2025,Q2,GT
0000914475-25-000180,NBIX,2025,Q3,GT
0000914475-26-000006,NBIX,2025,Q4,GT
0001104659-23-049162,NBR,2023,Q1,GT
0001104659-23-083832,NBR,2023,Q2,GT
0001104659-23-111527,NBR,2023,Q3,GT
0001104659-24-011158,NBR,2023,Q4,GT
0001104659-24-051380,NBR,2024,Q1,GT
0001104659-24-080357,NBR,2024,Q2,GT
0001104659-24-081894,NBR,2024,Q2,GT
0001104659-24-110616,NBR,2024,Q3,GT
0001104659-25-012383,NBR,2024,Q4,GT
0001104659-25-041336,NBR,2025,Q1,GT
0001104659-25-071774,NBR,2025,Q2,GT
0001104659-25-103209,NBR,2025,Q3,GT
0001104659-26-004104,NBR,2025,Q4,GT
0001104659-26-013392,NBR,2025,Q4,GT
0001171843-23-002707,NCLH,2023,Q1,GT
0001171843-23-004830,NCLH,2023,Q2,GT
0001171843-23-006578,NCLH,2023,Q3,GT
0001171843-24-001001,NCLH,2023,Q4,GT
0001171843-24-002396,NCLH,2024,Q1,GT
0001171843-24-004274,NCLH,2024,Q2,GT
0001171843-24-005927,NCLH,2024,Q3,GT
0001171843-25-001101,NCLH,2024,Q4,GT
0001171843-25-002625,NCLH,2025,Q1,GT
0001171843-25-004871,NCLH,2025,Q2,GT
0001171843-25-006936,NCLH,2025,Q3,GT
0001171843-26-000788,NCLH,2025,Q4,GT
0001171843-26-001220,NCLH,2025,Q4,GT
0001902733-23-000033,NCNO,2024,Q1,GT
0001902733-23-000061,NCNO,2024,Q2,GT
0001902733-23-000077,NCNO,2024,Q3,GT
0001902733-24-000051,NCNO,2024,Q4,GT
0001902733-24-000113,NCNO,2025,Q1,GT
0001902733-24-000150,NCNO,2025,Q2,GT
0001902733-24-000187,NCNO,2025,Q3,GT
0001902733-25-000024,NCNO,2025,Q4,GT
0001902733-25-000074,NCNO,2026,Q1,GT
0001902733-25-000105,NCNO,2026,Q2,GT
0001902733-25-000130,NCNO,2026,Q3,GT
0001902733-26-000019,NCNO,2026,Q4,GT
0001193125-23-105683,NDAQ,2023,Q1,GT
0001193125-23-189208,NDAQ,2023,Q2,GT
0001193125-23-258050,NDAQ,2023,Q3,GT
0001193125-24-020225,NDAQ,2023,Q4,GT
0001193125-24-111540,NDAQ,2024,Q1,GT
0001193125-24-184292,NDAQ,2024,Q2,GT
0001193125-24-242283,NDAQ,2024,Q3,GT
0001193125-25-014912,NDAQ,2024,Q4,GT
0001193125-25-092227,NDAQ,2025,Q1,GT
0001193125-25-163817,NDAQ,2025,Q2,GT
0001193125-25-244271,NDAQ,2025,Q3,GT
0001193125-26-028185,NDAQ,2025,Q4,GT
0001193125-26-171829,NDAQ,2026,Q1,GT
0000072331-23-000096,NDSN,2023,Q2,GT
0000072331-23-000141,NDSN,2023,Q3,GT
0000072331-23-000232,NDSN,2023,Q4,GT
0000072331-24-000036,NDSN,2024,Q1,GT
0000072331-24-000070,NDSN,2024,Q2,GT
0000072331-24-000108,NDSN,2024,Q3,GT
0000072331-24-000169,NDSN,2024,Q4,GT
0000072331-25-000030,NDSN,2025,Q1,GT
0000072331-25-000053,NDSN,2025,Q2,GT
0000072331-25-000112,NDSN,2025,Q3,GT
0000072331-25-000138,NDSN,2025,Q4,GT
0000072331-26-000011,NDSN,2026,Q1,GT
0001157523-23-000631,NEM,2023,Q1,GT
0001157523-23-001113,NEM,2023,Q2,GT
0001157523-23-001555,NEM,2023,Q3,GT
0001164727-24-000006,NEM,2023,Q4,GT
0001164727-24-000025,NEM,2024,Q1,GT
0001164727-24-000035,NEM,2024,Q2,GT
0001164727-24-000057,NEM,2024,Q3,GT
0001164727-25-000008,NEM,2024,Q4,GT
0001164727-25-000018,NEM,2025,Q1,GT
0001164727-25-000033,NEM,2025,Q2,GT
0001164727-25-000044,NEM,2025,Q3,GT
0001164727-26-000009,NEM,2025,Q4,GT
0001164727-26-000017,NEM,2026,Q1,GT
0001077183-23-000039,NEO,2023,Q1,GT
0001077183-23-000099,NEO,2023,Q2,GT
0001077183-23-000136,NEO,2023,Q3,GT
0001077183-24-000009,NEO,2023,Q4,GT
0001077183-24-000052,NEO,2024,Q1,GT
0001077183-24-000106,NEO,2024,Q2,GT
0001077183-24-000153,NEO,2024,Q3,GT
0001077183-25-000024,NEO,2024,Q4,GT
0001077183-25-000074,NEO,2025,Q1,GT
0001077183-25-000151,NEO,2025,Q2,GT
0001077183-25-000172,NEO,2025,Q3,GT
0001628280-26-001746,NEO,2025,Q4,GT
0001077183-26-000004,NEO,2025,Q4,GT
0001477333-23-000041,NET,2023,Q1,GT
0001477333-23-000055,NET,2023,Q2,GT
0001477333-23-000062,NET,2023,Q3,GT
0001477333-24-000004,NET,2023,Q4,GT
