exchange,symbol,name,sector,industry
NASDAQ,STAF,"Staffing 360 Solutions, Inc. - Common Stock",,
NASDAQ,AEMD,"Aethlon Medical, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,DISCA,"Discovery, Inc. - Series A Common Stock",,
NASDAQ,SHC,Sotera Health Company - Common Stock,Healthcare,Diagnostics & Research
NASDAQ,ATAI,ATAI Life Sciences N.V. - Common Shares,,
NYSE,LUMN,"Lumen Technologies, Inc. Common Stock",Communication Services,Telecom Services
NYSE,LAZ,"Lazard, Inc. Common Stock",Financial Services,Capital Markets
NYSE,JWN,"Nordstrom, Inc. Common Stock",Consumer Cyclical,Department Stores
NASDAQ,PPBI,Pacific Premier Bancorp Inc - Common Stock,Financial Services,Banks - Regional
NASDAQ,NEO,"NeoGenomics, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",Consumer Cyclical,Specialty Retail
NASDAQ,PANW,"Palo Alto Networks, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,DNAY,"Codex DNA, Inc. - Common Stock",,
NYSE,LTHM,Livent Corporation Common Stock,Basic Materials,Specialty Chemicals
NASDAQ,DVAX,Dynavax Technologies Corporation - Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",Healthcare,Biotechnology
NASDAQ,CHUY,"Chuy's Holdings, Inc. - Common Stock",Consumer Cyclical,Restaurants
NYSE,DBRG,"DigitalBridge Group, Inc.",Real Estate,Real Estate Services
NASDAQ,MARK,"Remark Holdings, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,RPAY,Repay Holdings Corporation - Class A Common Stock,Technology,Software - Infrastructure
NYSE,NOC,Northrop Grumman Corporation Common Stock,Industrials,Aerospace & Defense
NYSE,KR,Kroger Company (The) Common Stock,Consumer Defensive,Grocery Stores
NASDAQ,PUYI,Puyi Inc. - American Depository Shares,Financial Services,Asset Management
NYSE,SNDR,"Schneider National, Inc. Common Stock",Industrials,Trucking
NASDAQ,VRM,"Vroom, Inc. - Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NASDAQ,SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Real Estate,REIT - Healthcare Facilities
NASDAQ,RUN,Sunrun Inc. - Common Stock,Technology,Solar
NYSE,UPS,"United Parcel Service, Inc. Common Stock",Industrials,Integrated Freight & Logistics
NASDAQ,EHTH,"eHealth, Inc. - Common Stock",Financial Services,Insurance Brokers
NASDAQ,HQI,"HireQuest, Inc. - Common Stock",Industrials,Staffing & Employment Services
NASDAQ,GTH,Genetron Holdings Limited - American Depositary Shares,,
TSX,LB,Laurentian Bank of Canada,,
NASDAQ,ZGNX,"Zogenix, Inc.",,
NASDAQ,LIFE,"aTyr Pharma, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,FENG,"Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares.",,
NASDAQ,FSLR,"First Solar, Inc. - Common Stock",Technology,Solar
NYSE,ATTO,Atento S.A. Ordinary Shares,,
NYSE,INST,"Instructure Holdings, Inc. Common Stock",Technology,Software - Application
NASDAQ,BLFS,"BioLife Solutions, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
TSX,ONEX,ONEX Corporation,Financial Services,Asset Management
NASDAQ,CDW,CDW Corporation - Common Stock,Technology,Information Technology Services
NYSE,AEL,American Equity Investment Life Holding Company Common Stock,Financial Services,Insurance - Life
NYSE,EGO,Eldorado Gold Corporation Ordinary Shares,Basic Materials,Gold
NYSE,SPNT,SiriusPoint Ltd. Common Shares,Financial Services,Insurance - Reinsurance
NYSE,VNTR,Venator Materials PLC Ordinary Shares,,
NASDAQ,VMEO,"Vimeo, Inc. - Common Stock",,
NASDAQ,PCYG,"Park City Group, Inc. - Common Stock",Technology,Software - Application
NYSE,WK,Workiva Inc. Class A Common Stock,Technology,Software - Application
TSX,ITP,Intertape Polymer Group Inc.,,
NYSE,LII,"Lennox International, Inc. Common Stock",Industrials,Building Products & Equipment
NYSE,KRC,Kilroy Realty Corporation Common Stock,Real Estate,REIT - Office
NASDAQ,VBTX,"Veritex Holdings, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,MUSA,Murphy USA Inc. Common Stock,Consumer Cyclical,Specialty Retail
NYSE,AUY,Yamana Gold Inc. Ordinary Shares (Canada),,
NYSE,FHI,"Federated Hermes, Inc. Common Stock",Financial Services,Asset Management
NASDAQ,WASH,"Washington Trust Bancorp, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,DESP,"Despegar.com, Corp. Ordinary Shares",Consumer Cyclical,Travel Services
NYSE,AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas E&P
TSX,ADW.A,Andrew Peller Limited/Andrew Peller Limitee,Consumer Defensive,Beverages - Wineries & Distilleries
NASDAQ,FORM,"FormFactor, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials
NYSE,RHP,"Ryman Hospitality Properties, Inc. (REIT)",Real Estate,REIT - Hotel & Motel
NYSE,AVNT,Avient Corporation Common Stock,Basic Materials,Specialty Chemicals
NYSE,WNS,WNS (Holdings) Limited Ordinary Shares,Technology,Information Technology Services
NYSE,MEC,"Mayville Engineering Company, Inc. Common Stock",Industrials,Metal Fabrication
NASDAQ,MESA,"Mesa Air Group, Inc. - Common Stock",Industrials,Airlines
NASDAQ,LUMO,"Lumos Pharma, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,ROAD,"Construction Partners, Inc. - Common Stock",Industrials,Engineering & Construction
NASDAQ,FLGT,"Fulgent Genetics, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,KIRK,"Kirkland's, Inc. - Common Stock",Consumer Cyclical,Home Improvement Retail
NASDAQ,SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",,
NASDAQ,TCOM,Trip.com Group Limited - American Depositary Shares,Consumer Cyclical,Travel Services
TSX,S,Sherritt International Corporation,Basic Materials,Other Industrial Metals & Mining
NASDAQ,NTRA,"Natera, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,RGEN,Repligen Corporation - Common Stock,Healthcare,Medical Instruments & Supplies
NYSE,IRT,"Independence Realty Trust, Inc. Common Stock",Real Estate,REIT - Residential
NYSE,TPR,"Tapestry, Inc. Common Stock",Consumer Cyclical,Luxury Goods
NYSE,GPI,"Group 1 Automotive, Inc. Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NASDAQ,MPAA,"Motorcar Parts of America, Inc. - Common Stock",Consumer Cyclical,Auto Parts
NYSE,MLM,"Martin Marietta Materials, Inc. Common Stock",Basic Materials,Building Materials
TSXV,GPV,GreenPower Motor Company Inc.,,
NASDAQ,HBMD,"Howard Bancorp, Inc.",,
NASDAQ,XXII,"22nd Century Group, Inc - Common Stock",Consumer Defensive,Tobacco
NYSE,AFL,AFLAC Incorporated Common Stock,Financial Services,Insurance - Life
NASDAQ,TAST,"Carrols Restaurant Group, Inc. - Common Stock",Consumer Cyclical,Restaurants
NYSE,TWO,Two Harbors Investment Corp,Real Estate,REIT - Mortgage
NYSE,HY,"Hyster-Yale, Inc. Class A common stock",Industrials,Farm & Heavy Construction Machinery
NASDAQ,OPNT,"Opiant Pharmaceuticals, Inc. - Common Stock",,
NYSE,HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033",,
NYSE,HWM,Howmet Aerospace Inc. Common Stock,Industrials,Aerospace & Defense
NASDAQ,VQS,VIQ Solutions Inc. - Common Shares,Technology,Software - Application
NYSE,BWA,BorgWarner Inc. Common Stock,Consumer Cyclical,Auto Parts
NASDAQ,ALCO,"Alico, Inc. - Common Stock",Consumer Defensive,Farm Products
NYSE,AVNS,"Avanos Medical, Inc. Common Stock",Healthcare,Medical Devices
NYSE,NEW,"Puxin Limited American Depositary Shares, each representing two Ordinary Shares",,
NYSE,WEAV,"Weave Communications, Inc. Common Stock",Healthcare,Health Information Services
NYSE,LFG,Archaea Energy Inc. Class A Common Stock,,
NASDAQ,RGNX,REGENXBIO Inc. - Common Stock,Healthcare,Biotechnology
NYSE,SGFY,"Signify Health, Inc. Class A Common Stock",,
NASDAQ,AIRS,"AirSculpt Technologies, Inc. - Common Stock",Healthcare,Medical Care Facilities
NASDAQ,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",Communication Services,Broadcasting
NASDAQ,FLMN,Falcon Minerals Corporation,,
NYSE,SFE,"Safeguard Scientifics, Inc. New Common Stock",,
NYSE,SCS,Steelcase Inc. Common Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NYSE,OIS,"Oil States International, Inc. Common Stock",Energy,Oil & Gas Equipment & Services
NASDAQ,MICT,"MICT, Inc.",,
NYSE,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage
TSX,NFI,NFI Group Inc.,Consumer Cyclical,Auto Manufacturers
NASDAQ,RDVT,"Red Violet, Inc. - Common Stock ",Technology,Software - Application
OTC,CNTMF,Cansortium Inc,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Financial Services,Asset Management
NYSE,NVST,Envista Holdings Corporation Common Stock,Healthcare,Medical Instruments & Supplies
NYSE,ENS,EnerSys Common Stock,Industrials,Electrical Equipment & Parts
NYSE,ATUS,"Altice USA, Inc. Class A Common Stock",Communication Services,Telecom Services
NASDAQ,CVLG,"Covenant Logistics Group, Inc. - Class A Common Stock",Industrials,Trucking
NYSE,INN,"Summit Hotel Properties, Inc. Common Stock",Real Estate,REIT - Hotel & Motel
NASDAQ,TTSH,"Tile Shop Holdings, Inc. - Common Stock",Consumer Cyclical,Home Improvement Retail
NASDAQ,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,Technology,Communication Equipment
NYSE,EIG,Employers Holdings Inc Common Stock,Financial Services,Insurance - Specialty
NASDAQ,ECOR,"electroCore, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,SYRS,"Syros Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,INT,World Fuel Services Corporation Common Stock,,
OTC,ODII,Odyssey Semcondctr Tech,Technology,Semiconductors
NASDAQ,PAE,PAE Incorporated,,
NASDAQ,GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,Technology,Communication Equipment
NYSE,UBER,"Uber Technologies, Inc. Common Stock",Technology,Software - Application
NYSE,W,Wayfair Inc. Class A Common Stock,Consumer Cyclical,Internet Retail
NASDAQ,AVAV,"AeroVironment, Inc. - Common Stock",Industrials,Aerospace & Defense
NYSE,RRD,R.R. Donnelley & Sons Company Common Stock,,
NYSE,EPAC,Enerpac Tool Group Corp. Common Stock,Industrials,Specialty Industrial Machinery
NYSE,RSKD,Riskified Ltd. Class A Ordinary Shares,Technology,Software - Application
NASDAQ,GECC,Great Elm Capital Corp. - Closed End Fund,Financial Services,Asset Management
NASDAQ,KMPH,"KemPharm, Inc. - Common Stock",,
NASDAQ,LMPX,"LMP Automotive Holdings, Inc. - Common Stock",,
NASDAQ,JACK,Jack In The Box Inc. - Common Stock,Consumer Cyclical,Restaurants
NASDAQ,TCON,"TRACON Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,TDY,Teledyne Technologies Incorporated Common Stock,Technology,Scientific & Technical Instruments
NASDAQ,LOVE,The Lovesac Company - Common Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,VC,Visteon Corporation - Common Stock,Consumer Cyclical,Auto Parts
NASDAQ,MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",Financial Services,Banks - Regional
NASDAQ,TECH,Bio-Techne Corp - Common Stock,Healthcare,Biotechnology
NYSE,CWH,"Camping World Holdings, Inc. Class A Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NASDAQ,ETON,"Eton Pharmaceuticals, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,FRST,Primis Financial Corp. - Common Stock,Financial Services,Banks - Regional
OTC,TGEN,Tecogen Inc,Industrials,Electrical Equipment & Parts
NYSE,GSBD,"Goldman Sachs BDC, Inc. Common Stock",Financial Services,Asset Management
NASDAQ,STLD,"Steel Dynamics, Inc. - Common Stock",Basic Materials,Steel
NASDAQ,SEAC,"SeaChange International, Inc. - Common Stock",,
NASDAQ,EML,Eastern Company (The) - Common Stock,Industrials,Tools & Accessories
NYSE,TXT,Textron Inc. Common Stock,Industrials,Aerospace & Defense
NYSE,EVA,Enviva Inc. Common Stock,Basic Materials,Lumber & Wood Production
NASDAQ,SOLO,Electrameccanica Vehicles Corp. Ltd.,,
NASDAQ,GIPR,Generation Income Properties Inc. - Common stock,Real Estate,REIT - Diversified
NASDAQ,VVPR,VivoPower International PLC - Ordinary Shares,,
NYSE,DELL,Dell Technologies Inc. Class C Common Stock ,Technology,Computer Hardware
NYSE,XHR,"Xenia Hotels & Resorts, Inc. Common Stock",Real Estate,REIT - Hotel & Motel
NASDAQ,STRL,"Sterling Infrastructure, Inc. - Common Stock",Industrials,Engineering & Construction
NASDAQ,GTHX,"G1 Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
AMEX,GPL,Great Panther Mining Limited Ordinary Shares (Canada),,
NYSE,AVA,Avista Corporation Common Stock,Utilities,Utilities - Diversified
NASDAQ,TENB,"Tenable Holdings, Inc. - Common Stock",Technology,Software - Infrastructure
NASDAQ,TSP,TuSimple Holdings Inc. - Class A Common Stock,,
NASDAQ,INMB,INmune Bio Inc. - Common stock,Healthcare,Biotechnology
NASDAQ,OLK,Olink Holding AB (publ) - American Depositary Shares,Healthcare,Diagnostics & Research
NASDAQ,FTHM,Fathom Holdings Inc. - Common Stock,Real Estate,Real Estate Services
OTC,NROM,Noble Roman'S Inc,Consumer Cyclical,Restaurants
NYSE,HRT,HireRight Holdings Corporation Common Stock,Industrials,Staffing & Employment Services
AMEX,BDR,"Blonder Tongue Laboratories, Inc. Common Stock",,
NYSE,CALX,"Calix, Inc Common Stock",Technology,Software - Infrastructure
OTC,TLLTF,Tilt Hldgs Inc,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,RSG,"Republic Services, Inc. Common Stock",Industrials,Waste Management
NYSE,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Basic Materials,Copper
NASDAQ,TWST,Twist Bioscience Corporation - Common Stock,Healthcare,Diagnostics & Research
NYSE,AIT,"Applied Industrial Technologies, Inc. Common Stock",Industrials,Industrial Distribution
NYSE,NUS,"Nu Skin Enterprises, Inc. Common Stock",Consumer Defensive,Household & Personal Products
NYSE,PBF,PBF Energy Inc. Class A Common Stock,Energy,Oil & Gas Refining & Marketing
TSX,NUMI,Numinus Wellness Inc.,Healthcare,Medical Care Facilities
NYSE,HEP,"Holly Energy Partners, L.P. Common Stock",Energy,Oil & Gas Midstream
NYSE,SPXC,"SPX Technologies, Inc. Common Stock",Industrials,Building Products & Equipment
TSX,YRI,Yamana Gold Inc.,,
NASDAQ,CYTK,"Cytokinetics, Incorporated - Common Stock",Healthcare,Biotechnology
NASDAQ,APTO,"Aptose Biosciences, Inc. - Common Shares",Healthcare,Biotechnology
NYSE,WEC,"WEC Energy Group, Inc. Common Stock",Utilities,Utilities - Regulated Electric
TSX,AVCN,Avicanna Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,BRZE,"Braze, Inc. - Class A Common Stock",Technology,Software - Application
NASDAQ,DRRX,DURECT Corporation - Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,ONTO,Onto Innovation Inc. Common Stock,Technology,Semiconductor Equipment & Materials
NYSE,GBX,"Greenbrier Companies, Inc. (The) Common Stock",Industrials,Railroads
NYSE,SON,Sonoco Products Company Common Stock,Consumer Cyclical,Packaging & Containers
NYSE,ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",Real Estate,REIT - Retail
AMEX,MITQ,"Moving iMage Technologies, Inc. Common Stock",Technology,Communication Equipment
NASDAQ,REYN,Reynolds Consumer Products Inc. - Common Stock,Consumer Cyclical,Packaging & Containers
NASDAQ,AEY,"ADDvantage Technologies Group, Inc. - Common Stock",Technology,Electronics & Computer Distribution
TSX,BTO,B2Gold Corp.,,
NASDAQ,PCH,PotlatchDeltic Corporation - Common Stock,Real Estate,REIT - Specialty
NASDAQ,MRKR,"Marker Therapeutics, Inc. - Common Stock",,
NYSE,WTI,"W&T Offshore, Inc. Common Stock",Energy,Oil & Gas E&P
NYSE,UWMC,UWM Holdings Corporation Class A Common Stock,Financial Services,Mortgage Finance
NASDAQ,GOSS,"Gossamer Bio, Inc. - Common Stock",,
NYSE,TNC,Tennant Company Common Stock,Industrials,Specialty Industrial Machinery
NASDAQ,ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",,
NYSE,SWCH,"Switch, Inc. Class A Common Stock",,
NASDAQ,ETSY,"Etsy, Inc. - Common Stock",Consumer Cyclical,Internet Retail
NYSE,LFT,"Lument Finance Trust, Inc. Common Stock",Real Estate,REIT - Mortgage
NYSE,ENLC,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",Energy,Oil & Gas Midstream
NYSE,CDR,"Cedar Realty Trust, Inc.",,
NASDAQ,TOUR,Tuniu Corporation - American Depositary Shares,Consumer Cyclical,Travel Services
NASDAQ,CELC,Celcuity Inc. - Common Stock,Healthcare,Biotechnology
NASDAQ,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,Healthcare,Biotechnology
NASDAQ,LUNG,Pulmonx Corporation - Common Stock,Healthcare,Medical Devices
NYSE,NOA,North American Construction Group Ltd. Common Shares (no par),Energy,Oil & Gas Equipment & Services
NYSE,UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",Basic Materials,Agricultural Inputs
NASDAQ,REG,Regency Centers Corporation - Common Stock,Real Estate,REIT - Retail
NYSE,NRZ,New Residential Investment Corp. Common Stock,,
NASDAQ,EBAY,eBay Inc. - Common Stock,Consumer Cyclical,Internet Retail
NASDAQ,INDI,"indie Semiconductor, Inc. - Class A Common Stock",Technology,Semiconductor Equipment & Materials
NYSE,CTOS,"Custom Truck One Source, Inc. Common Stock",Industrials,Rental & Leasing Services
NASDAQ,RFIL,"RF Industries, Ltd. - Common Stock",Industrials,Electrical Equipment & Parts
NASDAQ,KIDS,OrthoPediatrics Corp. - Common Stock,Healthcare,Medical Devices
NASDAQ,ADES,"Advanced Emissions Solutions, Inc. - Common Stock",Industrials,Pollution & Treatment Controls
NASDAQ,BROG,Brooge Energy Limited ,,
NASDAQ,VRA,"Vera Bradley, Inc. - Common Stock",Consumer Cyclical,Footwear & Accessories
NASDAQ,LBC,Luther Burbank Corporation - Common Stock,,
NYSE,AAP,Advance Auto Parts Inc.,Consumer Cyclical,Specialty Retail
NYSE,MGA,"Magna International, Inc. Common Stock",Consumer Cyclical,Auto Parts
NYSE,VNCE,Vince Holding Corp. Common Stock,Consumer Cyclical,Apparel Manufacturing
NASDAQ,FOXA,Fox Corporation - Class A Common Stock,Communication Services,Entertainment
NASDAQ,IBCP,Independent Bank Corporation - Common Stock,Financial Services,Banks - Regional
NASDAQ,MGI,"Moneygram International, Inc.",,
NASDAQ,SGC,"Superior Group of Companies, Inc. - Common Stock",Consumer Cyclical,Apparel Manufacturing
OTC,TBPMF,Tetra Bio-Pharma Inc Ord,,
NASDAQ,YJ,Yunji Inc. - American Depository Shares,Consumer Cyclical,Internet Retail
NYSE,ONE,OneSmart International Education Group Limited ADS,,
NASDAQ,LVO,"LiveOne, Inc. - Common Stock",Communication Services,Entertainment
NYSE,STZ,"Constellation Brands, Inc. Common Stock",Consumer Defensive,Beverages - Brewers
TSXV,IOM,Assure Holdings Corp.,,
NASDAQ,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,CNTG,Centogene N.V.,,
NASDAQ,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Technology,Software - Infrastructure
TSX,SFD,NXT Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services
NASDAQ,ELYS,"Elys Game Technology, Corp. ",,
NASDAQ,RXT,"Rackspace Technology, Inc. - Common Stock",Technology,Software - Infrastructure
OTC,FRMO,Frmo Corp,Financial Services,Asset Management
NYSE,YETI,"YETI Holdings, Inc. Common Stock",Consumer Cyclical,Leisure
TSX,ISV,Information Services Corporation,Industrials,Specialty Business Services
OTC,TREVF,Trevali Mining Corp,,
NYSE,BERY,"Berry Global Group, Inc. Common Stock",Consumer Cyclical,Packaging & Containers
NASDAQ,ATVI,"Activision Blizzard, Inc - Common Stock",,
NASDAQ,HPK,"HighPeak Energy, Inc. - Common Stock",Energy,Oil & Gas E&P
NASDAQ,XENE,Xenon Pharmaceuticals Inc. - Common Shares,Healthcare,Biotechnology
NASDAQ,SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,PRI,"Primerica, Inc. Common Stock",Financial Services,Insurance - Life
TSX,EMA,Emera Incorporated,Utilities,Utilities - Regulated Electric
NYSE,WH,"Wyndham Hotels & Resorts, Inc. Common Stock ",Consumer Cyclical,Lodging
NYSE,CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",Utilities,Utilities - Regulated Electric
NYSE,CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate,REIT - Healthcare Facilities
NYSE,PZN,Pzena Investment Management Inc Class A Common Stock,,
NASDAQ,WEN,Wendy's Company (The) - Common Stock,Consumer Cyclical,Restaurants
NYSE,AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,REIT - Hotel & Motel
NYSE,ORN,"Orion Group Holdings, Inc. Common",Industrials,Engineering & Construction
NASDAQ,XPER,Xperi Holding Corporation - Common Stock,,
NASDAQ,GAMB,Gambling.com Group Limited - Ordinary Shares,Consumer Cyclical,Gambling
NYSE,PAYC,"Paycom Software, Inc. Common Stock",Technology,Software - Application
NASDAQ,ZNGA,Zynga Inc. - Class A Common Stock,,
NASDAQ,MRIN,Marin Software Incorporated - Common Stock,Technology,Software - Application
NYSE,YELP,Yelp Inc. Common Stock,Communication Services,Internet Content & Information
NASDAQ,INOD,Innodata Inc. - Common Stock,Technology,Information Technology Services
NASDAQ,PFBC,Preferred Bank - Common Stock,Financial Services,Banks - Regional
NYSE,DEA,"Easterly Government Properties, Inc. Common Stock",Real Estate,REIT - Office
NASDAQ,AREC,American Resources Corporation - Class A Common Stock,Basic Materials,Coking Coal
NYSE,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco
NASDAQ,REE,REE Automotive Ltd. - Class A Ordinary Shares,Consumer Cyclical,Auto Parts
NASDAQ,CWBR,"CohBar, Inc. - Common Stock",,
NYSE,BE,Bloom Energy Corporation Class A Common Stock,Industrials,Electrical Equipment & Parts
NASDAQ,AVDL,Avadel Pharmaceuticals plc - Ordinary Share,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,PLXP,PLx Pharma Inc.,,
NASDAQ,IONM,Assure Holdings Corp. - Common Stock,Healthcare,Medical Care Facilities
AMEX,AINC,Ashford Inc. (Holding Company) Common Stock,Financial Services,Asset Management
NASDAQ,TTEK,"Tetra Tech, Inc. - Common Stock",Industrials,Engineering & Construction
TSXV,MENE,Mene Inc.,,
NYSE,HIPO,Hippo Holdings Inc. Common Stock,Financial Services,Insurance - Specialty
NASDAQ,TC,TuanChe Limited,,
NASDAQ,TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",Industrials,Pollution & Treatment Controls
NASDAQ,HSTM,"HealthStream, Inc. - Common Stock",Healthcare,Health Information Services
NYSE,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology,Solar
NYSE,BDX,"Becton, Dickinson and Company Common Stock",Healthcare,Medical Instruments & Supplies
NASDAQ,GBIO,Generation Bio Co.,,
NYSE,LIN,Linde plc Ordinary Shares,Basic Materials,Specialty Chemicals
NASDAQ,PGEN,"Precigen, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,MEDP,"Medpace Holdings, Inc. - Common Stock",Healthcare,Diagnostics & Research
OTC,SLBG,Slinger Bag Inc,,
NASDAQ,PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",Healthcare,Biotechnology
OTC,CLOK,Cipherloc Corp,,
NYSE,CVE,Cenovus Energy Inc Common Stock,Energy,Oil & Gas Integrated
NYSE,WST,"West Pharmaceutical Services, Inc. Common Stock",Healthcare,Medical Instruments & Supplies
NASDAQ,VNET,"VNET Group, Inc. - American Depositary Shares",Technology,Information Technology Services
NYSE,QSR,Restaurant Brands International Inc. Common Shares,Consumer Cyclical,Restaurants
NASDAQ,MIDD,The Middleby Corporation - Common Stock,Industrials,Specialty Industrial Machinery
NASDAQ,TRMR,Tremor International Ltd. - American Depository Shares,Communication Services,Advertising Agencies
NASDAQ,MASS,908 Devices Inc. - Common Stock,Healthcare,Medical Devices
NASDAQ,ALGN,"Align Technology, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
OTC,GIGA,Giga-Tronics Inc,,
TSXV,VXTR,Voxtur Analytics Corp.,Technology,Software - Application
NYSE,NSP,"Insperity, Inc. Common Stock",Industrials,Staffing & Employment Services
NYSE,ROG,Rogers Corporation Common Stock,Technology,Electronic Components
NYSE,BAC,Bank of America Corporation Common Stock,Financial Services,Banks - Diversified
NYSE,RVLV,"Revolve Group, Inc. Class A Common Stock",Consumer Cyclical,Internet Retail
NYSE,VVI,Viad Corp Common Stock,Industrials,Specialty Business Services
NYSE,ADNT,Adient plc Ordinary Shares ,Consumer Cyclical,Auto Parts
NASDAQ,AMEH,"Apollo Medical Holdings, Inc. - Common Stock",Healthcare,Medical Care Facilities
NYSE,ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,Rental & Leasing Services
NASDAQ,TACT,TransAct Technologies Incorporated - Common Stock,Technology,Computer Hardware
OTC,QEPC,Q.E.P. Co Inc,Industrials,Tools & Accessories
NASDAQ,NFE,New Fortress Energy Inc. - Class A Common Stock,Utilities,Utilities - Regulated Gas
OTC,GRMWF,Tpco Hldg Corp Wt 26,,
NASDAQ,HCKT,"The Hackett Group, Inc. - Common Stock",Technology,Information Technology Services
NASDAQ,TPTX,"Turning Point Therapeutics, Inc.",,
NYSE,GCI,"Gannett Co., Inc. Common Stock",Communication Services,Publishing
TSX,LPEN,Loop Energy Inc.,,
NASDAQ,STRM,"Streamline Health Solutions, Inc. - Common Stock",Healthcare,Health Information Services
NYSE,STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",Real Estate,REIT - Mortgage
NASDAQ,MERC,Mercer International Inc. - Common Stock,Basic Materials,Paper & Paper Products
NYSE,MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Cyclical,Leisure
NYSE,BBW,"Build-A-Bear Workshop, Inc. Common Stock",Consumer Cyclical,Specialty Retail
NASDAQ,DXLG,"Destination XL Group, Inc. - Common Stock",Consumer Cyclical,Apparel Retail
NASDAQ,UFCS,"United Fire Group, Inc - Common Stock",Financial Services,Insurance - Property & Casualty
NASDAQ,PLYA,Playa Hotels & Resorts N.V. - Ordinary Shares,Consumer Cyclical,Resorts & Casinos
NYSE,MP,MP Materials Corp. Common Stock,Basic Materials,Other Industrial Metals & Mining
NASDAQ,TYME,"Tyme Technologies, Inc.",,
NASDAQ,CDEV,"Centennial Resource Development, Inc. - Class A Common Stock",,
NYSE,FCPT,"Four Corners Property Trust, Inc. Common Stock",Real Estate,REIT - Retail
NYSE,DGX,Quest Diagnostics Incorporated Common Stock,Healthcare,Diagnostics & Research
OTC,OTCM,Otc Markets Group Inc A,Financial Services,Financial Data & Stock Exchanges
