ticker,accession_8k,filed_8k,candidate_d_outcome,candidate_d_fy,candidate_d_q,candidate_d_source,sec_truth_tier,sec_truth_fy,sec_truth_q,evidence_quote,evidence_url,document_type,document_name,evidence_method,raw_cached_path,companion_periodic_accession,companion_periodic_form,companion_periodic_filed,companion_periodic_period_of_report,companion_xbrl_fy,companion_xbrl_q,companion_cover_quote,reasoning
LULU,0001397187-26-000019,2026-03-17,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q4,FOURTH QUARTER AND FULL YEAR FISCAL 2025,https://www.sec.gov/Archives/edgar/data/1397187/000139718726000019/lulu-20260201xex991.htm,EX-99.1,lulu-20260201xex991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001397187-26-000019/lulu-20260201xex991.htm,0001397187-26-000020,10-K,2026-03-17,2026-02-01,2025,FY,"For the fiscal year ended February 1 , 2026",current-period quote found in EX-99.1 (lulu-20260201xex991.htm)
NTAP,0000950170-23-003745,2023-02-22,FAIL_CLOSED,,,prior_periodic_projection_no_prior,A,2023,Q3,third quarter of fiscal year 2023,https://www.sec.gov/Archives/edgar/data/1002047/000095017023003745/ntap-ex99_1.htm,EX-99,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-23-003745/ntap-ex99_1.htm,0000950170-23-005545,10-Q,2023-03-01,2023-01-27,2023,Q3,"For the quarterly period ended January 27, 2023",current-period quote found in EX-99 (ntap-ex99_1.htm)
NTAP,0000950170-23-025324,2023-05-31,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,A,2023,Q4,fourth quarter and fiscal year 2023,https://www.sec.gov/Archives/edgar/data/1002047/000095017023025324/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-23-025324/ntap-ex99_1.htm,0000950170-23-027948,10-K,2023-06-14,2023-04-28,2023,FY,"For the fiscal year ended April 28, 2023",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-23-044130,2023-08-23,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,A,2024,Q1,first quarter of fiscal year 2024,https://www.sec.gov/Archives/edgar/data/1002047/000095017023044130/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-23-044130/ntap-ex99_1.htm,0000950170-23-045061,10-Q,2023-08-29,2023-07-28,2024,Q1,"For the quarterly period ended July 28, 2023",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-23-066400,2023-11-28,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,A,2024,Q2,second quarter of fiscal year 2024,https://www.sec.gov/Archives/edgar/data/1002047/000095017023066400/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-23-066400/ntap-ex99_1.htm,0000950170-23-067033,10-Q,2023-11-30,2023-10-27,2024,Q2,"For the quarterly period ended October 27, 2023",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-24-023060,2024-02-29,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,A,2024,Q3,third quarter of fiscal year 2024,https://www.sec.gov/Archives/edgar/data/1002047/000095017024023060/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-023060/ntap-ex99_1.htm,0000950170-24-023115,10-Q,2024-02-29,2024-01-26,2024,Q3,"For the quarterly period ended January 26, 2024",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-24-066567,2024-05-30,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,A,2024,Q4,Fourth Quarter and Fiscal Year 2024,https://www.sec.gov/Archives/edgar/data/1002047/000095017024066567/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-066567/ntap-ex99_1.htm,0000950170-24-071327,10-K,2024-06-10,2024-04-26,2024,FY,"For the fiscal year ended April 26, 2024",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-24-101383,2024-08-28,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,A,2025,Q1,First Quarter of Fiscal Year 2025,https://www.sec.gov/Archives/edgar/data/1002047/000095017024101383/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-101383/ntap-ex99_1.htm,0000950170-24-101408,10-Q,2024-08-28,2024-07-26,2025,Q1,"For the quarterly period ended July 26, 2024",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-24-129714,2024-11-21,AUTO_OK,2025,Q2,prior_periodic_projection_q1_to_q2,A,2025,Q2,Second Quarter of Fiscal Year 2025,https://www.sec.gov/Archives/edgar/data/1002047/000095017024129714/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-129714/ntap-ex99_1.htm,0000950170-24-130551,10-Q,2024-11-25,2024-10-25,2025,Q2,"For the quarterly period ended October 25, 2024",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-25-029022,2025-02-27,AUTO_OK,2025,Q3,rule_f_advance_xbrl,A,2025,Q3,Third Quarter of Fiscal Year 2025,https://www.sec.gov/Archives/edgar/data/1002047/000095017025029022/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-25-029022/ntap-ex99_1.htm,0000950170-25-029066,10-Q,2025-02-27,2025-01-24,2025,Q3,"For the quarterly period ended January 24, 2025",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-25-078936,2025-05-29,AUTO_OK,2025,Q4,rule_f_advance_xbrl,A,2025,Q4,Fourth Quarter and Fiscal Year 2025,https://www.sec.gov/Archives/edgar/data/1002047/000095017025078936/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-25-078936/ntap-ex99_1.htm,0000950170-25-083705,10-K,2025-06-09,2025-04-25,2025,FY,"For the fiscal year ended April 25, 2025",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0000950170-25-111700,2025-08-27,AUTO_OK,2026,Q1,prior_periodic_projection_q4_to_q1,B,2026,Q1,First Quarter of Fiscal Year 2026,https://www.sec.gov/Archives/edgar/data/1002047/000095017025111700/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-25-111700/ntap-ex99_1.htm,0001193125-25-189700,10-Q,2025-08-27,2025-07-25,2025,Q1,"For the quarterly period ended July 25, 2025",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0001193125-25-297164,2025-11-25,FAIL_CLOSED,,,rule_f_fail_closed_fy_disagreement,B,2026,Q2,Second Quarter of Fiscal Year 2026,https://www.sec.gov/Archives/edgar/data/1002047/000119312525297164/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001193125-25-297164/ntap-ex99_1.htm,0001193125-25-297237,10-Q,2025-11-25,2025-10-24,2025,Q2,"For the quarterly period ended October 24, 2025",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTAP,0001193125-26-076545,2026-02-26,FAIL_CLOSED,,,rule_f_fail_closed_fy_disagreement,A,2026,Q3,Third Quarter of Fiscal Year 2026,https://www.sec.gov/Archives/edgar/data/1002047/000119312526076545/ntap-ex99_1.htm,EX-99.1,ntap-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001193125-26-076545/ntap-ex99_1.htm,0001193125-26-076622,10-Q,2026-02-26,2026-01-23,2026,Q3,"For the quarterly period ended January 23, 2026",current-period quote found in EX-99.1 (ntap-ex99_1.htm)
NTNX,0000950170-24-022061,2024-02-28,AUTO_OK,2024,Q2,prior_periodic_projection_q1_to_q2,A,2024,Q2,Second Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1618732/000095017024022061/ntnx-ex99_1.htm,EX-99.1,ntnx-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-022061/ntnx-ex99_1.htm,0000950170-24-027936,10-Q,2024-03-07,2024-01-31,2024,Q2,"For the quarterly period ended January 31, 2024",current-period quote found in EX-99.1 (ntnx-ex99_1.htm)
NTNX,0000950170-24-065921,2024-05-29,AUTO_OK,2024,Q3,prior_periodic_projection_q2_to_q3,A,2024,Q3,Third Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1618732/000095017024065921/ntnx-ex99_1.htm,EX-99.1,ntnx-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-065921/ntnx-ex99_1.htm,0000950170-24-071318,10-Q,2024-06-10,2024-04-30,2024,Q3,"For the quarterly period ended April 30, 2024",current-period quote found in EX-99.1 (ntnx-ex99_1.htm)
NTNX,0000950170-24-101375,2024-08-28,AUTO_OK,2024,Q4,prior_periodic_projection_q3_to_q4,A,2024,Q4,Fourth Quarter and Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1618732/000095017024101375/ntnx-ex99_1.htm,EX-99.1,ntnx-ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000950170-24-101375/ntnx-ex99_1.htm,0000950170-24-108159,10-K,2024-09-19,2024-07-31,2024,FY,"For the fiscal year ended July 31, 2024",current-period quote found in EX-99.1 (ntnx-ex99_1.htm)
NTNX,0001157523-23-000398,2023-03-06,FAIL_CLOSED,,,prior_periodic_projection_no_prior,A,2023,Q2,Second Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1618732/000115752323000398/a53356467ex99_1.htm,EX-99.1,a53356467ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001157523-23-000398/a53356467ex99_1.htm,0000950170-23-023905,10-Q,2023-05-24,2023-01-31,2023,Q2,"For the quarterly period ended January 31, 2023",current-period quote found in EX-99.1 (a53356467ex99_1.htm)
NTNX,0001157523-23-000905,2023-05-24,AUTO_OK,2023,Q2,rule_g_strict_direct_recent_prior_calendar,A,2023,Q3,Third Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1618732/000115752323000905/a53406069_ex991.htm,EX-99.1,a53406069_ex991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001157523-23-000905/a53406069_ex991.htm,0000950170-23-026080,10-Q,2023-06-02,2023-04-30,2023,Q3,"For the quarterly period ended April 30, 2023",current-period quote found in EX-99.1 (a53406069_ex991.htm)
NTNX,0001157523-23-001386,2023-08-31,AUTO_OK,2023,Q4,prior_periodic_projection_q3_to_q4,A,2023,Q4,Fourth Quarter and Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1618732/000115752323001386/a53546975ex99_1.htm,EX-99.1,a53546975ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001157523-23-001386/a53546975ex99_1.htm,0000950170-23-049179,10-K,2023-09-21,2023-07-31,2023,FY,"For the fiscal year ended July 31, 2023",current-period quote found in EX-99.1 (a53546975ex99_1.htm)
NTNX,0001157523-23-001783,2023-11-29,AUTO_OK,2024,Q1,prior_periodic_projection_q4_to_q1,A,2024,Q1,First Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1618732/000115752323001783/a53863813ex99_1.htm,EX-99.1,a53863813ex99_1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001157523-23-001783/a53863813ex99_1.htm,0000950170-23-068799,10-Q,2023-12-07,2023-10-31,2024,Q1,"For the quarterly period ended October 31, 2023",current-period quote found in EX-99.1 (a53863813ex99_1.htm)
NTNX,0001171843-24-006598,2024-11-26,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,B,2025,Q1,First Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1618732/000117184324006598/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-24-006598/exh_991.htm,0000950170-24-133675,10-Q,2024-12-05,2024-10-31,2024,Q1,"For the quarterly period ended October 31, 2024",current-period quote found in EX-99.1 (exh_991.htm)
NTNX,0001171843-25-001089,2025-02-26,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q2,Second Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1618732/000117184325001089/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-25-001089/exh_991.htm,0000950170-25-034610,10-Q,2025-03-06,2025-01-31,2025,Q2,"For the quarterly period ended January 31, 2025",current-period quote found in EX-99.1 (exh_991.htm)
NTNX,0001171843-25-003493,2025-05-28,AUTO_OK,2025,Q3,prior_periodic_projection_q2_to_q3,A,2025,Q3,Third Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1618732/000117184325003493/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-25-003493/exh_991.htm,0000950170-25-080917,10-Q,2025-06-03,2025-04-30,2025,Q3,"For the quarterly period ended April 30, 2025",current-period quote found in EX-99.1 (exh_991.htm)
NTNX,0001171843-25-005613,2025-08-27,AUTO_OK,2025,Q4,prior_periodic_projection_q3_to_q4,A,2025,Q4,Fourth Quarter and Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1618732/000117184325005613/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-25-005613/exh_991.htm,0001193125-25-213801,10-K,2025-09-24,2025-07-31,2025,FY,"For the fiscal year ended July 31, 2025",current-period quote found in EX-99.1 (exh_991.htm)
NTNX,0001171843-25-007590,2025-11-25,AUTO_OK,2026,Q1,prior_periodic_projection_q4_to_q1,B,2026,Q1,First Quarter Fiscal 2026,https://www.sec.gov/Archives/edgar/data/1618732/000117184325007590/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-25-007590/exh_991.htm,0001193125-25-308095,10-Q,2025-12-04,2025-10-31,2025,Q1,"For the quarterly period ended October 31, 2025",current-period quote found in EX-99.1 (exh_991.htm)
NTNX,0001171843-26-001101,2026-02-25,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2026,Q2,Second Quarter Fiscal 2026,https://www.sec.gov/Archives/edgar/data/1618732/000117184326001101/exh_991.htm,EX-99.1,exh_991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001171843-26-001101/exh_991.htm,0001193125-26-085397,10-Q,2026-03-02,2026-01-31,2026,Q2,"For the quarterly period ended January 31, 2026",current-period quote found in EX-99.1 (exh_991.htm)
OLLI,0001140361-23-028653,2023-06-07,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q1,First Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1639300/000114036123028653/brhc20054117_ex99-1.htm,EX-99.1,brhc20054117_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-23-028653/brhc20054117_ex99-1.htm,0001140361-23-028795,10-Q,2023-06-07,2023-04-29,2023,Q1,"For the quarterly period ended April 29, 2023",current-period quote found in EX-99.1 (brhc20054117_ex99-1.htm)
OLLI,0001140361-23-041908,2023-08-31,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q2,second quarter of fiscal 2023,https://www.sec.gov/Archives/edgar/data/1639300/000114036123041908/brhc20058245_ex99-1.htm,EX-99.1,brhc20058245_ex99-1.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-23-041908/brhc20058245_ex99-1.htm,0001140361-23-042063,10-Q,2023-08-31,2023-07-29,2023,Q2,"For the quarterly period ended July 29, 2023",current-period quote found in EX-99.1 (brhc20058245_ex99-1.htm)
OLLI,0001140361-23-056448,2023-12-06,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q3,third quarter of fiscal 2023,https://www.sec.gov/Archives/edgar/data/1639300/000114036123056448/ef20016093_ex99-1.htm,EX-99.1,ef20016093_ex99-1.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-23-056448/ef20016093_ex99-1.htm,0001140361-23-056505,10-Q,2023-12-06,2023-10-28,2023,Q3,"For the quarterly period ended October 28, 2023",current-period quote found in EX-99.1 (ef20016093_ex99-1.htm)
OLLI,0001140361-24-014235,2024-03-20,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2023,Q4,Fourth Quarter and Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1639300/000114036124014235/ef20024553_ex99-1.htm,EX-99.1,ef20024553_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-24-014235/ef20024553_ex99-1.htm,0001140361-24-015681,10-K,2024-03-27,2024-02-03,2024,FY,"For the fiscal year ended February 3, 2024",current-period quote found in EX-99.1 (ef20024553_ex99-1.htm)
OLLI,0001140361-24-028942,2024-06-05,AUTO_OK,2025,Q1,prior_periodic_projection_q4_to_q1,A,2024,Q1,First Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1639300/000114036124028942/ef20030612_ex99-1.htm,EX-99.1,ef20030612_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-24-028942/ef20030612_ex99-1.htm,0001140361-24-029017,10-Q,2024-06-05,2024-05-04,2024,Q1,"For the quarterly period ended May 4, 2024",current-period quote found in EX-99.1 (ef20030612_ex99-1.htm)
OLLI,0001140361-24-039085,2024-08-29,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q2,Second Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1639300/000114036124039085/ef20035010_ex99-1.htm,EX-99.1,ef20035010_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-24-039085/ef20035010_ex99-1.htm,0001140361-24-039300,10-Q,2024-08-29,2024-08-03,2024,Q2,"For the quarterly period ended August 3, 2024",current-period quote found in EX-99.1 (ef20035010_ex99-1.htm)
OLLI,0001140361-24-048855,2024-12-10,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q3,Third Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1639300/000114036124048855/ef20039794_ex99-1.htm,EX-99.1,ef20039794_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-24-048855/ef20039794_ex99-1.htm,0001140361-24-048926,10-Q,2024-12-10,2024-11-02,2024,Q3,"For the quarterly period ended November 2, 2024",current-period quote found in EX-99.1 (ef20039794_ex99-1.htm)
OLLI,0001140361-25-009360,2025-03-19,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2024,Q4,Fourth Quarter and Fiscal 2024,https://www.sec.gov/Archives/edgar/data/1639300/000114036125009360/ef20045708_ex99-1.htm,EX-99.1,ef20045708_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-25-009360/ef20045708_ex99-1.htm,0001140361-25-010442,10-K,2025-03-26,2025-02-01,2025,FY,"For the fiscal year ended February 1, 2025",current-period quote found in EX-99.1 (ef20045708_ex99-1.htm)
OLLI,0001140361-25-021221,2025-06-03,AUTO_OK,2026,Q1,prior_periodic_projection_q4_to_q1,A,2025,Q1,First Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1639300/000114036125021221/ef20049852_ex99-1.htm,EX-99.1,ef20049852_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-25-021221/ef20049852_ex99-1.htm,0001140361-25-021300,10-Q,2025-06-03,2025-05-03,2025,Q1,"For the quarterly period ended May 3, 2025",current-period quote found in EX-99.1 (ef20049852_ex99-1.htm)
OLLI,0001140361-25-033065,2025-08-28,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q2,Second Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1639300/000114036125033065/ef20054611_ex99-1.htm,EX-99.1,ef20054611_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-25-033065/ef20054611_ex99-1.htm,0001140361-25-033812,10-Q,2025-09-03,2025-08-02,2025,Q2,"For the quarterly period ended August 2, 2025",current-period quote found in EX-99.1 (ef20054611_ex99-1.htm)
OLLI,0001140361-25-044934,2025-12-09,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q3,Third Quarter Fiscal 2025,https://www.sec.gov/Archives/edgar/data/1639300/000114036125044934/ef20060895_ex99-1.htm,EX-99.1,ef20060895_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-25-044934/ef20060895_ex99-1.htm,0001140361-25-045024,10-Q,2025-12-09,2025-11-01,2025,Q3,"For the quarterly period ended November 1, 2025",current-period quote found in EX-99.1 (ef20060895_ex99-1.htm)
OLLI,0001140361-26-009133,2026-03-12,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q4,Fourth Quarter Fiscal Year 2025,https://www.sec.gov/Archives/edgar/data/1639300/000114036126009133/ef20067696_ex99-1.htm,EX-99,ef20067696_ex99-1.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001140361-26-009133/ef20067696_ex99-1.htm,0001140361-26-010409,10-K,2026-03-19,2026-01-31,2025,FY,"For the fiscal year ended January 31 , 2026",current-period quote found in EX-99 (ef20067696_ex99-1.htm)
OXM,0000075288-24-000057,2024-09-11,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q2,second quarter of fiscal 2024,https://www.sec.gov/Archives/edgar/data/75288/000007528824000057/oxm-09112024xexx991.htm,EX-99.1,oxm-09112024xexx991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000075288-24-000057/oxm-09112024xexx991.htm,0000075288-24-000059,10-Q,2024-09-12,2024-08-03,2024,Q2,"For the quarterly period ended August 3, 2024",current-period quote found in EX-99.1 (oxm-09112024xexx991.htm)
OXM,0000075288-24-000080,2024-12-11,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q3,third quarter of fiscal 2024,https://www.sec.gov/Archives/edgar/data/75288/000007528824000080/oxm-12112024xexx991.htm,EX-99.1,oxm-12112024xexx991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000075288-24-000080/oxm-12112024xexx991.htm,0000075288-24-000082,10-Q,2024-12-12,2024-11-02,2024,Q3,"For the quarterly period ended November 2, 2024",current-period quote found in EX-99.1 (oxm-12112024xexx991.htm)
OXM,0000075288-25-000030,2025-03-27,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q4,fourth quarter of fiscal 2024,https://www.sec.gov/Archives/edgar/data/75288/000007528825000030/oxm-3272025xexx991.htm,EX-99.1,oxm-3272025xexx991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000075288-25-000030/oxm-3272025xexx991.htm,0000075288-25-000033,10-K,2025-03-31,2025-02-01,2024,FY,"For the fiscal year ended February 1 , 2025",current-period quote found in EX-99.1 (oxm-3272025xexx991.htm)
